Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM Strict,DegSort,Metis,Grappolo-RCM,ND
9666,2935,355,30,637,1506,4575,98,4444,50,66,
9743,6663,219,29,592,1509,637,56,5998,106,63,
5,10,392,599,5,2263,2504,597,498,1,355,
10,9,146,40,10,2569,3708,517,1451,3,356,
88,6,114,11,88,3059,2488,144,3229,44,3,
89,5,467,50,89,3133,3543,166,3230,46,4,
122,4,9,578,122,3547,6684,138,2270,61,204,
155,3,416,130,155,4148,1444,167,1657,86,94,
164,2,337,589,164,5163,4196,313,5499,93,10,
244,1,73,80,244,5207,4987,128,1573,136,95,
334,2,78,21,334,5218,3096,72,1245,183,264,
2913,6662,286,10,589,5863,1886,454,1662,121,126,
3290,1,267,10,411,5886,5741,286,1,229,149,
3344,2,44,8,377,6415,4198,122,3141,242,58,
7480,3,128,15,271,10288,1779,2,2385,236,57,
8492,5,299,26,533,10292,6764,455,1663,189,152,
46,2,3,7,46,10296,566,90,1244,16,1,
145,6670,333,734,145,10300,3369,489,7467,39,2,
216,6682,406,729,216,10301,1496,702,7243,72,31,
329,1,270,73,329,10313,3246,153,5786,104,5,
354,6657,112,44,346,10314,1640,29,5785,116,6,
493,5,405,13,352,10634,2484,617,937,137,8,
8895,4,580,7,317,28,1812,124,2208,199,755,
2,2,42,18,2,1185,6967,106,3213,2,1,
71,1,5,8,71,1186,10255,22,4155,42,4,
190,6664,34,11,190,1537,8837,12,1246,109,9,
236,3,148,47,236,1897,9860,95,2908,125,12,
282,1,16,46,282,2689,8563,34,4418,144,14,
290,2,47,63,290,3174,2596,40,2942,149,15,
330,4,48,713,330,3643,6465,43,6222,171,18,
8107,2933,190,708,21,4190,1600,23,5998,305,55,
8258,5,36,21,660,4191,1252,35,3212,40,71,
28,1,47,52,28,4192,6342,95,4541,15,82,
87,4,3,5,87,5312,5072,37,32,49,85,
110,3,32,3,110,5923,207,109,685,278,5,
148,1,61,2,148,5924,2312,8,1479,83,27,
166,3,220,9,166,6561,5580,347,1643,238,8,
174,5,7,17,174,9343,1320,90,2906,234,9,
213,8515,33,1,213,9344,385,19,1621,114,10,
265,8516,179,12,265,9389,762,105,6113,137,12,
305,5,69,54,305,9614,3526,67,7447,158,90,
2809,8,167,534,654,9615,5410,211,6128,55,292,
4200,5,168,3,643,9739,4370,132,725,77,293,
5654,4,218,116,555,10898,96,285,4462,220,89,
69,2,47,3,69,10899,5175,84,1245,40,3,
107,1,216,1,107,345,1499,454,1220,65,185,
183,1,134,35,183,361,4160,95,4423,104,181,
234,2,106,659,234,1537,2436,11,5757,123,11,
241,5,52,32,241,1838,7585,92,4458,125,33,
248,6,56,63,248,2583,2495,133,5787,129,97,
280,5,58,34,280,2631,7381,140,5786,142,13,
284,2,51,2,284,3100,7186,105,998,145,178,
6046,3,128,7,300,3548,5977,75,756,210,272,
7435,4,132,9,296,3604,4668,21,2193,216,39,
8105,5,148,1,23,4195,1927,83,142,303,56,
5,6,246,5,5,4661,6682,80,2204,2,1,
117,2932,401,11,117,4728,8543,459,722,60,151,
128,8512,6,2,128,6469,1309,36,1437,71,150,
208,3,97,15,208,6518,4215,39,810,114,8,
232,1,472,749,232,9533,5148,532,9852,130,71,
2908,2,106,13,594,9534,7596,143,5161,120,481,
5935,4,760,2,378,9535,705,90,1448,212,475,
7321,4,174,1,379,10325,1297,396,1510,213,474,
8487,3041,93,5,538,10326,306,142,671,188,507,
39,6677,12,4,39,10329,4328,40,1532,23,2,
76,3,509,760,76,10700,3395,725,9130,41,1123,
146,4,16,24,146,10704,947,19,4439,82,4,
162,10,70,755,162,10706,8260,47,8906,91,6,
195,9,23,4,195,195,6674,303,25,108,10,
196,1,75,2,196,793,239,10,4446,109,7,
294,2924,558,5,294,1094,558,591,3207,151,554,
3631,2928,129,38,222,1706,1015,224,3178,278,73,
5208,2929,125,66,175,1796,2680,472,4542,304,74,
6061,2931,506,37,291,1876,2206,98,4541,214,240,
49,8508,259,517,49,1952,6730,821,3222,18,2,
196,2,249,1,196,2937,2011,188,2243,562,7,
298,1,236,20,298,3088,3050,812,2181,96,9,
333,3,14,740,333,3181,2287,7,6236,106,10,
3208,2928,300,736,453,3716,2448,133,4691,151,102,
3379,1,253,14,357,4248,3923,709,2,198,240,
3736,3,247,693,169,5159,135,130,729,259,237,
9178,6666,393,691,175,5376,4008,501,4323,246,406,
9639,6667,322,5,659,5761,4865,722,224,26,253,
10110,5,18,719,423,6733,108,98,7218,153,410,
35,1,1912,768,35,7085,331,926,7842,21,2632,
68,4,1913,661,68,7211,123,1115,1681,38,3,
108,3,1914,690,108,7725,5009,1075,1682,56,2118,
181,11,1915,747,181,7802,5853,1116,8404,102,2116,
246,15,1916,714,246,7853,3594,835,5895,140,2626,
256,2545,1908,763,256,8690,5196,844,7618,146,9,
306,7,13,725,306,10471,2515,82,5867,170,12,
319,4,17,687,319,920,348,83,2786,179,14,
4021,2,1567,656,77,1253,4742,1740,1457,323,3107,
4477,4,25,772,521,1946,2822,704,2817,205,2930,
9025,9,1563,659,260,1961,3863,1192,2797,263,7421,
9471,3005,332,703,63,2326,3472,359,6030,321,2926,
91,10,110,446,91,2681,6446,415,409,56,2,
141,8,298,124,141,2771,657,72,534,79,5,
178,7,123,29,178,3705,4886,390,1,102,7,
256,6,1,53,256,3709,3471,120,4214,131,9,
7035,5,24,36,560,5183,195,301,6784,122,223,
7692,4,2,57,139,5367,844,140,6722,247,229,
9221,3,329,24,159,5398,1415,303,4213,285,234,
10025,2,116,25,465,6357,302,536,2966,194,226,
7,1,346,335,7,6638,8396,152,1245,5,2,
78,6,260,16,78,6667,6335,373,1246,41,353,
203,4,343,334,203,8352,3635,119,2181,112,7,
211,2,266,4,211,9536,5737,321,3629,117,344,
253,1,337,254,253,9537,4422,33,1247,143,10,
306,2,8,5,306,9917,1006,73,2907,170,340,
2903,3,140,327,599,9939,416,63,5999,118,482,
3416,2484,181,327,332,10740,6267,301,1575,251,474,
7316,2553,420,15,384,10763,7697,476,5502,211,475,
7470,2557,274,279,281,10767,3520,515,6223,233,413,
33,5,236,6,33,346,615,199,1574,20,2,
108,1,15,329,108,405,970,97,3232,56,3,
186,1,242,330,186,856,6986,276,1,104,7,
196,4,517,2,196,1523,4146,514,971,109,692,
204,2952,2,319,204,1958,2061,165,1,113,44,
237,2953,311,593,237,1994,4745,456,42,136,43,
265,2955,511,1,265,2673,4761,421,936,151,11,
314,2957,120,1,314,2799,5572,173,2402,175,12,
3547,2958,386,587,270,3151,1981,180,3177,263,839,
7039,2,21,588,559,3620,9543,33,972,135,841,
8886,2643,4,661,324,4867,313,32,7237,244,810,
9346,2951,390,8,111,5440,2129,331,2820,299,1067,
9737,2952,261,3,598,5601,985,451,43,105,842,
45,2955,260,2,45,6536,2505,8,2792,360,3396,
111,8,75,274,111,6537,2684,143,41,57,1309,
244,5,270,1,244,9711,8132,165,3143,138,2,
324,4,82,2,324,9733,81,5,2899,179,3,
1306,3,1251,11,395,9736,5329,1087,1661,324,3787,
1309,1,689,275,398,9737,1316,393,1233,325,3786,
8347,1,1240,343,613,10257,5919,97,7245,93,3789,
58,3,365,311,58,10258,68,516,2821,31,962,
91,7,289,40,91,10259,8352,872,6744,45,1,
146,2549,105,5,146,10278,1861,16,24,84,4,
169,2,61,80,169,1011,787,32,934,95,859,
227,5,343,2,227,1512,811,79,1466,128,6,
248,6,65,3,248,2122,2831,149,2153,139,857,
274,10,307,7,274,2123,2632,783,3756,153,503,
299,12,293,2,299,2823,3776,830,893,164,7,
3320,3,792,5,403,3534,2665,472,5413,233,764,
7052,2996,71,4,549,4000,3351,69,2180,143,931,
7692,14,286,250,141,4094,1315,584,2382,254,762,
9975,10,24,1,490,5105,4731,198,722,198,765,
208,8,159,283,208,5221,2217,300,9852,113,3,
235,6,3,2,235,5456,5122,126,5203,121,599,
279,1,7,9,279,5673,1369,287,5194,143,4,
7388,3,488,118,331,5757,80,240,4424,202,435,
7709,7,153,533,134,9047,902,544,7470,248,433,
9099,5,871,18,213,9048,2911,291,5791,266,649,
25,4,24,75,25,9049,3452,114,4479,14,1,
59,3,177,338,59,9050,577,248,9227,31,2,
191,2,20,332,191,9126,590,115,8906,105,3,
258,1,8,1,258,9198,391,1,4481,146,862,
266,1,174,36,266,9199,2380,251,7446,150,6,
322,8324,19,654,322,9415,5851,3,4424,178,7,
7051,8335,31,312,550,10078,7281,161,497,143,766,
105,4,6,303,105,10079,2433,1,501,63,5,
203,5,5,333,203,786,199,1,4425,111,9,
251,4,4,338,251,1827,5267,4,6014,129,11,
268,1,29,311,268,2181,8114,11,7167,136,12,
276,3,2,308,276,2183,6520,5,5668,141,13,
304,2529,3,5,304,3465,1144,43,2863,155,15,
316,5,3,342,316,3508,1430,2,3927,163,16,
322,4,28,347,322,4063,6508,42,804,165,10,
5980,2,2,351,347,4073,8284,8,3923,197,60,
8243,1,46,6,675,4591,376,7,28,30,74,
8244,1,9,3,674,5182,719,10,1576,32,73,
196,4,3,5,196,5788,7938,33,4731,107,5,
246,9,9,9,246,6394,9714,119,4,138,8,
274,8,202,11,274,6395,9884,625,4927,153,10,
6765,6,667,264,26,6406,4177,269,721,304,473,
7309,5,74,3,391,8652,8229,324,4928,206,477,
10380,3,208,21,275,8656,7082,163,3928,248,475,
22,2,72,321,22,9463,7245,23,655,12,356,
41,4,165,112,41,9871,9984,71,1889,24,473,
114,5,27,2,114,10070,5103,139,6297,62,2,
144,8330,23,26,144,10776,2014,36,5517,83,3,
170,1,89,1,170,10910,833,135,6670,94,476,
181,6,73,4,181,10911,761,72,5171,101,278,
188,3,68,345,188,389,711,22,5503,103,358,
304,1,427,515,304,562,3813,305,1679,167,437,
4979,1,245,285,282,569,2905,309,4649,269,390,
5188,5,425,274,189,857,3586,315,4658,295,148,
6143,8302,420,57,237,1774,3068,163,1376,235,392,
9098,2,83,152,213,2514,5807,22,2610,266,352,
10415,13,116,254,259,2623,340,5,5650,252,391,
52,3,433,539,52,2685,3256,168,4655,27,2,
94,1,50,608,94,3157,2550,10,2991,46,4,
95,2529,204,609,95,4609,3466,167,6224,47,5,
110,5,49,11,110,4707,6491,19,9,59,6,
158,4,11,133,158,5309,2902,29,2039,90,8,
212,1,8,25,212,5407,6321,16,1243,117,10,
9303,2523,198,324,132,6945,6371,127,1575,286,90,
34,3222,384,35,34,7054,1989,621,2965,17,2,
190,7907,520,46,190,8524,2688,322,4489,728,292,
214,3,4,1,214,8526,6016,78,3233,117,4,
215,2,518,2,215,8527,1069,478,3137,738,267,
227,2621,356,34,227,8528,3456,411,5789,126,5,
228,2624,11,37,228,10537,317,130,3138,128,380,
3367,3259,7,28,369,10538,4614,129,1246,237,366,
3700,3267,60,3,190,10656,7886,340,1660,274,646,
5247,7939,45,4,174,341,7955,127,3139,301,363,
10256,8323,289,35,335,1099,361,505,934,234,365,
4,6,60,38,4,1173,3960,385,2887,1,67,
23,4,95,6,23,1466,7813,91,1245,11,1,
29,3,4,6,29,1606,7487,88,5788,13,68,
58,1,83,8,58,2269,339,23,4479,28,70,
98,1,126,7,98,2297,1916,387,4478,47,2,
135,4,207,30,135,2626,3545,116,4383,74,4,
139,3,56,1,139,3627,6817,458,1477,78,5,
176,2,101,28,176,3745,4638,14,4365,95,6,
7029,1,120,10,569,4113,730,257,7616,126,842,
7045,3,96,34,556,4175,1767,64,7605,137,815,
8146,4,55,9,31,4641,2985,254,7615,296,755,
10,3252,5,3,10,5194,3139,197,8927,330,81,
47,3253,101,6,47,5902,1158,47,4543,14,1,
120,3257,318,13,120,6408,2613,339,7504,28,5,
145,8314,525,2,145,8608,4956,432,8976,36,7,
149,4,106,1,149,8614,3817,17,6723,40,9,
158,2,9,5,158,8617,3076,96,7508,46,11,
302,4,151,28,302,9643,4031,62,1,182,69,
7208,3215,154,20,473,9644,1990,253,4586,160,189,
9772,3218,508,26,588,9645,3117,164,1310,80,187,
10390,5,113,36,273,908,3362,129,1448,206,193,
33,2,870,34,33,935,535,520,1346,10,3388,
116,1,873,44,116,1991,4369,526,943,602,3384,
163,1,252,10,163,2258,4505,469,6771,48,2565,
170,5,320,41,170,2710,7638,795,1,575,4,
210,1,74,1,210,2731,8095,482,49,553,5,
234,3,316,2,234,2796,678,796,2204,77,6,
279,4,256,1,279,3246,3643,277,251,85,8,
1297,2612,352,31,386,4286,7170,718,8926,321,3494,
3363,2,876,2,373,4786,1093,632,18,190,3630,
3405,1,420,19,344,4800,1455,629,2961,194,3629,
3802,7,4,1,159,5436,2384,123,1274,270,3487,
4323,1,1054,26,599,5971,832,1117,43,95,3144,
7881,86,334,20,66,5983,4275,593,3233,237,3493,
8362,3238,1053,4,606,6413,1778,1222,3222,56,3502,
9512,3240,1,40,61,6624,623,323,3197,306,3132,
9704,6,3,1,623,6701,69,480,1479,42,3639,
34,5,37,29,34,8359,2179,100,2888,10,355,
78,4,6,2,78,9560,2893,252,1623,22,875,
85,3,3,19,85,9907,7202,290,1271,24,354,
159,2,14,3,159,9915,73,41,2905,46,853,
201,1,392,10,201,10220,9802,212,6138,64,9,
215,1,7,1,215,59,2962,307,144,71,10,
254,2,13,42,254,1122,3995,217,252,82,12,
3191,7,665,2,470,1159,142,335,4384,142,922,
4049,5,918,11,80,1313,9871,352,7617,306,916,
6133,2,676,3,246,1657,4321,598,1953,176,752,
6275,5,673,42,159,1708,4519,492,447,202,1228,
9218,4,670,4,167,2245,6893,898,785,248,748,
25,2,64,29,25,2614,7848,297,6722,12,1,
34,9,70,35,34,3553,7179,354,8171,19,2,
59,3233,40,43,59,4152,552,29,7666,28,915,
135,3234,4,53,135,4445,1229,73,607,77,62,
211,6,76,44,211,4894,3853,308,4132,116,7,
7412,4,181,45,320,6221,198,265,1506,212,824,
8142,3,5,32,35,6455,3527,131,8675,295,822,
9723,2,342,12,612,7162,326,356,4543,95,910,
42,1,5,39,42,7705,6596,61,2797,25,2,
46,1,26,13,46,7711,9729,80,3233,29,21,
73,3,344,14,73,7713,208,346,3201,47,89,
94,2,350,47,94,7716,589,287,5543,58,88,
126,1,461,2,126,8671,7148,493,1309,73,22,
175,2,454,64,175,8672,669,209,1449,99,8,
3982,3,368,62,101,8676,3496,463,1345,312,2,
6821,4,13,27,707,564,6270,240,1746,7,20,
10114,5,315,1,427,685,9403,429,1310,199,8,
55,3,117,24,55,1050,2497,207,11,31,1,
98,3189,597,60,98,1555,3652,480,36,59,285,
117,9,609,1,117,2113,2255,865,1,66,1514,
158,8,781,3,158,2263,1847,555,1692,90,1133,
174,7,649,27,174,3027,9937,821,32,98,1132,
233,5,5,2,233,3819,4102,261,1691,121,282,
302,4,359,1,302,4035,3005,1146,721,157,2,
2548,2598,328,20,110,4287,3531,506,2384,299,879,
5089,7922,9,3,234,4333,1965,1,758,282,815,
5558,1,312,19,621,4706,4601,394,759,61,823,
6060,1,356,34,303,5296,1118,864,2381,208,881,
7711,3183,341,31,139,5661,1798,2,723,246,880,
2,9895,2,369,2,7036,1221,53,9950,1,607,
17,7,8,363,17,8140,2388,58,9629,12,1,
126,2,15,5,126,8141,4178,46,8169,72,4,
140,1,66,22,140,8616,2730,65,1650,80,5,
194,2,174,2,194,8617,4970,489,1479,106,609,
195,68,22,20,195,8618,7606,59,1480,107,7,
265,7,326,3,265,8619,1717,502,23,136,610,
3609,3,133,370,244,8623,4226,242,9229,267,72,
5186,3224,129,364,197,102,5393,490,8908,293,73,
7695,2,180,26,148,1302,126,245,2894,241,173,
67,5,3,4,67,1683,7183,855,7448,33,1,
155,62,491,22,155,2058,2636,927,1,87,4,
227,63,1178,37,227,2409,847,900,3139,128,1313,
298,66,1165,1,298,2461,6687,740,1456,166,427,
8969,3,1162,2,298,2895,2213,924,8927,243,2385,
10407,2,829,1,265,3809,8213,926,244,247,2384,
10408,1,794,344,264,3810,2213,599,10388,248,2383,
124,1,13,3,124,5141,680,99,1658,71,603,
151,2,293,32,151,6581,474,167,944,87,1,
192,3,176,15,192,6833,486,436,7245,105,2,
3607,4,135,4,246,8044,1071,189,2823,266,535,
4313,8068,189,7,607,8045,5420,490,2814,151,437,
7693,1,182,3,150,8046,6421,192,1242,240,434,
9708,1,180,39,625,8047,3060,521,5788,90,439,
17,3,3,343,17,8048,6276,26,4758,12,1,
34,5,9,320,34,8624,589,75,324,18,2,
59,7,44,6,59,8649,1167,58,321,34,3,
75,1,81,318,75,8651,6114,209,818,47,5,
277,3,22,319,277,10639,1003,28,3126,143,8,
4172,4,215,339,671,10640,968,37,4746,62,211,
10425,8,38,328,254,125,5523,126,4755,245,213,
135,24,530,325,135,182,1011,629,4418,366,88,
223,55,519,366,223,559,3207,527,6339,407,340,
245,56,365,188,245,790,142,225,832,124,8,
272,2,123,206,272,2258,3870,160,2707,139,10,
283,4,370,344,283,2588,4100,111,6335,143,11,
292,1,146,314,292,3036,5353,135,5989,148,12,
3765,3,8,374,181,3235,2957,125,1781,283,329,
3784,5,76,2,173,4093,7,496,1226,285,276,
5013,2,196,1,281,4165,3258,44,505,266,327,
6740,2,378,7,45,4601,4023,283,1225,296,333,
7087,8,380,1,535,6435,1355,304,1224,150,321,
7198,8,149,2,483,6569,1235,56,1223,170,270,
9458,4,264,4,82,6571,1819,2,1222,303,332,
9762,2,513,3,598,9531,1730,361,7365,410,268,
85,1,4,6,85,10799,3452,10,1221,385,2,
114,1,93,1,114,10800,3265,200,721,67,5,
213,3,71,389,213,10803,2869,64,1245,120,6,
240,2,89,9,240,10869,4016,215,1,136,8,
257,47,40,11,257,10870,1701,105,1507,143,10,
276,5,13,390,276,10871,1942,12,15,151,12,
5488,3,199,430,678,517,2492,5,6136,15,200,
58,2,584,1,58,523,1737,357,6139,34,852,
73,1,6,433,73,802,921,134,8404,299,19,
182,1,380,33,182,1449,6499,477,1639,97,13,
265,2,384,445,265,1812,5204,409,1424,135,9,
294,3,12,431,294,2227,5757,42,6857,150,10,
5324,4,70,5,152,2600,1439,325,717,304,4,
5383,3,25,2,127,2630,1528,268,6860,312,69,
5836,2,531,432,457,3526,2344,130,9125,172,10,
9469,1,540,7,79,3527,194,362,716,311,325,
42,24,280,32,42,4111,3234,11,2360,11,1,
160,7786,431,2,160,5202,2315,358,1506,47,4,
169,7790,282,6,169,5802,2668,102,1,51,5,
206,4,4,22,206,9743,5839,116,678,70,6,
259,1,404,3,259,9745,1226,453,692,81,961,
275,10,15,10,275,10290,5753,3,6140,86,960,
323,7,284,424,313,10291,4937,33,8405,105,8,
945,5,9,8,342,10292,565,90,1619,289,956,
1939,3,393,17,404,10294,6836,718,725,162,957,
3237,2,19,28,454,10891,3171,276,679,151,900,
8967,6,391,1,301,10893,120,165,1,201,898,
9049,7783,257,4,255,814,3085,170,6141,223,955,
56,5,546,29,56,817,3075,616,1606,32,1,
60,3,971,382,60,1118,5709,368,8906,305,1800,
80,1,242,14,80,1461,2103,971,1620,295,94,
89,4,552,71,89,1478,1519,483,7436,52,3,
123,3,556,2,123,1846,3054,612,1,263,95,
224,4,40,5,224,2261,2965,258,6142,114,6,
276,1,368,381,276,2630,5589,202,8907,183,98,
5080,5,36,4,243,3098,4687,2,2,275,527,
5088,1,649,70,239,3550,1639,401,7437,63,9635,
7613,3,651,379,191,4101,2535,944,8908,225,587,
7877,4,118,395,77,4635,2168,392,7441,70,669,
9835,5,6,2,564,5819,1633,449,1,158,528,
105,1,104,27,105,6462,4673,2,1643,354,85,
120,1,4,33,120,6464,10,1,4535,68,3,
174,2,172,41,174,7118,5801,198,861,93,164,
213,19,83,386,213,7795,2624,87,2765,108,5,
240,17,52,434,240,8290,816,81,2265,120,7,
287,9,271,9,287,10758,1722,279,6144,144,11,
7082,1,37,18,540,10759,5188,160,4521,146,320,
9453,20,153,75,87,10760,4604,142,1295,299,331,
60,23,9,25,60,308,3040,23,1644,36,2,
72,21,8,22,72,576,9,19,2179,44,3,
83,16,5,7,83,825,4968,4,2207,49,4,
173,1,6,48,173,1834,3955,53,3756,92,7,
181,31,4,10,181,3555,416,2,1,97,8,
294,24,2,59,294,3571,7025,1,1954,149,15,
5958,22,3,1,369,4192,1091,5,2,183,61,
36,1,518,1,36,4656,2525,1138,1955,19,694,
37,7750,799,44,37,5232,5309,20,5411,20,21,
104,7755,194,40,104,5842,6853,19,3755,63,23,
126,7756,876,43,126,5843,4901,875,3754,74,1,
204,3,66,38,204,5859,3310,189,2178,115,2,
256,2,198,70,256,6456,3946,258,1577,142,1089,
287,1,511,4,287,6562,7928,1133,4401,160,1091,
2653,2,1139,2,79,9995,7868,332,1259,304,2593,
4081,3,5,26,718,10578,59,307,1260,4,2719,
4229,4,15,1,648,10579,7033,1,2927,102,2715,
7467,6,504,21,295,10755,2516,898,4134,220,2703,
34,4,153,31,34,10769,846,362,2928,17,1,
92,20,45,5,92,10770,905,116,3635,50,354,
166,17,4,1,166,10879,1179,1,1566,91,2,
233,16,32,18,233,419,6844,115,1576,132,863,
241,15,150,24,241,665,1890,365,15,136,5,
256,5,48,19,256,950,3216,13,3225,142,860,
269,4,134,3,269,1277,5384,112,2206,147,859,
4377,21,285,1,584,1788,4951,144,1437,176,765,
10393,18,44,66,281,2638,2057,28,253,240,747,
10884,5,40,8,87,2820,6059,46,2205,296,762,
21,1,5,31,21,3561,1658,92,4385,13,1,
133,4,12,1,133,3573,2215,112,1609,77,1068,
188,5,21,2,188,3605,3924,87,17,103,898,
215,26,59,58,215,4863,4371,80,3757,121,899,
286,18,72,11,286,6333,3070,240,5710,159,13,
295,17,247,12,295,6487,3596,90,5721,162,900,
844,14,934,71,328,7184,3087,993,4504,296,2891,
8318,7,911,4,642,8159,1354,182,1655,76,2892,
8514,2,279,347,537,8187,959,747,4417,174,2932,
9438,5,277,88,96,8202,2898,202,1,301,2927,
28,3,206,2,28,8333,200,240,18,14,1,
49,2,5,89,49,8334,730,122,1648,26,3,
223,1,100,4,223,9615,433,248,769,110,29,
233,1,7,69,233,9616,7441,94,1953,115,11,
2649,20,123,1,84,110,2071,110,1997,298,441,
7002,16,125,412,593,296,4374,67,6696,101,243,
7693,4,40,54,156,530,5725,119,5412,233,440,
10413,2,45,33,266,531,5317,172,3755,235,439,
146,25,3,28,146,2146,3726,190,2179,81,516,
184,22,596,9,184,2611,2870,864,5692,101,5,
211,2,4,97,211,3091,3715,91,4132,119,6,
244,22,598,3,244,3544,1159,965,921,136,8,
3164,1,129,2,495,3549,3616,1580,1953,194,480,
3986,7721,345,6,112,4553,464,814,2241,302,475,
8990,8033,349,38,295,4663,2777,266,3720,242,10053,
10354,25,600,39,301,5223,4401,1430,2180,233,476,
75,24,221,36,75,5246,4183,296,3722,36,1,
112,8,112,39,112,5725,4328,207,5710,63,3,
153,7,6,36,153,5946,839,77,5673,84,5,
281,5,116,3,281,9497,626,372,4119,155,10,
7006,4,215,37,592,9502,785,166,4133,115,843,
27,3,491,343,27,9987,2313,472,2762,15,1,
107,1,4,126,107,9995,420,59,2698,59,2,
123,2,58,84,123,10021,1544,7,1656,68,4,
178,2,14,131,178,10815,7061,1,1542,95,6,
3592,5,141,127,261,330,2901,184,1698,255,71,
5169,8031,137,6,214,964,1154,432,1673,281,72,
17,5,791,87,17,1455,408,599,1657,7,1,
152,4,786,115,152,1852,2576,805,3278,47,4,
161,1,6,85,161,2642,2084,58,7,573,5,
182,1,399,3,182,2666,5167,493,37,61,6,
285,5,14,42,285,3601,4954,86,1591,91,9,
3468,9,203,3,325,3843,1952,327,1,422,374,
9139,7717,402,2,214,4093,3543,195,1577,233,371,
9311,8036,133,1,146,4675,3628,241,1649,383,370,
