Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM Strict,DegSort,Metis,Grappolo-RCM,ND
679,2,64,19,177,1313,4789,14,2,,,
2863,1,82,10,144,4318,3680,305,4370,,,
2865,1,354,2,146,4320,2061,40,1377,,,
680,2,118,1,178,4328,5977,253,2395,,,
2674,2,83,7,20,4367,457,1,1,,,
2675,3,179,20,463,4368,5243,260,1587,,,
2678,4,400,26,22,8133,4609,480,2088,,,
2679,5,363,5,23,8134,2295,254,174,,,
2865,4,2,1,146,791,372,76,1382,,,
3060,1,238,1,20,2401,6173,332,2191,,,
3074,1,12,24,6,4753,1998,27,1589,,,
3077,8045,319,11,3,4759,2049,355,6175,,,
3078,8046,291,3,2,4807,3830,111,3677,,,
3079,1,5,2,1,4808,1849,26,1588,,,
3080,3,335,27,1,4809,1832,226,2088,,,
3094,1,368,3,17,4817,4519,97,2624,,,
3095,2,27,6,18,4863,634,37,3675,,,
3096,3,98,132,2436,8031,4483,98,4709,,,
3097,3,3,1,19,380,5785,97,2395,,,
3111,3,89,2,33,1353,6834,527,3983,,,
3106,1,302,1,26,2201,2940,143,2394,,,
3123,3,5,10,40,2612,5225,108,4708,,,
3130,4,202,130,50,7545,2351,361,726,,,
3134,2,154,122,55,7565,742,215,1,,,
3135,1,2,6,56,7566,3525,109,4937,,,
151,6,294,1,113,7568,1049,175,1588,,,
3157,8038,139,4,75,7609,746,328,4242,,,
3158,8039,145,5,76,7610,732,155,3312,,,
3159,2,7,3,77,1363,1471,8,872,,,
3236,1,271,2,82,1974,2845,174,1,,,
3237,1,11,4,83,2206,1781,4,4900,,,
3116,2,423,65,30,2664,804,95,341,,,
3118,1,7,11,32,3596,2285,170,2314,,,
3243,1,31,55,87,4410,573,219,5532,,,
3244,4,227,6,88,7530,55,316,2141,,,
159,3,149,2,163,7531,1510,106,4935,,,
775,2,150,2,360,7935,2658,80,2394,,,
3256,1,11,4,82,7937,3086,59,2314,,,
3260,3,349,141,90,1366,1024,105,2576,,,
3261,3,339,1,92,1980,1365,246,2395,,,
166,19,264,10,176,2210,1956,438,2313,,,
3378,21,124,7,245,3790,247,53,1589,,,
3380,8,366,1,247,3791,2226,222,2544,,,
3386,7,419,2,253,4105,5744,223,4708,,,
3388,5,215,4,255,7966,4273,3,4825,,,
3391,3,8,1,258,7967,1293,112,1,,,
3392,2,218,6,259,7968,1471,271,117,,,
3397,2,274,1,264,7969,3228,330,7254,,,
794,10,5,3,375,1048,3333,141,725,,,
826,4,450,140,405,1388,2389,470,4971,,,
3342,1,469,142,209,2228,2326,393,1785,,,
3343,8028,40,75,210,3955,1059,73,1786,,,
3344,2,53,93,211,3956,4016,7,2963,,,
3349,1,463,101,216,3961,1117,239,3747,,,
826,2,3,131,245,3962,2980,204,263,,,
3202,3,106,2,52,4005,63,486,3186,,,
3207,1,5,2,56,6252,2960,226,7616,,,
3466,2,471,3,2545,6253,1709,169,724,,,
3471,3,365,1,86,1389,1825,262,2164,,,
3521,1,9,1,136,1717,220,25,1441,,,
3522,4,245,233,137,2646,2832,171,2772,,,
3523,3,3,27,138,3871,2268,1,3984,,,
3524,1,75,4,139,3938,2145,88,4971,,,
3525,2,79,1,140,3943,935,295,1,,,
3526,1,51,1,141,3946,5110,115,2395,,,
3485,3,372,2,100,3947,1992,178,2394,,,
3489,2,2,946,104,3958,210,83,829,,,
3490,6226,599,31,105,3999,123,179,987,,,
3491,6227,593,26,106,100,2842,79,1589,,,
3167,7,415,21,17,2655,1405,479,2856,,,
3170,5,11,3,20,6827,3080,1,4972,,,
3171,4,200,12,21,6828,2792,372,6020,,,
3644,2,196,16,199,6829,532,162,6021,,,
3645,6,95,44,200,7487,1971,3,4729,,,
878,6225,65,9,372,7488,288,423,1048,,,
3676,6228,283,2,152,7489,2327,124,4545,,,
3677,1,37,1,153,7490,2927,1,2395,,,
3678,1,222,3,154,7491,3118,393,1,,,
3679,5,444,3,155,2657,4575,187,3441,,,
172,1,3,5,70,2658,4247,95,1267,,,
865,1,300,7,275,3762,1211,308,4332,,,
871,2,201,6,276,3765,1457,33,3440,,,
3645,10,278,4,201,3766,1199,305,3985,,,
3646,1,270,6,202,3767,1977,401,1,,,
3649,3028,92,3,205,3769,2414,415,1590,,,
847,6071,10,12,260,3771,1105,141,987,,,
852,7534,378,2,262,3772,2927,348,2,,,
3622,2,268,2,178,3914,3399,439,7032,,,
3627,5,174,8,183,100,1130,102,725,,,
3628,3,6,16,184,1619,94,66,4972,,,
3629,1,205,1,185,2663,1200,304,3675,,,
3630,1,276,2,186,3096,1728,109,3983,,,
4200,1,222,1,1016,3502,137,147,2314,,,
4203,3,245,3,76,3503,437,320,1589,,,
4204,27,139,4,77,3504,3404,63,6295,,,
4208,2,62,1,81,3505,5334,71,4299,,,
4280,28,7,6,972,3562,872,217,988,,,
4180,25,479,4,58,3575,1422,32,7031,,,
4181,4,10,1,59,113,985,184,5442,,,
4182,1,18,11,60,2423,1284,23,2315,,,
4183,29,10,13,61,3340,514,24,1881,,,
191,5445,226,15,141,3341,1106,367,1297,,,
960,5446,27,3,103,3377,1591,205,6297,,,
4026,5,91,6,447,3380,1797,1,727,,,
4027,2,52,16,448,3382,3275,203,560,,,
4028,1,46,5,449,3383,1539,176,7038,,,
4029,1,311,22,450,3396,1478,282,167,,,
4033,3,37,11,101,3397,2701,1,4710,,,
987,2,90,1,41,1409,700,274,2395,,,
990,5,576,6,35,2034,607,206,4709,,,
992,6766,161,1,30,2676,1757,99,2185,,,
4155,3,489,5,66,2922,4481,515,3983,,,
4156,2,237,44,67,3336,316,407,1061,,,
893,1,138,12,391,3368,2001,38,2315,,,
1021,2,202,9,11,3386,2815,298,1708,,,
3768,3,320,3,228,3417,4989,206,5056,,,
3771,5,134,41,231,3492,1934,117,5922,,,
3772,1,328,17,232,7442,3308,254,1,,,
3775,1,9,2,235,1225,1565,115,4341,,,
3778,2,212,3,238,1816,814,303,607,,,
3672,4,260,2,153,2428,1057,203,4580,,,
3673,3,259,25,154,3651,3178,245,7659,,,
3674,2,3,28,155,3675,5996,81,462,,,
3677,4,146,1,158,3676,5088,388,726,,,
3679,6,221,47,160,3677,3480,8,4442,,,
891,2,43,29,387,3678,1508,59,44,,,
3764,1,322,6,222,3703,2724,194,6168,,,
3765,2,15,53,223,8106,1469,16,4327,,,
3766,1,139,52,224,1819,2282,303,4328,,,
4802,3,270,48,295,2050,1608,247,3716,,,
4803,4,149,130,296,7896,925,353,726,,,
4790,5,103,2,283,7897,7137,265,3983,,,
4798,2,93,1,291,7899,4802,182,1588,,,
4799,1,92,3,292,7900,1392,57,1589,,,
4803,2,261,1964,296,7901,4601,66,990,,,
4393,3,215,4,167,7902,4176,212,6168,,,
4424,4,98,1,196,7903,4769,404,1590,,,
4425,4,427,15,197,7904,391,319,179,,,
4426,1,122,133,198,1430,4208,479,2796,,,
4457,2,5,12,229,1708,2833,9,7038,,,
4458,1,513,13,230,2055,2201,411,2797,,,
4459,1,546,1835,231,2335,310,178,2798,,,
214,2,1,1834,109,2640,3676,170,264,,,
1076,6735,1,131,4713,3188,3844,160,2316,,,
4486,6736,213,2939,256,3189,6813,422,4250,,,
4488,1,234,1,258,3270,2335,297,2395,,,
4525,2,619,1889,4799,3928,3766,315,3611,,,
4553,3,242,1,292,7935,5745,203,2394,,,
4450,10,3,2,222,889,33,156,2,,,
4451,9,225,8,223,892,4360,367,4361,,,
4452,8,270,8,224,2247,884,225,675,,,
4453,5,696,1880,225,3112,973,237,1216,,,
4468,3,241,1,240,3125,2784,624,4579,,,
4666,4,70,1960,273,3162,425,38,7158,,,
4675,1,60,6,282,3173,917,42,677,,,
4676,1,9,4226,283,3180,114,66,3983,,,
4677,6735,121,4,284,3192,1533,54,3982,,,
4744,2,36,4260,342,3203,2260,72,4709,,,
1137,1,67,1,3218,2083,1608,59,2393,,,
4770,4,259,16,264,2445,3439,137,3981,,,
4771,4,7,2,265,6081,2192,135,6263,,,
4833,5,29,1,177,6083,3933,80,4019,,,
4839,2,158,3,327,6212,2987,201,43,,,
4840,1,1,34,328,6213,2146,127,726,,,
4841,1,127,33,329,6214,1454,47,950,,,
4846,3161,73,4242,3535,6215,3553,115,2,,,
1153,3170,7,4264,55,6627,3793,14,727,,,
1155,5,75,3,57,6628,3141,147,1589,,,
4829,3,149,15,155,118,5047,88,1588,,,
4831,2,83,1,157,201,199,79,1588,,,
4833,1,90,102,159,1224,1681,167,728,,,
4875,6758,75,14,194,2058,1626,20,1589,,,
877,4,19,13,373,5316,2531,45,6165,,,
4805,1,100,4,298,6183,1001,2,1,,,
4807,1,79,2,300,6650,604,90,3981,,,
4808,4,103,143,301,6983,3521,175,727,,,
4814,2,92,2,307,7863,182,323,403,,,
4815,4,89,228,308,7864,3260,328,402,,,
4816,7,79,147,309,2089,3992,169,401,,,
850,3,34,1,317,2746,803,269,2393,,,
853,2,1,144,319,2747,3322,145,2315,,,
4912,1,4,110,211,7239,299,6,7705,,,
4913,1,262,181,213,7266,3032,207,241,,,
4914,3,30,114,215,7270,2694,193,2976,,,
4915,1,247,116,217,7271,55,256,2317,,,
700,2,148,245,209,7272,1840,174,1,,,
3035,1,24,1,69,7273,4157,73,4576,,,
3040,2,8,17,64,7274,3532,49,6164,,,
3107,1,231,6,8,918,3169,186,5497,,,
3111,2,75,11,12,919,3871,1,498,,,
3112,1,162,2,13,1474,1605,270,3980,,,
227,1,182,5,90,6920,1714,23,5498,,,
1153,2,5,3,51,6929,109,47,1518,,,
4855,4,188,2,169,7245,2276,36,4606,,,
4856,1827,73,5,170,7258,4522,76,6892,,,
4994,1829,47,13,367,7262,2716,110,6891,,,
5013,3,31,1,386,7263,1663,113,6164,,,
5014,2,2,8,387,7295,2967,1,6163,,,
5021,1,159,8,394,687,1806,104,1,,,
5022,3,194,3,395,1494,1568,122,5128,,,
5023,1825,62,6,396,2102,2859,2,728,,,
369,6315,200,5,4071,2777,251,197,728,,,
7026,6318,127,4,128,5881,3744,476,3780,,,
7027,5,78,9,3796,5882,1912,404,473,,,
7144,2,3,9,17,5883,1304,7,1,,,
7146,1,396,3,12,5904,2530,65,6934,,,
1693,2,15,1,187,6557,2135,51,1011,,,
7283,3,406,1,42,6558,3995,279,3052,,,
7284,4,226,17,43,1832,2362,231,728,,,
7285,5,139,2,44,2787,2081,210,1586,,,
7287,1824,401,3,46,2788,2510,161,6163,,,
1,1825,73,1,1,5840,129,91,1587,,,
1244,1827,77,12,128,5841,5069,36,6164,,,
5206,1828,5,13,46,5842,4616,14,1588,,,
5231,6312,83,7,70,6536,4792,23,1,,,
5248,1,87,191,86,6537,4992,90,832,,,
5250,1,91,188,88,6538,6001,37,2318,,,
5251,2,8,16,89,7833,2233,69,2315,,,
5252,10,74,5,90,616,7431,118,6892,,,
1244,1,69,3,128,1500,7469,105,2319,,,
1246,2,95,1,130,1661,6550,24,2452,,,
1248,6747,86,1,132,2106,4591,76,4577,,,
5229,6748,57,5,68,2779,6873,16,1585,,,
5230,5341,10,3,69,5830,511,68,4442,,,
5247,3,14,2,85,5870,2639,1,4576,,,
5102,1,8,1,6,5871,453,54,4576,,,
5103,4,99,4,810,5872,881,7,4440,,,
5104,1,63,4,5,5873,1777,87,1651,,,
5105,1,28,2,4,618,560,72,1784,,,
1074,2,199,3,20,1670,428,1,136,,,
1079,3,211,6,22,2115,176,279,1587,,,
4559,3,252,17,144,2798,460,75,3236,,,
4561,2,8,2,146,6989,7384,125,6027,,,
4564,6977,151,186,148,6991,1819,101,2317,,,
4531,1,221,2,117,7008,4182,113,1,,,
4532,1,6,183,118,7016,5650,68,2,,,
4533,3,245,1,119,7087,255,166,2389,,,
4540,4,503,90,125,7149,4227,167,3,,,
4551,5322,216,1,136,476,4957,92,2316,,,
5573,5323,213,5,71,2451,55,21,4750,,,
5575,4,210,3,73,2797,775,283,2317,,,
5576,1,77,1,74,6988,155,143,1626,,,
5577,2,236,2,75,6989,919,242,133,,,
5581,1,266,273,79,6991,1423,325,1,,,
5582,4,238,89,80,6993,3972,473,2386,,,
5583,5318,2,35,81,7080,5443,248,2484,,,
5625,5,614,2,87,7082,4702,110,4705,,,
5631,3,610,36,89,7083,5870,198,2052,,,
264,1,10,1,79,278,2286,149,4437,,,
5609,3,298,54,232,1526,1471,312,98,,,
5626,3,144,38,242,2126,1168,269,6757,,,
5627,2,304,4,243,5727,930,315,3943,,,
5628,6,57,5,244,5728,554,126,6133,,,
1300,2,153,72,60,5730,945,262,1207,,,
1366,1,316,1,123,6410,2989,183,4572,,,
5473,2,4,16,172,6748,180,1,6163,,,
5474,5,321,2,173,6749,5466,243,6162,,,
5475,3,327,17,174,6750,1056,116,6161,,,
5733,4730,184,8,293,2125,1216,316,135,,,
5734,4731,66,11,294,2126,2923,71,389,,,
1512,4,293,1,342,5213,2477,181,1590,,,
6323,4,118,18,166,5214,4045,150,1589,,,
6324,3,196,47,167,5713,3674,402,388,,,
6325,2,5,18,168,5714,5286,53,1,,,
6345,1,148,3,187,5715,1308,401,5519,,,
1504,4,56,1,334,5716,1236,43,2,,,
5817,4733,263,31,391,5717,193,391,1513,,,
6298,5526,76,29,134,5718,371,17,1201,,,
6299,5,266,6,135,1537,4729,69,1589,,,
6300,3,52,10,136,1838,1093,78,731,,,
5614,2,486,9,81,2352,5986,162,6161,,,
5615,1,477,3,82,5650,196,163,1,,,
5616,2,53,1,83,5651,976,43,3974,,,
5683,1,205,2,141,6424,3798,576,3975,,,
5688,2,6,8,483,6425,5733,296,3976,,,
1438,4,176,9,69,6426,1447,581,388,,,
6018,3,25,7,155,6428,2683,1,1755,,,
6022,3,184,1,158,6723,1187,295,3929,,,
6023,5,187,5,159,2510,5705,223,2385,,,
6041,1,16,2,177,4900,1004,107,2387,,,
6048,2,414,1,184,4956,7079,181,6892,,,
1428,1,32,2,53,4957,4703,1,4819,,,
1430,5,88,13,55,4958,897,1,732,,,
1434,5527,492,108,59,4965,4382,407,4820,,,
1435,5,386,3,60,4966,2240,490,181,,,
6016,4,488,358,228,4980,6123,73,358,,,
284,2,319,1,47,5035,253,353,2185,,,
1425,6,212,2,64,5037,4839,265,7073,,,
5985,1,322,1,132,1286,6595,270,794,,,
5986,6102,327,5,133,2155,3994,50,3974,,,
5993,6103,233,371,140,2832,5226,567,1090,,,
5994,6104,34,1,141,3025,4774,185,1,,,
4,7,308,1,1,4888,4586,144,4888,,,
1578,5,311,1,303,7673,5593,231,2387,,,
1587,4,241,2,311,7674,6049,502,3975,,,
6604,3,72,15,229,7677,1568,60,2386,,,
6605,2,229,14,230,7746,2880,504,2385,,,
6606,1,315,18,231,7747,1854,71,3974,,,
6607,2,79,5,232,1725,117,167,5162,,,
