Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM Strict,DegSort,Metis,Grappolo-RCM,ND
1,14426,853,1,1,13615,4898,897,12689,1591,1,
2,5,872,26,2,13948,6404,898,4,1,2,
12,2,864,341,12,13951,5863,868,12704,8,12,
227,9598,880,51,369,16650,2602,837,5,65,12785,
536,3,955,1,665,13581,2008,836,2,230,12761,
2,1,614,774,2,13599,2668,943,17,1,2,
12,9600,1112,2,12,13929,3675,936,18,4,12,
220,1,915,17,367,13950,573,896,4,65,12787,
5824,18,1232,281,1818,16649,6404,949,12689,367,12720,
1,9602,595,8,1,16831,11891,942,2,1591,1,
2,21,590,2,2,13294,10339,943,4,1,2,
12,9589,937,267,12,13295,8049,936,12705,8,12,
530,9596,944,1,659,13945,14335,896,5,225,12765,
2,5,1950,103,2,13946,8259,1029,1,1,2,
12,2,619,5,13,13948,4958,986,2,4,12,
5816,4,1945,743,1815,16647,4600,1034,18,360,12723,
1,9,1955,424,1,13903,1654,1028,19,1591,1,
2,3,1794,712,2,13926,1604,1029,151,1,2,
12,2,648,449,14,13947,1177,986,4,8,12,
524,9604,653,1,653,16646,9130,942,12689,220,12769,
2,1,477,1,2,16828,1464,1053,4,1,2,
12,2,1971,729,14,16829,11102,1075,12706,4,12,
5808,5,177,76,1812,13290,10519,1057,5,353,12726,
1,6,638,362,1,13291,10561,1052,2,1591,1,
2,13,594,844,2,13937,3016,1053,19,1,2,
12,15,1830,2,15,13941,386,1075,20,8,10891,
518,16553,1055,12,647,13943,3728,1028,4,215,12773,
2,8,931,292,2,16644,8851,1043,12689,1593,2,
12,9,514,7,16,13261,3016,1102,2,4,11,
5800,12,1046,1,1809,13943,4455,1046,4,346,12729,
1,18,975,266,1,16642,320,1042,12707,1,1,
2,5,950,3,2,16644,9324,1043,5,2,2,
12,4,601,470,16,16645,7260,1102,1,8,10892,
512,3,610,1,641,16827,1970,1052,2,210,12776,
2,1,1327,1,2,10998,7675,995,20,2,2,
12,1,1041,67,1862,13941,2244,1093,21,8,181,
5792,3,955,6,1803,16640,2045,997,145,1253,12734,
1,3,1352,696,1,16642,460,994,4,1,1,
12,5,837,199,15,16643,8530,1093,12689,8,10893,
68,2,1330,11,70,16825,6547,995,4,38,7237,
506,5,1120,729,633,11025,544,1042,12708,204,12704,
12,10,1209,86,1861,11026,10261,1046,5,8,182,
61,15895,1125,1,63,13917,13110,915,2,35,24,
5784,3,1119,3,1800,13919,76,916,21,1261,12737,
1,14412,605,236,1,13921,7793,829,22,1595,1,
2,4,799,1,2,13937,1513,830,4,1,2,
12,11465,1092,417,14,11021,7210,571,12689,8,7,
227,1,1156,5,359,11022,7986,549,2,59,12795,
548,12018,1094,267,677,13915,8173,548,12709,246,12769,
2,15887,1107,11,3,13917,11573,893,4,1,2,
12,2,399,1,14,13918,13651,862,5,4,7,
220,11,627,470,357,13935,3880,828,1,63,12797,
5848,1,1182,2,1811,11017,3398,899,2,399,12727,
1,4,913,1,2,11018,1441,892,22,1595,1,
2,6,879,430,4,13912,5957,893,23,1,2,
12,11467,600,1,14,13913,6708,862,137,8,7,
542,11457,809,4,671,13916,13320,828,4,241,12772,
2,16727,598,693,3,13927,3047,940,12689,1,2,
12,1,1120,209,13,13918,1375,932,12710,4,7,
5840,14410,1064,15,1806,13931,6766,945,4,392,12731,
1,14418,632,1,1,13932,1354,939,5,1595,1,
2,1,612,531,3,13934,5716,940,2,1,10901,
12,4,1116,1,12,13935,174,932,23,8,7,
536,16541,1223,238,663,16820,1619,892,24,236,12775,
2,4,1934,11,4,9225,1722,1026,4,1,1,
12,11434,521,405,13,13916,12424,983,12689,4,7,
5832,11438,1959,63,1802,13934,1562,1030,1,385,12734,
1,1,1954,465,2,16637,3897,1025,24,1595,10903,
2,11435,1823,6,3,16819,446,1026,25,1,1,
12,11438,822,440,12,16820,8029,983,26,8,3,
530,2,639,192,656,10990,1493,939,7,231,1619,
2,7,404,250,1848,13892,3846,1052,12688,1597,190,
12,11460,1955,17,12,13912,9090,1073,21,4,7,
5824,16722,211,11,1797,13915,14698,1055,131,378,12736,
1,1,535,1,1847,13916,128,1051,4,1,10712,
2,5,714,706,1,16818,13507,1052,12688,2,1,
12,16538,1834,7,12,13913,11168,1073,20,8,3,
524,11436,1646,526,649,13926,6942,1025,26,226,1625,
2,11462,1159,195,1,13927,7953,1042,27,2,1,
12,11468,424,184,3,13930,7156,1101,28,8,2,
5816,3,1153,3,609,13931,8381,1044,2,1225,11999,
1,2,980,1,1847,16816,3179,1041,2,1,10712,
12,1,617,1,12,13888,188,1101,12687,8,3,
68,2,771,483,65,13889,13517,1042,3,34,10,
518,4,987,96,644,13909,5068,1051,4,220,1633,
12,16718,956,392,4,13910,7177,1092,12687,8,2,
61,1,630,497,13,13912,5397,994,2,31,5,
5808,2,657,4,602,16815,15162,995,3,1233,12005,
1,3,1298,1246,1,13910,11097,538,6,1599,1,
2,4,1291,1264,2,13921,459,539,28,1,2,
12,14,193,1,12,13922,6083,720,29,8,7,
227,11458,484,79,347,13923,1742,707,30,53,12800,
560,15800,143,1,687,13928,1205,706,28,262,12773,
2,9024,386,556,2,16813,2566,823,430,1,2,
12,11452,1147,645,13,13884,5749,557,860,4,7,
220,11457,874,1,345,13885,13691,537,28,61,12802,
5872,11461,292,474,1804,13905,10711,829,429,431,12727,
1,4,393,1168,1,13907,3844,822,5,1599,1,
2,9023,363,1261,2,13909,1983,823,28,1,2,
12,3,1306,1,14,16812,3318,557,29,8,7,
554,8,1136,220,681,13271,223,537,30,257,12776,
2,11,1197,8,3,13272,7812,889,3,1,2,
12,11459,396,3,14,13922,3256,851,28,4,7,
5864,2,1190,263,1800,13924,12868,894,417,424,12731,
1,1,1227,486,2,13927,15488,888,28,1599,1,
2,1,906,74,3,16626,221,889,2,1,10905,
12,5,666,1,14,13906,4098,851,4,8,7,
548,9022,637,13,675,13926,3489,822,28,252,12779,
2,9025,500,1177,3,16625,2248,936,29,1,1,
12,4,1000,228,13,16809,2637,922,853,4,7,
5856,2,944,447,1795,16811,5971,940,5,417,12735,
1,1,821,458,2,16812,613,935,28,1599,10907,
2,2,811,71,3,13267,3676,936,4,1,1,
12,2,685,88,14,13268,6839,922,28,8,3,
542,3,230,1,668,13919,1169,888,29,247,1601,
2,4,1935,126,1839,13920,12428,1024,4,1601,195,
12,5,555,775,14,13924,162,972,28,4,7,
5848,3,1948,2,1790,16623,643,1027,2,410,12738,
1,5,1945,737,1838,13903,8033,1023,4,1,10711,
2,737,1931,1,1,13923,2295,1024,28,2,1,
12,9021,557,1179,14,16622,109,972,29,8,3,
536,15262,633,678,661,16806,449,935,847,242,1606,
2,15266,627,449,2,16808,5409,1051,4,2,1,
12,4,1892,12,3,16809,2837,1061,28,1596,2,
5840,5,562,1209,634,13263,7469,1053,4,1197,11979,
1,9020,641,1,1839,13264,7958,1050,28,1,10711,
12,9022,1934,37,15,13912,1423,1061,29,7,3,
68,3,634,1,64,13915,1281,1051,4,30,8,
530,5,1749,809,656,13917,4825,1023,28,236,1611,
12,725,649,474,2,16620,14859,1089,2,7,2,
61,3,1244,3,11,9211,4264,1041,4,27,5,
5832,4,1238,7,626,13919,7789,1042,28,1205,11985,
1,6,344,441,2,16618,6675,701,29,1603,1,
2,15263,178,179,4,16621,1202,702,841,1,2,
12,1,285,496,2586,16626,1060,658,4,7,1027,
227,733,299,507,337,16808,3244,655,28,47,12805,
572,11445,789,1,722,13916,13208,802,4,278,12777,
2,3,1137,187,3,16616,5799,529,28,1,2,
12,728,1123,189,2585,16619,11210,816,29,5,1027,
220,9023,1161,124,334,16620,3154,819,4,59,12807,
5896,2,654,50,1798,16622,3493,535,28,463,12727,
1,4,1303,470,1,16806,2613,528,2,1603,1,
2,9018,1003,466,2,13914,942,529,4,1,2,
12,9019,120,5,12,16614,4932,1142,28,7,5,
566,1,135,419,709,16617,1140,701,29,273,12780,
2,4,593,678,2,16618,3242,818,835,1,2,
12,722,943,498,2584,16620,1743,985,4,5,1028,
5888,4,681,10,1793,16804,8538,823,28,456,12731,
1,9022,893,6,1,10998,12832,817,5,1603,1,
2,16762,887,25,3,10999,9366,818,28,1,10909,
12,1,551,193,11,13894,14594,985,29,7,4,
560,2,842,1,701,13895,6936,528,4,268,12783,
2,4,945,46,4,13897,16039,886,28,1,1,
12,5,716,2,2583,13910,9277,688,3,5,1029,
5880,2,986,14,1789,13896,8773,890,28,449,12735,
1,5,951,1,2,13907,2430,885,29,1603,10911,
2,6,939,24,3,13908,4327,886,30,1,1,
12,16436,945,59,12,13909,6308,690,122,7,3,
554,1,902,472,689,13910,5881,817,28,263,1583,
2,7,598,1,1828,16799,1057,935,139,1,200,
12,9718,959,352,2580,13894,10889,724,828,5,1029,
5872,13,856,12,1783,13909,10588,938,5,442,12738,
1,10151,610,1,1827,16614,8459,934,28,1603,10710,
2,10152,554,445,2,16797,6526,935,138,1,1,
12,2,1076,8,10,16798,1144,726,28,7,3,
548,4,489,1,678,16801,6066,885,29,258,1588,
2,15241,1870,341,1,13867,6791,1023,30,1605,1,
12,2,544,361,754,13868,1145,748,114,5,828,
5864,3,1348,252,657,13892,6837,1025,3,435,11967,
1,4,1926,722,1826,13893,7077,1022,28,1,10710,
12,5,495,483,9,13894,12234,750,124,7,3,
68,5,1816,109,87,16797,179,1023,6,27,6,
542,10155,320,1,667,10992,7307,934,28,253,1593,
12,15238,1608,104,1354,10993,2875,814,123,7,84,
61,4,966,1,11,13888,13638,1049,3,24,5,
5856,5,578,5,650,13889,8067,1050,6,1176,11973,
1,9,1182,3,1,13890,14118,859,28,1605,1,
2,10150,227,14,2570,13906,14435,1098,29,1,1034,
227,3,1311,45,199,10989,2907,837,30,42,11060,
584,5,239,1251,1820,10990,7893,739,28,295,11747,
1020,15234,1306,81,323,13860,4127,835,422,437,11002,
2,5,929,645,2,13887,1713,1272,846,1,1,
220,7,1094,1140,192,13889,706,880,28,56,11063,
1020,9707,961,161,323,13890,214,878,421,72,11002,
5920,2,347,5,783,13245,8700,886,5,490,11696,
1,3,480,3,2573,13246,1960,685,28,1605,1032,
2,4,572,101,1,13887,12388,686,29,1,1,
578,5,762,1491,744,13902,6555,304,30,290,12782,
1020,10151,470,4,2895,13904,5761,1097,3,437,12034,
2,15232,820,1161,1,16605,11053,1115,28,1,1,
1020,15237,999,218,323,13885,2503,1273,409,73,11001,
5912,5,980,10,786,13888,8761,1100,28,487,11698,
1,7,728,1,2573,13903,3129,1114,2,1605,1032,
2,15236,493,15,4,16604,2904,1113,4,1,10910,
572,16728,646,3,739,16791,6734,685,28,285,12784,
1020,15233,742,1,2896,16793,5154,684,29,437,12033,
2,15235,702,1,1,13900,4932,850,839,1,1,
1020,15238,836,10,324,16602,7107,1113,5,73,11000,
5904,3,734,1189,788,16603,6395,840,28,480,11700,
1,4,937,18,2570,16604,4795,851,4,1605,9879,
2,15253,808,1,1,16608,9906,850,28,1,1,
566,3,321,58,728,16792,491,1111,29,280,1565,
1020,4,497,1387,2894,13238,2898,1110,4,437,1121,
2,6,1013,31,2,13239,7517,911,28,1,1,
1020,15236,1001,2,325,13855,5020,852,2,74,10999,
5896,1,956,743,790,13883,2539,905,4,473,11702,
1,10135,1142,11,2571,13884,1980,912,28,1605,9879,
2,10137,1135,1171,1,16602,5521,911,29,1,1,
560,3,793,685,717,5674,773,852,833,275,1570,
1020,15251,890,3,2895,10742,1959,853,4,437,1120,
2,15253,806,7,601,10744,3335,957,28,1607,913,
1020,2,1286,1021,325,10978,6288,913,4,75,10998,
5888,5,757,1,80,13547,14184,954,28,466,11133,
1,15248,813,37,3171,13895,881,958,29,1,10791,
68,1,1131,35,115,5674,6268,957,4,24,4,
554,3,1048,1,708,10971,7416,913,28,270,1575,
1020,5,1120,280,1231,10974,1271,914,2,437,1470,
61,6,1004,1,61,10977,1407,1023,4,21,1,
1020,17,821,667,104,13870,5077,959,28,437,11739,
5880,10112,999,426,683,13893,2773,1022,29,1147,12047,
1,15254,413,685,1,7646,3282,678,827,1,1,
6,1,876,1,6,9199,1467,742,4,2,6,
12,2,796,8,12,10944,1659,1232,28,4,7279,
6048,5,489,211,1781,10965,1957,672,4,1823,5451,
1,6,373,948,1,10970,5460,551,28,572,1,
6,6,977,1,6,13890,9396,671,29,2,6,
12,10,1011,983,12,13550,5164,980,4,4,11,
6048,12,760,1,1781,13551,3985,550,28,1823,5436,
1,15,477,490,1,13785,1821,453,2,1,1,
6,14,495,475,6,13874,4783,550,4,4,6,
12,15236,513,485,12,13876,7268,918,28,8,11,
6048,16345,481,417,1781,16709,3931,452,29,501,5436,
1,5,407,1,1,10973,853,357,821,1,1,
6,10,494,19,6,10975,3551,452,4,4,6,
12,15250,497,3,12,13871,10003,765,28,8,11,
6048,15251,466,23,1781,13872,2322,356,5,501,5436,
1,3,314,1,1,13873,1267,275,28,1,1,
6,4,452,217,6,13875,1012,356,29,4,6,
12,8,303,5,12,5671,12596,620,4,8,11,
6048,2,321,1,1781,10973,4216,274,28,501,5436,
6,4,336,8,6,13226,640,274,3,4,6,
12,5,333,1,12,13542,498,486,28,8,11,
67,3,337,1,2590,13866,13122,273,29,45,3467,
6048,5,381,1633,1781,16792,12310,205,30,501,5436,
1,11499,312,18,1,13780,1515,749,112,1,1,
12,16341,1067,12,12,13781,1919,1404,28,4,11,
881,15257,1072,100,1103,13870,4471,867,135,387,5448,
1,15259,855,352,1,13872,512,672,812,570,1,
12,15260,380,23,12,13873,6409,1232,5,4,11,
879,11595,386,1595,1101,16763,7864,742,28,385,5450,
1,11598,478,125,1,10964,2286,551,134,1,1,
12,15256,866,11,12,10966,1632,980,28,8,11,
877,11495,875,1,1099,10969,3304,671,29,368,5452,
1,11502,449,2,1,13867,11622,453,30,1,1,
12,15257,483,360,12,13869,6791,918,97,8,11,
875,11501,487,2,1097,13871,5641,550,3,366,5454,
1,15257,430,8,1,5669,1618,357,28,1,1,
12,15260,458,207,12,9193,6279,765,120,8,11,
873,10097,468,154,1095,10961,8553,452,6,363,5456,
12,11490,443,351,12,10964,5975,620,28,8,11,
67,15254,447,135,142,13863,5554,356,119,45,12,
871,15255,448,1,1093,16788,1480,355,3,361,5458,
1,11590,198,11,1,10964,12785,930,6,1,7267,
6,11591,1147,1,6,13742,4687,914,28,2,7262,
12,15255,1704,18,1811,13745,1741,967,29,4,201,
6072,10092,802,4,1775,13746,5002,924,30,1795,12709,
1,15246,871,1,1,13749,2058,613,28,568,1,
6,15251,346,2,6,13869,5486,923,414,2,6,
12,15252,725,1311,1811,13536,2918,975,834,4,7067,
6072,4,1018,44,1775,13538,6209,612,28,1795,5441,
1,2,493,29,1,13863,6042,606,413,1,1,
6,1,848,7,6,13865,754,612,5,4,6,
12,11587,877,2,10,13867,11481,656,28,8,2000,
6072,15255,515,102,1775,16702,4636,605,29,497,5441,
1,15256,601,3862,1,5667,8325,502,30,1,1,
6,10089,480,86,6,13213,13185,605,3,4,6,
12,10090,434,2,10,13220,9712,650,28,8,6038,
6072,10092,817,1389,1775,13223,1247,501,401,497,5441,
1,5,284,5356,1,13536,190,409,28,1,1,
6,2,607,5,6,16604,13511,501,2,4,6,
12,11590,599,1,10,13863,5810,542,4,8,2001,
6072,3,368,3,1775,13867,7388,408,28,497,5441,
6,1,446,1,6,16585,9981,408,29,4,6,
12,3,347,1349,10,16700,828,445,827,8,2001,
67,5,109,39,155,16754,6,407,5,46,8,
6072,11581,334,1,1775,16757,8401,321,28,497,5441,
1,11583,999,20,1,13857,517,921,4,1,1,
12,1,1396,91,10,13859,10125,1046,28,4,3646,
893,3,1214,58,1115,13861,14209,994,29,391,5453,
1,10129,369,1428,1,13862,1654,924,4,566,1,
12,3,1104,1,10,13863,4794,967,28,4,6035,
891,11534,1167,14,1113,16756,7184,914,2,389,5455,
1,15250,861,87,1,5665,5636,613,4,1,1,
12,1,522,3,10,10955,1191,975,28,8,6035,
889,1,528,33,1111,13207,4649,923,29,376,5457,
1,4,474,1,1,13217,11133,606,821,1,1,
12,1,906,1185,10,13857,7771,656,4,8,6035,
887,4,594,1149,1109,16600,1108,612,28,374,5459,
1,10130,445,72,1,13742,13356,502,4,1,1,
12,11537,165,1,10,13743,13654,650,28,8,6035,
885,11572,212,37,1107,13859,442,605,29,372,5461,
12,11577,493,3,10,13863,6167,542,4,8,6035,
67,2,361,1,163,16580,15507,501,28,46,3,
883,3,494,1,1105,16754,11808,500,2,370,5463,
1,10126,1177,1153,1,9183,784,922,4,1,1,
6,1,839,46,1795,9184,1390,993,28,2,10707,
12,6,342,1098,2,10954,12113,1045,29,4,2,
6096,11529,1709,1,710,10957,134,916,815,1767,11943,
1,10130,719,2,1800,13742,209,932,4,564,9066,
6,10136,725,5,1795,13858,9809,915,28,2,1026,
12,11534,1007,1160,2,7632,4770,966,4,4,2,
6096,1,881,70,710,9181,13321,931,28,1767,11943,
1,3,936,1354,1,9184,12643,612,29,1,8039,
6,10127,493,983,6,10381,16565,931,4,4,8041,
12,3,442,407,10,10952,2213,979,28,8,3,
6096,1,952,6,1769,16596,7822,611,2,493,2466,
1,1,436,9,1,13855,12549,610,4,1,8038,
6,1,952,1,6,16576,6989,611,28,4,3,
12,2,534,67,10,16579,3381,651,29,8,6,
6096,10128,440,1,1769,16580,12066,609,809,493,10009,
1,10132,536,8,1,16581,8111,506,4,1,1,
6,10131,173,1,6,16694,7818,609,28,4,8042,
12,11526,447,13,10,13211,5221,650,5,8,3,
6096,2,602,4,1769,13213,7714,505,28,493,2466,
6,11607,592,193,6,13853,5970,505,29,4,8042,
12,4,652,5,10,13854,12365,542,4,8,3,
67,1,462,411,177,13856,8249,504,28,47,2493,
6096,5,640,2,1769,16578,494,412,3,493,2466,
1,1,1291,1,1,13852,13082,1000,28,1,9682,
12,4,754,3,11,16573,9650,1092,29,4,1,
905,11517,780,1629,1129,16575,11655,1041,30,395,1494,
1,9,951,29,1,16576,10589,916,108,562,1,
12,4,940,1,14,16577,3970,1045,28,4,6,
903,11602,1113,87,1127,16749,6934,993,131,393,10187,
1,5,477,1,1,10947,12520,932,800,1,1,
12,11603,956,1575,15,10949,11458,966,5,8,6,
901,5,961,5,1125,13208,1153,915,28,384,10189,
1,4,1215,1719,1,13851,6122,612,130,1,1,
12,4,434,1,17,13853,12205,979,28,8,6,
899,11507,425,6,1123,16574,1731,931,29,382,10191,
1,11508,117,6,1,10948,2965,610,30,1,1,
12,15,809,12,19,13204,3150,651,93,8,6,
897,5,613,6,1121,13205,9178,611,3,380,10193,
12,11510,124,4,22,13206,3205,650,28,8,6,
67,13,135,2,182,13736,8102,609,116,47,10495,
895,8,144,196,1119,16573,10312,608,6,378,10195,
1,5,512,15,1,7625,10289,1001,28,1,1,
6,9,1251,1,1786,7627,216,1040,115,2,10708,
12,5,927,4,2,9176,5314,1081,3,4,2,
6120,15,519,13,718,10921,710,995,6,1739,11935,
1,9,1284,6,1792,10950,1157,919,28,560,9065,
6,3,658,4,1783,13731,3633,994,29,2,1022,
12,5,608,31,2,10939,3433,1036,30,4,2,
6120,4,1110,23,718,10943,1789,918,27,1739,11935,
1,11504,844,2,1,13840,1562,940,406,1,8042,
6,11505,1007,115,11,13843,1943,918,822,4,8044,
12,24,1302,1,30,13865,3948,959,27,8,3,
6120,5,911,16,1763,16768,1699,939,405,489,2466,
1,15229,523,100,1,13837,602,611,5,1,8041,
6,25,852,1,13,13838,5740,939,28,4,3,
12,22,856,34,32,13840,2424,979,29,8,6,
6120,18,541,3854,1763,13842,10368,610,30,489,10014,
1,4,331,83,1,13863,1415,614,3,1,1,
6,2,535,103,15,16766,1105,610,27,4,8045,
12,1,542,3965,35,13832,4106,644,393,8,3,
6120,5,450,6,1763,13833,7212,613,28,489,2466,
6,4,64,83,18,13834,4002,613,2,4,8045,
12,12011,81,1,37,13839,387,648,4,8,3,
67,12014,528,35,181,13860,267,612,28,48,2495,
6120,5,656,1,1763,16763,731,509,29,489,2466,
1,4,1105,117,4,5740,9433,1047,815,1,9687,
12,12012,752,6,38,9167,2198,1089,5,4,1,
917,12015,758,39,1142,9172,2326,1050,27,399,1488,
1,3,935,70,2,13200,4046,995,4,558,1,
12,2,787,9,38,13727,5103,1081,28,4,6,
915,1,1279,1365,1137,13731,10518,1040,29,397,10176,
1,1,999,3927,3,9169,6638,919,4,1,1,
12,12008,1110,1398,38,9170,14602,1036,28,8,6,
913,12010,1319,12,1134,9173,7661,994,2,392,10178,
1,7,840,38,3,10939,5835,940,4,1,1,
12,15165,1250,31,37,16764,7556,959,28,8,6,
911,15223,1350,1,1130,16767,508,918,29,390,10180,
1,4,802,95,4,13838,1025,611,809,1,1,
12,1,922,35,37,16581,478,979,4,8,6,
909,1,837,1,1126,16758,4098,939,27,388,10182,
12,3,1306,1,36,16762,13619,644,4,8,6,
67,8721,1211,81,172,16763,13428,610,28,48,10499,
907,12007,614,3,1121,16765,1462,609,29,386,10184,
1,4,831,1,1,10932,14134,1046,4,1,1,
6,1,1076,33,1750,10933,12634,1048,28,2,10709,
12,8719,1570,25,1404,13821,123,840,2,4,80,
6144,8724,1147,1200,726,13832,7595,1040,4,1711,11927,
1,12008,590,2,1764,13837,13616,996,28,556,9064,
6,15219,837,1,1747,16757,4215,1039,29,2,1018,
12,10,842,1,1728,13834,6195,851,803,4,9061,
6144,5,612,1152,726,16578,11126,995,4,1711,11927,
1,15161,1290,1146,3,16755,113,920,27,1,8045,
6,4,815,1226,19,16758,837,995,4,4,8047,
12,1,275,84,41,16760,707,860,28,8,4,
6144,8716,1124,1,1737,16762,2259,919,29,485,2466,
1,8719,837,1389,4,13817,1155,946,4,1,8044,
6,4,1246,1423,18,13818,1581,919,28,4,3,
12,1,903,1,41,13826,6881,853,2,8,8040,
6144,1,806,9,1735,13830,7522,945,4,485,10019,
1,3,792,1197,3,13833,5175,610,28,1,1,
6,8722,915,3,17,16754,4376,945,29,4,8048,
12,15163,992,1,38,7616,4207,884,797,8,8050,
6144,15214,836,12,1732,9163,9516,609,4,485,2466,
6,10,1289,1129,17,9166,1567,609,27,4,8048,
12,1,1290,8,37,10363,730,746,5,8,8050,
67,15158,676,1,163,10937,35,608,28,49,2497,
6144,8715,211,5667,1730,13194,11388,616,29,485,2466,
1,8717,1070,1,4,9161,1903,1055,4,1,9692,
12,8720,1180,5864,37,9164,9644,816,28,4,1,
929,8721,1735,2,1128,10361,1371,1022,3,403,1482,
1,73,612,1622,2,16574,1783,1040,28,554,1,
12,3,1380,1629,36,16576,2382,867,29,4,7,
927,1,1460,1625,1123,16758,11152,1049,30,401,10165,
1,8718,859,1675,2,9158,10797,996,104,1,1,
12,8723,1370,1618,40,9160,1649,857,27,8,7,
925,15164,483,1627,1120,9162,504,1039,127,400,10167,
1,3,1168,3,3,10928,2746,920,788,1,1,
12,1,401,1571,41,16752,2487,884,5,8,7,
923,1,243,1,1117,16757,955,995,27,398,10169,
1,2,418,1,3,16554,1501,946,126,1,1,
12,6505,1133,1670,42,16555,1257,904,28,8,7,
921,8717,1171,1614,1113,16571,2058,919,29,396,10171,
12,8721,737,214,42,16573,4577,932,30,8,7,
67,8724,302,9,157,16574,13133,945,89,49,10503,
919,6504,739,1,1109,16755,8413,944,3,394,10173,
1,8710,1559,1663,3131,13825,9217,1035,27,1,9140,
6,76,686,1,3117,16554,11518,1024,112,2,10788,
972,4,1012,200,45,16748,8226,1025,6,420,11738,
6168,1,779,209,335,16749,4663,1055,28,1683,11643,
1,5,1157,13,5,16750,10284,987,111,552,1,
6,71,1375,2,17,16754,10285,1055,402,2,8050,
972,8718,1345,1,1133,16550,7233,1056,403,420,2490,
6168,8723,1159,124,2455,16551,6371,1037,811,1683,2865,
1,16275,662,12,3,16564,12761,927,401,1,1,
6,4,1910,34,18,16568,13636,992,837,4,8050,
972,1,1943,1,1130,16571,11171,993,2,413,2490,
6168,4,666,19,1700,16751,4874,942,5,481,2467,
1,16276,748,1,1,9151,1844,915,1074,1,8046,
6,6,744,36,18,9156,9509,950,401,4,8050,
972,3,748,7,1129,10355,13436,978,836,413,2490,
6168,1,557,3,1698,16552,731,966,3,481,1978,
1,1,494,68,2,16571,4828,748,387,1,1,
6,1,1056,3856,21,16748,875,965,388,4,5,
972,2,795,75,1131,16547,2077,966,4,413,10153,
6168,3,503,10,1698,16549,11853,743,1073,481,10513,
6,78,736,35,22,16551,12992,795,386,4,5,
67,15166,230,3887,142,16552,1441,818,1074,50,10503,
972,16271,742,79,1130,16569,4740,820,804,413,10153,
6168,5,1295,44,1697,16746,4076,902,5,481,10513,
1,16269,870,1,3,13814,1473,1004,828,1,9698,
941,16270,964,93,1115,13815,8374,959,1,407,1475,
972,15164,1188,3,1128,13816,164,960,4,420,1472,
1,2,622,8666,6,13819,7627,1050,1072,550,1,
939,2,875,37,1111,13844,475,1024,827,405,10156,
972,16271,879,2,1126,16747,14485,1025,4,420,10153,
1,2,1828,2,3,13818,15563,969,1072,1,1,
937,1,625,1,1104,16560,2302,1055,1073,408,10158,
972,1,629,5319,1121,16741,752,1056,4,413,10153,
1,4,436,76,4,16746,10048,900,798,1,1,
935,15156,950,3,1100,16747,6902,985,4,406,10160,
972,5,1856,1,1119,16748,9141,989,820,413,10153,
1,15160,814,92,3,13815,6275,918,1,1,1,
