Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM Strict,DegSort,Metis,Grappolo-RCM,ND
1334,1251,2975,6763,32,5322,4826,1449,2390,3596,7646,
2609,1618,750,244,1029,5332,3641,2609,884,5486,6933,
4482,1620,757,2333,5342,5347,2626,2530,805,301,4238,
5166,2550,4493,427,9060,5356,6013,3200,1378,2269,4296,
5646,3208,254,2871,573,5446,6350,119,738,5241,7322,
6620,4707,761,436,107,5548,1792,2242,940,4240,7625,
6990,292,767,49,9424,5598,1809,3222,695,2351,1160,
9267,1337,771,3934,134,5648,2720,1752,1071,901,499,
88,1338,503,3469,120,5665,1048,2635,1197,1001,80,
150,1341,3303,1481,197,5686,1113,2478,647,1062,140,
215,1342,4003,1527,277,5693,5603,2039,1540,1339,205,
222,1343,3135,433,287,5729,5832,2063,605,1704,212,
341,1364,4315,1873,1323,5738,3122,2824,1346,1525,2817,
998,1365,2005,1164,1644,5757,2407,4595,1061,232,6643,
1720,1366,891,1934,4414,5839,2239,4277,1187,2610,3375,
2811,1368,191,3986,1277,5860,5512,503,1215,5463,6841,
2845,1371,4249,1556,4100,5881,3526,5059,1019,662,3521,
8367,1375,725,64,862,5896,4261,1585,743,100,7365,
8389,1381,606,312,884,5917,3075,1186,879,110,7357,
50,34,3204,211,1046,5942,6191,4343,1357,2629,2768,
209,73,2012,5149,845,5943,436,2145,1962,3352,2613,
214,201,1638,395,840,5954,584,2040,3400,2994,2608,
221,360,770,388,830,5957,2375,2016,1527,3359,2601,
303,634,2211,4014,1254,5988,2158,3950,2267,127,28,
1976,640,3024,213,320,5996,755,3852,802,2193,4173,
5788,956,2855,723,302,6029,2661,2339,890,1946,9551,
5891,1340,2805,7,360,6037,2923,2467,2394,1921,4174,
6342,1342,2046,1388,872,6047,5340,1270,2348,220,9110,
12,1343,905,1325,18,6115,4528,559,926,7,11,
14,1345,2807,5499,20,6144,2689,2563,1309,8,13,
156,1346,3630,3244,207,6186,3506,2404,1580,35,147,
175,1347,1480,2017,231,6204,2220,2591,1211,378,166,
213,1348,3663,205,275,6208,1119,2200,1646,47,204,
265,1349,1764,2512,337,6287,964,2829,1360,3898,245,
518,1350,853,6393,643,6302,3999,3500,2366,567,7384,
2167,1351,4199,2698,5064,6307,5728,4419,4009,831,5230,
2206,1417,458,2553,5131,6311,1807,5092,1044,814,3904,
2312,2505,2707,1541,895,6329,3111,2873,1622,782,7025,
4216,2506,2265,13,8550,6412,4731,3290,654,4094,4787,
6853,2507,2599,2990,9288,6427,119,1016,813,1335,915,
7593,2531,1991,768,10023,6428,4293,1587,3363,241,1276,
8013,2532,1670,199,9233,6443,1621,774,1300,1305,1888,
54,2533,447,5440,74,6502,1160,219,1566,337,49,
212,5725,4950,250,274,6532,1458,2122,1349,46,203,
227,5729,4893,5595,295,6560,2536,2994,957,414,218,
480,26,249,3608,596,6563,5675,27,1201,539,7435,
1258,33,3756,5798,1984,6607,1013,3998,885,2345,6393,
1757,76,141,3616,590,6633,1506,84,1295,68,7305,
2317,192,4313,3118,898,6674,3260,5080,870,130,7023,
2828,326,3722,2377,4062,6676,47,4880,1596,32,3533,
2949,434,1677,6613,2455,6677,6201,2711,2852,6184,6143,
4148,1203,2940,4589,4410,6704,5547,3158,1203,278,2134,
5850,2576,229,6496,2835,6709,3493,654,1214,136,5888,
5936,2577,759,5895,785,6715,157,275,1533,157,7164,
6260,2578,439,1583,1875,6742,3144,78,1156,2449,6357,
94,3255,1953,28,126,6756,1038,2545,945,27,85,
114,163,4183,631,150,6822,515,2475,1643,264,105,
189,295,1255,1158,247,6861,1625,2468,1055,393,180,
211,1108,4817,6498,273,6869,2129,2137,2392,45,202,
442,1110,3892,44,544,7084,3842,2754,1013,503,7486,
960,1111,85,6753,860,7769,2666,47,2705,223,7166,
985,1117,4528,3240,5231,7783,5097,3510,747,230,5283,
3262,1118,2086,4473,4823,7787,883,3189,968,6076,4222,
3973,1122,2914,50,3745,7792,2241,3104,1983,939,1660,
4031,1331,1076,19,259,7799,1654,275,2288,3678,7616,
4661,1332,4473,3586,8958,8587,3793,2422,3425,4989,4482,
7523,1335,966,1474,915,8588,1214,1909,1376,1856,7051,
8848,1336,997,549,8057,8591,4702,1519,4919,1380,1863,
151,2542,1024,1816,202,8604,577,141,3411,38,142,
204,2594,355,1851,266,8641,5015,620,250,84,195,
210,3302,703,3174,272,8662,1622,509,11,273,201,
231,3321,3988,3029,302,9087,3728,2744,381,99,222,
404,3328,731,3186,497,9136,6491,102,554,149,7539,
1533,3329,858,6874,4052,9139,1330,127,4920,2504,3984,
1729,45,1459,6707,548,9440,4642,4393,3426,4570,7320,
1783,137,4338,4193,4503,9442,4664,2517,7786,3481,3312,
2306,138,243,6740,5302,9785,2665,1331,98,255,3019,
3553,142,2143,168,908,9891,3274,812,89,6084,7047,
3949,150,3423,3302,2201,10186,1078,2290,57,324,6243,
3950,506,2094,250,50,10193,4793,769,86,325,7652,
4514,545,1559,2536,8808,10304,3280,1525,820,330,4588,
4875,546,1321,5882,6023,10425,4040,564,398,3286,3897,
5188,1286,3538,1735,6151,10467,3824,2064,756,4931,2863,
5403,1288,1061,5569,3968,5,4956,395,589,6236,5425,
6347,1289,3794,5669,5683,29,3788,1868,788,3039,4179,
8255,1290,4719,4022,763,45,4607,882,1112,3000,7496,
113,1294,2661,1592,149,80,4431,2619,916,75,104,
184,1295,4110,28,242,82,3356,2554,640,728,175,
203,138,3560,348,265,108,2170,2144,776,740,194,
209,146,4618,185,271,146,97,2255,681,383,200,
366,373,309,6540,452,153,3624,119,2299,199,7580,
655,975,4789,3587,4710,161,1540,3665,2300,5068,3373,
2053,1336,571,5040,4890,163,1673,601,2563,226,3145,
2352,1337,485,2211,5392,171,692,871,1547,247,2992,
2517,4697,4202,2503,5653,181,2197,4750,3327,1143,1591,
2711,281,2351,1636,3771,208,4074,3161,1418,6507,1443,
3065,1388,4575,2158,629,230,3729,3722,2301,5804,7318,
3386,1390,2098,3064,3043,242,1109,4717,4045,4090,2522,
6106,1391,2361,2251,879,246,574,5256,4034,6062,7081,
8191,1392,1763,3013,710,249,2942,528,1769,2010,7571,
8628,1393,1718,6448,10276,297,1323,858,195,268,2282,
9667,1394,1213,6177,6720,316,4170,1132,281,3698,688,
75,1395,63,3659,104,318,2532,43,1221,22,68,
142,3111,1085,3251,189,343,1987,209,1427,234,133,
202,7597,146,6143,264,346,915,720,4051,401,193,
208,26,912,162,270,347,3562,609,3328,44,199,
328,134,385,791,412,350,3265,81,3920,172,293,
587,2525,1204,6060,2667,353,2271,1351,2756,5085,6101,
1221,143,3316,1385,1944,445,3933,2297,6333,2369,1232,
1753,146,4179,423,586,462,2078,2647,7748,66,7309,
1765,796,1653,4902,601,467,8742,3990,2518,2097,7303,
3172,807,467,3631,701,492,4237,2259,3158,114,7262,
3849,1466,1580,7,1046,497,8697,649,1460,925,6936,
4276,1467,2314,649,2807,533,7070,215,2466,4062,2543,
5460,3307,1920,4085,4104,562,7317,3518,697,2836,2137,
5664,3308,507,2635,2549,588,7292,124,4011,4580,6019,
5837,3309,4198,2,732,591,6268,2080,4858,573,7230,
8661,3312,4855,6076,7953,630,3239,1531,2519,601,1808,
1,130,4369,6241,2,652,171,2951,1779,1,1,
37,131,965,3,53,655,5820,343,1483,13,32,
123,132,4639,4038,159,701,1991,2530,1393,86,114,
124,136,225,5472,160,712,2342,74,3241,88,115,
195,184,3809,1825,255,740,4545,2588,5619,736,186,
201,371,3339,6719,261,743,3094,2149,3411,739,192,
207,436,4397,4226,267,800,3859,2260,773,382,198,
290,543,3018,5909,365,805,386,4846,2148,4840,266,
653,751,4568,109,4706,810,3767,3670,1585,5069,3375,
1579,3106,2299,1394,4151,816,1616,3931,1467,1801,3497,
5567,3110,473,3066,2456,888,2084,367,746,4838,6125,
6353,3111,3045,1,993,921,994,3710,2568,2375,6987,
6389,203,2952,2986,7799,962,2712,4240,1961,2342,2643,
7146,370,809,6749,9573,994,1053,139,2610,1766,658,
8860,866,746,621,8061,1197,2197,1866,2050,563,1478,
9144,867,1323,197,8221,1203,599,1955,1884,319,1595,
41,868,5167,4856,58,1527,4828,2986,5760,15,36,
200,869,1030,5483,259,1537,4689,802,7103,738,191,
206,870,28,179,265,1563,2465,691,5790,381,197,
252,871,443,1,322,1647,1788,108,6200,6198,1252,
505,872,4779,2,626,1713,6442,2772,4044,898,4042,
780,873,4623,52,4890,1748,2090,2633,143,4424,3270,
781,874,4627,579,1478,1763,9232,2724,1065,276,6744,
1588,875,835,5839,4169,1767,2508,3721,1117,1795,3489,
3305,876,4166,43,770,1777,7304,2406,1145,425,1065,
3701,877,5446,481,3305,1804,8121,1473,774,295,5593,
4731,878,596,6048,3417,1820,1440,549,1128,4984,5735,
5330,879,594,9721,2237,1826,2410,714,1005,5263,2639,
5919,880,3365,9131,4903,1837,3769,919,1148,2455,3185,
6096,881,732,583,5228,1884,9020,3615,1090,6069,3914,
81,882,888,1,2065,1886,5489,495,889,609,2695,
199,883,87,4108,1917,1941,425,1257,4733,83,2578,
205,893,971,1792,1911,1957,2661,1146,4801,274,2572,
214,1277,1241,4154,1896,1968,4373,1244,4738,93,2563,
467,3173,1431,5792,1598,1978,323,400,4562,213,10217,
1435,3181,630,5644,1647,2011,2714,386,1541,3174,6446,
1468,3182,1825,1526,1731,2024,5315,3245,1499,3879,6387,
1831,3184,813,1276,2378,2054,4987,444,1308,3451,6047,
2615,3185,238,1345,1405,2110,3027,1210,1351,7233,6580,
3932,3186,2985,889,4,2114,164,3000,1149,2063,5038,
5598,3187,1139,8179,1665,2121,254,228,1306,131,10115,
8825,3188,2990,1409,8172,2141,2850,1980,1025,871,2418,
108,3189,1836,3831,141,2146,1715,76,1119,583,100,
134,3190,1784,11,177,2258,5294,108,197,32,126,
176,936,1714,6517,231,2267,6053,8,391,67,168,
198,2,937,2,257,2297,1962,551,196,82,190,
204,12,121,6351,263,2318,5017,440,1127,275,196,
218,34,4287,5149,283,2349,7448,2685,195,3830,210,
429,47,4870,5921,527,2360,7641,2566,5309,176,7500,
969,77,2093,1,1617,2367,6283,2456,2117,3073,6663,
1017,91,1048,4874,5276,2385,7899,3114,400,299,5273,
1939,93,770,5239,2773,2401,8306,4176,3661,5474,2348,
2271,136,23,4388,1637,2502,865,210,3662,4172,6460,
4582,137,781,5044,8865,2531,8,230,3663,23,4551,
4721,167,167,9531,5955,2611,924,23,956,5958,3105,
5033,198,307,8856,2136,2691,215,63,1538,4942,1363,
5250,232,1262,219,2180,2701,4752,3792,1539,4930,2559,
5819,234,1401,2004,2792,2708,5544,1829,112,4777,2727,
6211,235,498,6579,3241,2715,3861,2138,919,2807,1478,
6398,251,1078,3,2058,2741,1644,3926,218,3717,1953,
6718,300,1174,415,289,2752,2165,1874,66,3571,7570,
9080,301,5026,9981,8187,2767,1761,1261,937,1312,710,
132,304,1901,760,173,2771,2383,1168,2354,348,124,
138,305,858,3160,180,2872,1032,1009,3090,235,130,
197,308,500,368,254,2904,2404,1559,4768,399,189,
203,309,1558,725,260,2914,1283,1448,626,42,195,
391,310,1554,1635,477,2981,1633,1043,1775,459,7551,
718,313,691,68,1440,3001,5243,142,2355,4422,6775,
769,314,736,9591,760,3116,2746,166,938,4775,7265,
1595,802,2210,5043,4188,3189,3668,3214,287,32,3483,
3652,809,1590,9881,5556,3191,4842,2077,804,6000,1755,
4914,965,1282,2,6035,3198,3448,1405,2356,1961,5125,
5869,1076,2766,731,1447,3204,3339,3270,6853,139,6713,
100,2601,3457,1,129,3237,1658,306,6213,999,92,
179,3178,968,464,232,3267,1446,2963,334,1045,171,
202,3215,3450,45,259,3383,3290,639,247,698,194,
353,75,2415,2564,431,3410,5748,203,81,507,309,
1240,331,2272,51,976,3425,4620,1239,725,1701,7024,
1397,345,684,43,1193,3452,3133,753,730,2236,2038,
2531,120,319,465,1980,3460,6304,1223,711,101,6290,
2955,124,3165,486,4354,3474,5504,2023,719,5522,2122,
3691,125,2641,104,5623,3524,1471,2895,632,245,1190,
4660,126,3615,967,3369,3693,5489,261,395,5965,5775,
6005,128,4481,420,5046,3730,3210,4071,1141,2132,3122,
6457,139,1496,3287,5834,3740,6639,2398,850,1400,1189,
7429,561,164,1,7331,3834,709,2860,283,213,1690,
7505,562,1934,3452,7438,3839,4783,1853,742,716,998,
9253,564,419,6675,115,3842,313,1433,568,403,511,
9853,565,1936,1438,6996,3849,2949,1576,415,2762,1771,
62,567,3975,2023,83,3869,1927,2162,1191,15,56,
92,568,4817,3643,119,3885,4219,2001,148,280,83,
201,570,4568,2147,257,3893,6897,1641,7098,40,193,
315,571,4793,6508,2384,3896,1863,2375,822,179,2775,
616,600,2418,232,680,3899,802,3342,724,5432,7344,
2364,605,1045,6258,5404,3962,2930,3950,908,3824,3885,
2712,607,1026,7715,133,3982,4154,324,37,6840,7626,
24,608,2256,6521,32,3991,2767,2733,230,972,20,
28,609,1066,2538,39,4017,3678,33,146,10,24,
142,610,948,6207,187,4035,3517,98,1305,36,134,
193,611,3776,1,249,4037,299,2122,2497,532,185,
200,612,4151,8704,256,4058,5409,2223,2498,276,192,
277,613,4017,848,344,4059,7034,3327,478,118,252,
1242,614,4422,9423,1962,4077,4942,2890,270,2671,6409,
2451,615,194,7622,5541,4121,2147,647,1463,2202,5074,
5069,616,3743,4742,3512,4238,1366,2307,2499,5610,5579,
6556,617,3590,7344,5,4252,6556,6197,6923,1292,7667,
6878,618,1670,2917,6513,4265,706,456,2551,245,429,
8315,623,1053,4472,812,4321,1904,1804,2573,727,7420,
8627,626,957,4425,7922,4356,2514,1260,3222,1763,403,
8967,627,1033,854,1067,4372,1227,5502,4065,305,7087,
9899,629,188,538,772,4424,7839,2010,2520,279,7153,
68,630,254,2,93,4426,5918,69,1834,302,62,
192,631,481,1,248,4455,6604,464,4860,217,184,
199,632,856,2,255,4531,5208,363,3285,39,191,
207,633,1221,4598,267,4533,2007,457,1896,405,199,
239,634,4367,3905,2305,4557,4730,2566,47,46,2768,
492,637,63,2863,608,4613,1025,111,479,3870,7414,
635,704,783,2748,2724,4636,8252,549,1506,153,6049,
1306,705,3293,1,3,4651,5901,1169,2399,9,7672,
1363,706,3782,1,1159,4663,5019,2325,1487,2594,6880,
2181,707,2205,198,5091,4715,5236,536,3046,6720,5214,
2262,708,407,4394,5233,4728,3261,362,2259,3032,5171,
3644,709,1557,4467,8823,4768,12,2545,3084,4228,4383,
4046,710,734,4452,4069,4807,5137,1280,2649,268,3674,
4213,711,106,564,4586,4811,4506,821,3240,5022,3473,
4221,954,3981,420,4617,4856,459,2252,3131,274,3985,
4577,1034,46,5797,8857,4864,5251,307,2958,291,4556,
5909,1036,4513,1,1469,4897,3181,2041,4273,5869,6680,
5928,1037,4272,4734,768,4915,7954,1347,3568,1884,7173,
6660,1038,1722,4456,2245,4938,8425,4297,1453,2223,6223,
7579,1040,4798,4429,10003,4992,5302,976,1230,233,1263,
9790,1041,4799,344,6907,5027,3723,977,1535,157,914,
173,1042,598,4453,225,5114,2075,490,1414,67,165,
186,1043,678,33,242,5254,6245,461,1442,76,178,
191,1045,465,4709,247,5269,1667,890,899,534,183,
198,1046,90,5204,254,5277,3409,789,1360,278,190,
201,1374,1187,1,258,5330,4991,735,3043,84,193,
454,1375,4463,1002,559,5338,8790,2957,3372,203,7466,
592,1376,3152,222,669,5343,4291,2664,4597,174,7352,
1632,1377,3748,1056,1303,5350,277,2018,4243,279,6814,
1887,1378,1025,361,676,5351,5197,3633,4516,128,7243,
3794,1391,1897,1,1012,5490,2328,70,2787,6004,6970,
4760,1392,141,498,5966,5611,294,891,2194,2960,1057,
5331,1393,706,13,3791,5634,3303,625,4716,6878,5467,
6402,1394,834,796,5766,5693,4770,3575,4803,3710,2919,
6599,1395,2107,4796,3710,5712,1786,1883,4564,4930,3754,
163,1396,1461,73,214,5739,2165,446,4739,56,155,
190,1397,4954,4405,246,5819,164,1799,4607,535,182,
197,1398,5329,4479,253,5879,1769,1900,4786,279,189,
416,1399,5035,1485,511,5959,3112,2331,4507,167,7516,
1060,1400,3952,5395,1708,5960,9062,3555,19,299,6573,
1091,1401,5895,3226,3218,5966,276,3981,5399,5002,5728,
1643,1402,1446,2498,433,6101,5820,998,1211,1888,7362,
4042,1403,757,648,4059,6137,704,300,789,3982,3678,
4618,1404,4632,2,8908,6169,3405,2641,8009,4313,4513,
8274,1405,1418,11,775,6247,1984,357,7210,133,7470,
125,1406,307,1,165,6292,121,483,8010,25,117,
151,1407,2866,18,198,6344,401,350,7211,43,143,
189,1408,411,5,245,6475,3908,864,8011,537,181,
378,1409,2442,9,458,6504,4976,245,5497,132,7564,
604,1410,2184,8,2683,6538,3861,928,8012,5759,2367,
1299,1411,1255,10,1099,6595,1176,2336,7212,2930,6919,
1583,1412,621,3,4169,6598,945,3682,8013,2455,3992,
2358,1413,3933,8663,5398,6600,910,2774,236,4146,3891,
2467,1414,2328,5703,5572,6637,6676,455,805,3335,2951,
5282,1415,499,5573,1146,6822,300,641,692,5269,1383,
5352,1416,682,5727,2241,6848,2884,3475,1292,6250,6221,
6800,1417,3579,4,4245,6875,2348,398,785,3513,2130,
6950,1418,4493,3437,594,6893,4597,2515,572,1195,7350,
8841,1419,5150,4141,10345,7025,6489,1481,935,1183,983,
87,1420,315,2,114,7042,2033,214,1953,281,78,
157,1421,1722,5624,207,7077,7246,121,3499,369,149,
188,1422,86,2587,244,7132,4207,613,573,218,180,
340,1423,3737,30,1302,7146,1948,2756,936,158,2800,
815,1424,797,9016,783,7156,4827,576,4385,178,7245,
860,1425,345,1,3019,7168,1102,2226,6477,4340,2717,
1152,1426,3741,1871,941,7714,3705,2598,5145,5677,7073,
1376,1427,3106,9434,1174,7716,5411,1,881,2911,2053,
2798,123,914,5513,4010,9070,2617,849,844,6762,1417,
2859,124,1407,6079,4154,9123,296,2462,1362,6241,5413,
4082,127,1793,8494,4246,9132,1616,3754,2522,4189,3595,
6353,131,3748,7183,2016,9445,517,2513,831,2707,4070,
6450,132,1493,9342,5826,9716,1288,2525,353,2060,1196,
7602,310,3751,6454,7571,9717,4660,1743,56,43,1427,
7665,810,3754,2,967,9786,1754,1133,3323,243,7005,
10198,811,3758,3284,7495,9898,1309,1345,1794,3500,782,
10207,849,3763,373,913,10224,6368,1131,968,1045,7015,
15,851,128,8354,22,10477,4004,183,189,664,11,
49,7565,826,418,66,184,3895,132,151,32,44,
90,375,2771,210,118,195,258,59,194,65,82,
187,927,3054,241,243,237,7376,623,476,124,179,
302,272,3296,147,374,331,5889,102,481,159,270,
626,926,2935,329,2711,558,6648,1483,171,5077,6057,
1715,170,2468,351,4415,803,8258,1078,467,3155,3378,
3413,269,332,294,5095,1898,1285,1962,383,1524,3126,
3433,26,1026,6335,830,1933,5159,2298,661,271,7124,
4034,8,1698,129,4035,1935,1125,165,885,3325,3687,
