Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM Strict,DegSort,Metis,Grappolo-RCM,ND
5035,3,8,4,203,7152,1992,187,8565,,,
5036,6445,304,3,204,7180,45,111,1,,,
1,1,255,1,1,7825,3709,258,1,,,
5033,2,34,1,201,2099,1546,168,8564,,,
5034,2,187,3,202,2816,4929,70,8565,,,
1,2,233,3,1,4219,3062,214,1,,,
5031,1,11,29,199,7316,2127,169,1,,,
5032,2,289,10,200,7318,1836,90,8564,,,
1,6437,173,2,1,7319,2163,199,8565,,,
5029,3,2,2,197,7320,3383,131,1,,,
5030,1,244,1,198,7321,3713,45,1,,,
1,1,127,1,1,7322,5754,183,8564,,,
5027,1,1,39,195,8712,3963,126,8565,,,
5028,4,175,12,196,2238,327,68,1,,,
1,1,127,5,1,2824,723,162,1,,,
5025,5,22,3,193,10047,4039,116,8564,,,
5026,6426,128,2,194,10048,9467,57,8565,,,
1,8,103,40,1,10049,1791,159,1,,,
5023,6,8,1,191,10050,3281,99,1,,,
5024,5,149,1,192,10052,8818,46,8564,,,
1,4,161,2,1,10107,4762,150,8565,,,
5021,3,4,1,189,10108,5428,92,1,,,
5022,2,95,9,190,10109,3470,60,1,,,
1,4,197,4,336,794,2806,135,8564,,,
5019,1,49,2,601,2187,5537,80,8565,,,
5020,1,157,3,188,4309,4056,58,1,,,
1,5,100,3,1,7114,1859,118,1,,,
5017,7,87,1,264,7115,10246,79,8564,,,
5018,6,148,5,265,7116,6276,55,8565,,,
1,3,62,2,1,7117,2731,112,1,,,
5015,2,43,1,262,11016,6911,64,1,,,
5016,4,187,1,263,11021,8487,39,8564,,,
1,1,160,2,1,11022,8387,104,8565,,,
5013,3,71,6,260,4306,3970,60,1,,,
5014,4,105,5,261,9988,6793,48,1,,,
1,1,88,4,1,9989,4959,98,8564,,,
5011,1,2,2,258,9990,1576,48,8565,,,
5012,2,89,3,259,9991,100,44,1,,,
1,3,79,34,1,9993,3874,80,1,,,
5009,6416,3,1,256,10046,4167,42,8564,,,
5010,6417,90,1,257,10047,1834,50,8565,,,
1,1,21,2,1,10048,6535,87,1,,,
5007,2,22,1,254,10049,1561,58,1,,,
5008,3,76,1,255,267,1240,38,8564,,,
1,6414,90,35,1,9878,293,85,8565,,,
5005,2,56,2,252,9929,2333,60,1,,,
5006,1,43,4,253,9930,1813,29,1,,,
1,1,126,3,1,9931,75,88,8564,,,
5003,2,5,2,250,9932,2801,58,8565,,,
5004,1,34,34,251,9988,1533,25,1,,,
1,2,42,3790,1,9989,8726,84,1,,,
5001,6407,2,1,248,9990,7961,59,8564,,,
5002,6408,121,1,249,9991,1888,30,8565,,,
1,6411,126,1,1,2343,2726,92,1,,,
4999,1,12,1,246,2892,4729,67,1,,,
5000,4,44,1,247,4841,5746,25,8564,,,
1,6407,141,3791,1,6956,765,90,8565,,,
4997,3,38,2,244,7004,6073,65,1,,,
4998,1,114,2,245,7006,4591,25,1,,,
1,4,47,4,1,7014,3153,94,8564,,,
4995,1,4,2,242,7015,1017,67,8565,,,
4996,1,103,3790,243,7016,4981,25,1,,,
1,2,148,1,2,7017,3662,96,1,,,
4993,2,1,1,240,2892,9474,72,8564,,,
4994,6403,43,2,241,4426,7744,27,8565,,,
1,6405,50,6,2,4840,4170,100,1,,,
4991,1,12,3,237,7003,802,71,1,,,
4992,4,149,5,238,7004,2719,24,8564,,,
1,6403,153,2,1,7005,5812,105,8565,,,
4989,7456,17,3,234,7012,1730,69,1,,,
4990,7464,62,1,235,9921,2262,29,1,,,
1,4,66,1,2,9923,1140,108,8564,,,
4987,2,21,2,232,9924,3521,81,8565,,,
4988,1,170,7,233,2348,8531,36,1,,,
1,2,147,573,2,2895,919,109,1,,,
4985,3,47,575,229,9930,3656,66,8564,,,
4986,7450,87,2,230,9931,3402,27,8565,,,
1,7453,41,3,2,9932,2381,115,1,,,
4983,1,5,1,226,9933,1276,86,1,,,
4984,5,100,1,227,10914,490,43,8564,,,
1,7449,107,2,2,10915,4575,115,8565,,,
4981,6,44,577,223,10916,254,73,1,,,
4982,4,36,6,224,10917,1119,29,1,,,
1,3,167,3,2,2441,3348,125,8564,,,
4979,2,4,2,220,4467,786,95,8565,,,
4980,1,63,3,221,9489,4085,42,1,,,
1,4,99,1,3,9491,2020,123,1,,,
4977,2,7,1,217,9501,1776,83,8564,,,
4978,1,171,3,218,9502,4467,30,8565,,,
1,3,168,1,2,10854,4134,130,1,,,
4975,1,34,10,213,10855,2212,99,1,,,
4976,1,106,1,214,10856,2898,40,8564,,,
1,7443,112,2,2,10858,244,145,8565,,,
4973,7458,38,4,210,2373,2691,104,1,,,
4974,7442,134,2,211,4378,1917,31,1,,,
1,7443,197,1,3,4466,1428,138,8564,,,
4971,7444,14,9,207,9550,5110,94,8565,,,
4972,3,150,3,208,10852,2654,41,1,,,
1,2,86,1,2,10940,2942,132,1,,,
4969,7467,25,1,203,10948,4334,94,8564,,,
4970,1,211,3,204,10949,489,44,8565,,,
1,6,195,8,2,10950,3682,133,1,,,
4967,1,71,552,200,10951,6413,91,1,,,
4968,9444,61,5,201,69,2198,38,8564,,,
1,3,67,2,3,10807,7276,122,8565,,,
4965,3,4,2,197,10808,4823,84,1,,,
4966,2,124,2,198,10810,1298,42,1,,,
1,1,85,1,417,10811,1926,120,8564,,,
4963,5,1,547,621,10812,8611,68,8565,,,
4964,4,71,3,194,10813,9474,38,1,,,
1,3,168,1,1,10814,855,118,1,,,
4961,2,53,1,203,10815,7299,88,8564,,,
4962,1,84,3,204,10816,628,52,8565,,,
1,6,61,548,1,3386,6685,116,1,,,
4959,7458,4,6,201,9722,2843,61,1,,,
4960,7461,115,6,202,9723,3924,30,8564,,,
1,4,184,2,1,9724,6444,113,8565,,,
4957,1,2,2,199,9725,6671,61,1,,,
4958,1,65,3,200,10276,5998,55,1,,,
1,2,121,1,1,10277,265,110,8564,,,
4955,7456,69,12,197,10295,1081,53,8565,,,
4956,7457,186,4,198,10296,2520,52,1,,,
1,6,90,1,1,10297,842,107,1,,,
4953,5,38,1,195,2779,9103,70,8564,,,
4954,2,190,2,196,2794,6263,57,8565,,,
1,3,121,11,1,9121,816,103,1,,,
4951,2,6,17,193,9228,8734,65,1,,,
4952,2,128,23,194,9229,1188,37,8564,,,
1,2,66,2,1,9231,8261,92,8565,,,
4949,1,1,3,191,9262,2840,78,1,,,
4950,4,115,1,192,9263,3680,38,1,,,
1,7453,21,1,1,9264,6409,86,8564,,,
4947,7454,15,6,189,88,7546,59,8565,,,
4948,2,67,25,190,9069,7073,14,1,,,
1,1,82,3,1,9071,5239,76,1,,,
4945,1,7,4,187,9073,3484,28,8564,,,
4946,2,36,2,188,9198,2729,27,8565,,,
1,11,78,7,1,9199,1137,67,1,,,
4943,6,12,1,185,9200,4560,12,1,,,
4944,9434,75,2,186,9232,6828,48,8564,,,
1,1,45,1,1,9233,8723,60,8565,,,
4941,4,8,6,183,2569,6213,21,1,,,
4942,9433,66,16,184,2779,699,55,1,,,
1,8,61,10,1,9107,75,50,8564,,,
4939,6,45,1,181,9176,2268,35,8565,,,
4940,4,53,3,182,9177,1895,39,1,,,
1,3,30,1,1,9195,613,47,1,,,
4937,2,55,1,179,9196,2345,23,8564,,,
4938,4,16,6,180,9197,774,15,8565,,,
1,2,89,11,1,9198,2343,62,1,,,
4935,1,77,2,177,3279,4875,50,1,,,
4936,3,25,4,178,3286,4520,24,8564,,,
1,1,55,2,1,9160,1732,70,8565,,,
4933,3,15,5,175,9161,1571,54,1,,,
4934,9427,12,1,176,9162,9459,12,1,,,
1,9429,53,1,1,9182,6724,76,8564,,,
4931,2,57,2,173,9183,355,57,8565,,,
4932,1,40,6,174,9184,2788,16,1,,,
1,3,46,12,1,9185,80,82,1,,,
4929,1,59,14,171,2096,5934,60,8564,,,
4930,3,4,2,172,3302,2735,19,8565,,,
1,9417,112,3,1,4193,6369,93,1,,,
4927,9421,126,1,169,4194,10443,60,1,,,
4928,9424,13,1,170,7770,8559,22,8564,,,
1,2,141,2,1,9101,5854,103,8565,,,
4925,1,149,16,167,9155,3199,63,1,,,
4926,3,14,5,168,9157,6625,33,1,,,
1,2,50,3,1,11032,7174,109,8564,,,
4923,1,44,2,165,2583,1884,58,8565,,,
4924,9412,8,3,166,2756,2705,40,1,,,
1,9416,164,1,1,3309,3561,106,1,,,
4921,1,161,1,163,7772,1849,22,8564,,,
4922,2,6,2,164,7774,549,51,8565,,,
1,4,92,1,1,8303,5290,113,1,,,
4919,9414,65,5497,161,8355,2409,65,1,,,
4920,5,3,5495,162,8356,8085,84,8564,,,
1,4,109,2,1,9581,1712,117,8565,,,
4917,3,118,3,159,2583,1300,25,1,,,
4918,2,27,1,160,2940,974,48,1,,,
1,1,90,1,1,8772,3014,116,8564,,,
4915,3,108,2,157,8773,5676,63,8565,,,
4916,2,9,5493,158,9143,6373,92,1,,,
1,1,129,4,1,9145,2291,118,1,,,
4913,3,174,3,155,9146,290,24,8564,,,
4914,1,18,2,156,9149,2040,53,8565,,,
1,9410,114,3,1,9150,2662,126,1,,,
4911,9411,123,3,153,1182,2256,43,1,,,
4912,9413,45,1,154,2589,4866,94,8564,,,
1,2,154,1,1,3309,2581,132,8565,,,
4909,2,160,1,151,8166,1750,32,1,,,
4910,4,9,1,152,8234,951,83,1,,,
1,1,166,1,338,9141,975,132,8564,,,
4907,8412,123,2,541,9143,2610,97,8565,,,
4908,4,6,2,150,11096,2285,100,1,,,
1,1,93,36,1,11097,2131,138,1,,,
4905,1,123,35,202,111,4367,91,8564,,,
4906,2,43,2,203,7816,24,35,8565,,,
1,5,185,3,1,7819,3585,129,1,,,
4903,1,206,3,200,8185,8132,93,1,,,
4904,9408,30,1,201,8186,2225,47,8564,,,
1,1029,105,1,1,8254,6498,146,8565,,,
4901,1030,108,33,198,8255,4391,102,1,,,
4902,3,21,1,199,8256,463,36,1,,,
1,5,174,1,1,8257,5884,123,8564,,,
4899,4,142,2,196,3321,5907,42,8565,,,
4900,1,3,2,197,3348,4273,44,1,,,
1,2,97,28,1,8225,5123,125,1,,,
4897,2,125,14,194,8226,2113,87,8564,,,
4898,1,32,2,195,8227,5421,81,8565,,,
1,1,143,3,1,11086,23,116,1,,,
4895,10,147,1,192,11087,4350,96,1,,,
4896,8,28,1,193,11088,3726,38,8564,,,
1,3,48,14,1,11089,7236,115,8565,,,
4893,3,32,16,190,1208,7534,35,1,,,
4894,2,4,2,191,3343,1732,20,1,,,
1,1,73,3,1,8105,4227,105,8564,,,
4891,1009,163,2,188,8106,624,49,8565,,,
4892,1014,16,13,189,8107,3510,80,1,,,
1,3,137,1,1,8108,3921,112,1,,,
4889,8410,142,1,186,8173,40,85,8564,,,
4890,3,90,5,187,8174,5959,56,8565,,,
1,1,104,1,1,8175,3603,105,1,,,
4887,4,81,117,184,3333,3845,66,1,,,
4888,3,5,3,185,8030,2090,27,8564,,,
1,5,116,2,1,8031,3961,99,8565,,,
4885,2,126,4,182,8090,5999,74,1,,,
4886,1,23,1,183,8091,4794,39,1,,,
1,2,63,2,1,8092,6520,93,8564,,,
4883,999,76,120,180,8153,5935,70,8565,,,
4884,1,10,5,181,8154,6051,25,1,,,
1,3,150,4,1,8155,2812,95,1,,,
4881,1,174,2,178,2721,615,74,8564,,,
4882,1,13,1,179,4105,1726,23,8565,,,
1,4,45,122,1,7821,585,90,1,,,
4879,2,77,1,176,7824,4547,75,1,,,
4880,1,24,1,177,7950,4388,21,8564,,,
1,7,95,2,1,8027,2197,90,8565,,,
4877,5,97,1,174,8084,1111,73,1,,,
4878,8404,32,16,175,8085,330,15,1,,,
1,5,102,11,1,8086,4072,87,8564,,,
4875,4,123,2,172,1246,159,69,8565,,,
4876,10367,2,3,173,4743,2191,17,1,,,
1,5,84,1,1,4746,19,88,1,,,
4873,3,119,1,170,6824,4408,68,8564,,,
4874,1,21,5,171,6825,3742,18,8565,,,
1,3,91,9,1,6877,4231,82,1,,,
4871,2,120,5,168,7556,2550,50,1,,,
4872,5,35,3,169,7557,32,20,8564,,,
1,4,117,2,1,7559,4427,93,8565,,,
4869,1,65,6,166,1246,8150,56,1,,,
4870,8380,29,1,167,1247,5826,32,1,,,
1,8398,106,1,1,3197,653,86,8564,,,
4867,2,75,2,164,9314,2518,53,8565,,,
4868,5,52,1,165,9316,4395,37,1,,,
1,1,93,46,1,9523,9124,98,1,,,
4865,986,89,3,162,11071,9709,63,8564,,,
4866,5,31,2,163,11072,6479,33,8565,,,
1,3,115,3,1,11073,3171,98,1,,,
4863,8374,73,1,160,277,9438,82,1,,,
4864,6,4,1,161,3378,391,35,8564,,,
1,5,69,49,395,4405,585,114,8565,,,
4861,1,73,1,615,6991,3230,74,1,,,
4862,4,42,5,159,7567,3084,16,1,,,
1,1,157,3,1,10264,301,120,8564,,,
4859,7,164,2,219,10282,9047,91,8565,,,
4860,5,4,48,220,10283,976,40,1,,,
1,2,51,1,1,10296,460,137,1,,,
4857,5,75,1,217,2604,6599,102,8564,,,
4858,2,7,2,218,2609,3385,29,8565,,,
1,8353,225,1,1,2610,9348,138,1,,,
4855,4,170,17,215,10252,5351,100,1,,,
4856,4,24,12,216,10253,7646,35,8564,,,
1,5,33,2,1,10254,7059,163,8565,,,
4853,3,103,3,213,10274,9984,137,1,,,
4854,1,55,1,214,10292,4127,38,1,,,
1,1,278,1,1,10293,1006,168,8564,,,
4851,6,183,5,211,3152,2295,98,8565,,,
4852,4,70,14,212,3378,587,26,1,,,
1,1,91,3,1,10241,3111,183,1,,,
4849,9,99,3,209,10243,766,127,8564,,,
4850,8363,95,2,210,10244,5133,70,8565,,,
1,8365,204,4,1,10246,1289,199,1,,,
4847,5,234,2,207,10286,8980,136,1,,,
4848,4,8,1,208,10287,8023,56,8564,,,
1,10107,135,6,1,10289,3877,236,8565,,,
4845,5,240,1,205,2432,4367,85,1,,,
4846,4,30,1,206,2615,4589,63,1,,,
1,1,13,1,1,4412,2999,1,8564,,,
4843,5,358,3,203,7023,957,127,8565,,,
4844,4,105,5,204,7028,4146,151,1,,,
1,1,120,4740,1,7030,2743,1,1,,,
4841,5,354,9,201,7031,3378,129,8564,,,
4842,4,345,2,202,10846,1590,128,8565,,,
1,1,43,2,1,10882,2042,1,1,,,
4839,10102,156,3,199,1286,40,131,1,,,
4840,10103,234,1,200,2615,4506,130,8564,,,
1,6,8,4731,1,9123,635,1,8565,,,
4837,5,208,11,197,9124,1788,133,1,,,
4838,2,113,1,198,9305,718,132,1,,,
1,6,160,1,1,9307,1510,1,8564,,,
4835,1,223,2,195,9308,4466,138,8565,,,
4836,3,216,4730,196,9312,5141,134,1,,,
1,16,75,5,1,9313,5897,1,1,,,
4833,10102,257,3,193,2663,4541,142,8564,,,
4834,5,383,2,194,4020,792,139,8565,,,
1,4,102,3,1,7308,2956,1,1,,,
4831,1,234,1,191,7309,1039,144,1,,,
4832,6,182,1,192,7310,2327,143,8564,,,
1,4,8,2,1,7311,1356,1,8565,,,
4829,1,136,1,189,7313,3749,146,1,,,
4830,5,132,18,190,7323,103,145,1,,,
1,4,67,19,1,7324,7891,1,8564,,,
4827,1,54,2,187,2688,3366,148,8565,,,
4828,3,144,3,188,4011,971,147,1,,,
1,3,99,3,1,7172,5600,1,1,,,
4825,2,202,1,185,7177,5802,207,8564,,,
4826,1,121,1,186,7178,7788,149,8565,,,
1,5,3,21,1,11059,4525,1,1,,,
4823,4,121,1,183,11060,1886,207,1,,,
4824,3,103,1,184,11061,2534,208,8564,,,
1,2,77,2,1,11062,202,1,8565,,,
4821,1,131,2,181,2682,1986,207,1,,,
4822,7,124,913,182,4034,5574,208,1,,,
1,6,4,6,1,4035,4295,1,8564,,,
4819,4,251,2,179,8525,4420,207,8565,,,
4820,4,208,3,180,8526,2736,208,1,,,
1,1,80,3,1,8536,490,1,1,,,
4817,5,298,1,177,8743,1592,207,8564,,,
4818,1,255,919,178,8746,1279,208,8565,,,
1,1,71,8,1,8747,125,1,1,,,
4815,3,384,1,175,2695,2278,207,1,,,
4816,2,378,1,176,2696,6661,208,8564,,,
1,1,8,2,1,4016,2082,1,8565,,,
4813,2,262,920,173,7307,2871,207,1,,,
4814,11,313,10,174,7308,3054,208,1,,,
1,1,12,4,1,7309,2157,1,8564,,,
4811,1,327,2,171,8524,4383,207,8565,,,
4812,2,270,3,172,8535,8743,208,1,,,
1,3,9,1,1,11096,5289,1,1,,,
4809,3,321,1,169,2686,1177,207,8564,,,
4810,4,315,6,170,2706,5211,208,8565,,,
1,5,96,2,1,2730,2226,1,1,,,
4807,14,132,55,167,7169,624,207,1,,,
4808,3,330,1,168,7171,3685,208,8564,,,
1,1,11,2,2,7172,6466,1,8565,,,
4805,2,379,7,165,7173,6388,207,1,,,
4806,2,228,1,166,11004,3814,208,1,,,
1,2,96,1,2,11031,572,2,8564,,,
4803,4,371,56,162,362,4309,207,8565,,,
4804,2,368,3,163,601,2781,208,1,,,
1,7,5,5,350,2540,3350,1,1,,,
4801,10086,110,3,625,7791,1382,208,8564,,,
4802,1,275,2,160,7792,4386,209,8565,,,
1,3,219,57,1,7793,4881,213,1,,,
4799,4,10,1,274,8361,3005,83,1,,,
4800,3,115,1,275,8374,389,207,8564,,,
1,5,120,2,1,8545,1968,200,8565,,,
4797,6,91,1,272,566,3004,39,1,,,
4798,2,229,333,273,2692,3484,130,1,,,
1,1,199,332,2,2714,2376,182,8564,,,
4795,3,3,2,270,2715,2616,32,8565,,,
4796,1,29,3,271,8520,1579,161,1,,,
1,5,280,3,1,8707,686,165,1,,,
4793,10163,3,1,267,8712,5892,47,8564,,,
4794,3,202,1,268,8717,5860,150,8565,,,
1,4,168,330,1,11092,4992,166,1,,,
4791,5,4,1,265,2060,7121,65,1,,,
4792,2,283,1,266,7284,22,118,8564,,,
1,10159,17,4,2483,7287,6578,137,8565,,,
4789,10160,87,2,2286,7288,32,53,1,,,
4790,1,172,104,264,7289,2246,101,1,,,
1,4,44,102,1,7290,2649,1,8564,,,
4787,2,8,2,195,7291,7099,120,8565,,,
4788,3,104,3,197,7292,6556,84,1,,,
1,4,184,3,1,7293,3953,144,1,,,
4785,1,77,1,190,2538,5863,59,8564,,,
4786,4,52,2,194,2735,403,121,8565,,,
4783,8,24,100,187,8500,4450,19,1,,,
4784,2,107,1,189,8502,7739,85,1,,,
1,3,13,1,1,8553,2533,18,8564,,,
159,4,11,2,27,8554,1910,6,8565,,,
5098,1,3,3,136,9587,5460,4,1,,,
5099,8325,11,1997,137,9588,6355,10,1,,,
7146,8328,16,3,52,9589,10452,17,8564,,,
7147,2,22,2,53,2057,5206,12,8565,,,
1,8327,1,3,1,2712,4443,7,1,,,
5098,8346,2,1,136,7280,6732,8,1,,,
1,1,9,1,1,7283,6284,3,8564,,,
5097,2,3,1994,135,7284,4097,15,8565,,,
5098,2,2,5,136,7285,5246,4,1,,,
1,8343,1,5,1,8699,8134,1,1,,,
5097,8344,7,3,135,8702,3941,7,8564,,,
8324,1,2,2,5,8703,448,1,8565,,,
1,7236,2,1993,1,2722,10381,3,1,,,
8323,10805,3,1,4,2744,2306,2,1,,,
1,7235,2,1,157,4778,2932,2,8564,,,
5097,7236,3,2,135,6263,4193,6,8565,,,
8321,8341,4,1,184,6264,3493,7,1,,,
8322,4,1,86,3,7082,1153,1,1,,,
8416,2,5,84,197,7083,8234,3,8564,,,
1,5,13,2,1,7084,5238,7,8565,,,
8414,4,15,3,39,7121,1261,12,1,,,
8415,3,3,1,40,2723,8186,1,1,,,
1,2,3,1,1,4186,1403,10,8564,,,
8413,2,2,2,38,4778,7081,5,8565,,,
8509,1,6,82,49,7032,2996,19,1,,,
1,1,24,4,1,7114,8212,15,1,,,
8507,5,28,3,47,10992,9068,26,8564,,,
8508,6,3,2,48,10993,9589,9,8565,,,
8601,6,29,3,98,10994,8484,14,1,,,
1,5,33,12,1,10995,186,17,1,,,
8599,10799,14,1,95,2752,8770,40,8564,,,
8600,7,5,1,97,3202,856,1,8565,,,
1,5,25,1,1,8641,521,28,1,,,
8598,3,19,1,94,8686,3805,23,1,,,
8694,2,16,1,117,8687,430,50,8564,,,
1,1,23,11,1,8688,8584,27,8565,,,
8693,4,9,2,116,8690,9626,22,1,,,
8788,3,25,2,154,8691,3404,55,1,,,
1,1,61,4,1,8722,1335,39,8564,,,
6920,4,62,2,19,4171,4235,73,8565,,,
8787,1,2,12,153,8663,9014,28,1,,,
1,3,40,1,1,8679,2524,59,1,,,
6919,1,1,1,18,8680,4190,34,8564,,,
8882,3,44,2,197,8681,4739,44,8565,,,
1,4,39,6,1,8682,5570,35,1,,,
8880,3,8,105,195,8684,2540,22,1,,,
8881,7229,4,28,196,8724,1766,15,8564,,,
8977,10794,42,2,219,8725,1666,40,8565,,,
1,2,58,3,1,2056,549,85,1,,,
8975,1,32,1,217,4777,3991,56,1,,,
8976,3,3,1,218,4778,1263,5,8564,,,
1,1,115,133,348,7086,774,50,8565,,,
5097,3,11,26,228,7087,100,13,1,,,
5098,4,83,2,229,7091,124,79,1,,,
7014,3,116,3,410,7092,2270,51,8564,,,
8974,7226,26,2,216,7100,2728,29,8565,,,
1,7227,63,132,1,7101,489,66,1,,,
5098,2,66,1,146,2106,445,94,1,,,
7013,1,1,1,62,4143,3612,1,8564,,,
1,3,81,5,1,4180,2394,95,8565,,,
5097,1,3,1,145,4772,458,28,1,,,
5098,3,83,61,146,4773,1115,145,1,,,
1,4,71,2,1,7079,62,75,8564,,,
5097,3,2,2,145,7115,3167,50,8565,,,
5098,7224,51,4,146,10093,1218,93,1,,,
1,7226,47,1,1,10847,1830,70,1,,,
5097,2,20,1,145,349,2065,18,8564,,,
5098,1,53,59,146,2534,1177,127,8565,,,
1,3,132,4,1,9131,3105,78,1,,,
5097,1,6,3,145,9132,8822,57,1,,,
5098,3,133,1,146,9133,9722,99,8564,,,
1,4,73,2,1,10981,235,79,8565,,,
5097,3,1,58,145,10982,3242,21,1,,,
5098,7223,76,1,146,10983,8352,102,1,,,
1,7226,86,1,1,10984,7433,79,8564,,,
5097,2,3,2,145,690,900,23,8565,,,
5098,1,16,3,146,2750,9957,153,1,,,
1,3,51,2,1,2769,6343,87,1,,,
5097,1,70,4,145,4172,2752,74,8564,,,
1,3,51,2,235,4783,919,92,8565,,,
5096,4,121,1,144,5995,8333,13,1,,,
5097,3,7,1,499,7033,3548,18,1,,,
1,4,104,1,1,7058,6139,93,8564,,,
5096,7223,44,2,264,7090,3591,74,8565,,,
5097,2,2,6,265,2102,1833,62,1,,,
1,1,173,61,1,4177,3786,111,1,,,
5096,10053,102,57,264,4223,5778,31,8564,,,
5097,1,19,2,265,10054,9687,70,8565,,,
1,3,96,3,1,10056,2548,83,1,,,
5096,5,154,2,264,10057,1034,41,1,,,
5097,1,23,1,265,10089,2362,1,8564,,,
