Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM Strict
16,653,6,17,20,65,498,6
81,1,122,672,445,74,79,81
82,3,123,335,1015,79,15,62
15,4,5,7,19,91,343,10
12,5,7,132,16,107,957,1
83,7,124,211,202,126,564,158
9,20,10,4,356,127,172,6
84,22,125,88,64,135,761,80
85,23,126,625,450,137,412,100
86,24,127,324,1019,162,634,143
87,27,128,355,68,163,589,167
21,29,19,11,26,169,69,78
6,35,11,2,7,170,104,2
88,36,129,368,70,183,127,32
89,430,130,2,673,190,261,54
90,496,131,1,72,225,117,13
91,763,132,326,1023,232,861,33
92,773,133,313,1024,277,808,34
93,774,134,1,678,278,181,18
3,777,9,415,221,279,673,3
69,4,135,282,1000,286,70,207
8,6,64,285,227,361,873,141
2,7,2,4,2,369,126,9
93,8,85,553,78,385,430,109
14,25,7,19,18,386,628,2
94,53,86,755,678,401,301,34
20,450,17,1,25,423,1040,90
13,771,3,3,17,424,217,1
94,772,114,120,79,425,432,54
4,773,9,6,5,436,230,7
95,776,115,709,453,462,125,132
32,778,24,320,34,494,452,219
15,12,6,393,232,502,656,14
12,4,18,105,16,503,76,215
96,2,116,581,454,616,193,222
7,1,8,8,354,905,46,15
97,1,117,313,908,985,163,196
98,2,118,2,81,1044,201,136
1,3,7,411,219,1051,547,12
21,4,49,596,363,1081,307,182
98,7,20,19,45,1086,418,44
99,9,22,3,46,4,643,14
24,19,3,424,30,6,532,9
100,23,66,93,47,16,182,65
101,34,214,1,48,19,48,5
102,93,75,13,49,27,522,137
6,346,1,419,135,31,501,3
103,602,215,25,50,37,670,93
14,649,1,18,13,41,109,2
60,652,45,548,35,44,353,159
104,760,216,100,51,57,334,37
105,764,40,191,350,58,559,92
106,767,59,151,246,63,345,198
20,1000,56,185,144,65,240,170
107,1003,217,97,52,71,226,119
108,2,218,192,253,72,234,62
109,4,49,95,53,76,202,61
110,5,68,46,54,104,301,187
111,7,71,32,55,105,148,80
112,14,219,153,355,111,74,110
113,16,181,2,56,114,283,22
114,17,52,121,57,127,309,131
115,18,220,171,358,130,269,69
116,23,221,193,58,135,310,20
117,29,188,272,266,137,695,114
118,416,222,114,268,163,38,195
119,422,211,181,270,164,339,52
120,424,223,146,272,183,744,71
120,425,85,104,100,202,284,157
62,426,86,524,47,203,237,156
34,427,26,509,33,253,24,193
121,429,87,217,209,258,1,93
122,430,88,523,101,282,70,115
123,431,89,435,102,392,389,208
124,432,90,731,103,463,548,210
11,433,9,23,14,483,46,5
125,3,91,658,690,488,179,114
9,5,5,518,12,492,268,3
8,344,3,116,11,493,660,6
7,419,17,10,9,494,344,2
126,420,92,113,105,495,646,197
127,422,93,2,106,496,145,34
16,423,6,30,19,497,651,154
14,5,63,12,17,498,426,151
127,418,762,1,34,499,123,201
128,766,442,11,35,590,86,673
129,767,673,47,36,597,183,400
130,770,763,79,37,728,358,624
72,2,39,3,23,745,273,24
131,1,566,20,405,760,401,661
132,1,764,48,10,1104,322,387
133,4,241,10,9,6,491,599
134,415,542,2,8,7,606,653
135,416,441,5,7,8,140,627
136,417,546,14,6,10,379,527
137,419,765,4,5,14,618,536
138,420,499,3,4,16,147,615
139,421,503,827,2,23,465,153
140,423,538,7,1,26,345,658
141,1085,124,416,409,35,45,27
141,412,173,716,345,49,105,22
142,413,174,40,1,52,879,140
143,414,175,112,3,78,984,48
11,415,3,399,227,98,886,7
144,416,176,83,515,101,640,93
15,417,30,9,19,105,35,80
9,419,6,9,12,110,447,8
145,422,177,239,823,111,674,87
3,427,1,2,349,166,276,8
5,1033,2,24,7,167,745,5
146,3,178,1,706,181,1008,28
1,2,19,382,218,198,1079,199
56,1,120,775,178,220,1102,188
32,2,41,495,31,230,377,190
93,3,126,307,903,252,393,189
63,4,146,284,993,258,174,209
140,5,179,119,701,272,364,114
147,6,180,516,1044,311,93,30
1,7,56,95,2,315,102,56
147,8,225,93,4,357,17,383
148,9,232,26,135,371,1018,456
149,10,237,6,5,385,583,397
150,340,241,2,6,391,893,312
109,1,164,37,52,392,19,172
19,2,15,59,24,398,1004,208
10,3,16,17,9,399,193,192
151,4,249,6,7,431,673,477
152,5,252,4,8,433,347,353
20,6,14,389,26,569,834,203
153,7,27,1,10,614,3,138
110,945,35,86,53,618,7,63
154,2,41,9,11,619,753,77
96,3,49,58,43,648,120,129
155,4,62,61,12,691,1019,153
156,5,258,186,13,693,805,232
157,6,261,20,80,695,1036,142
158,42,267,7,14,758,779,262
159,722,271,3,15,958,614,115
160,1,46,2,16,1122,394,162
66,1,71,251,212,1127,423,25
122,2,87,262,470,6,857,88
98,3,58,22,45,7,824,57
161,2,278,1,17,9,470,65
162,1,13,12,18,13,552,55
93,4,108,374,142,22,1050,70
163,3,281,21,19,23,401,179
164,2,288,171,21,25,473,266
165,1,295,24,22,28,393,285
2,8,18,384,131,44,803,191
166,7,302,420,23,68,867,112
167,5,303,9,25,82,199,415
168,4,9,31,27,83,26,16
61,3,71,3,773,99,803,66
168,2,155,1,754,101,998,673
169,1,276,5,755,121,749,463
170,326,280,4,84,123,94,665
171,934,91,389,758,126,665,38
172,11,288,38,759,143,301,414
109,10,21,9,51,157,109,7
18,9,71,36,22,166,902,152
173,8,294,433,627,178,403,532
174,7,303,6,760,187,976,575
175,6,310,1,761,195,978,397
153,35,15,86,9,218,651,21
19,329,70,294,24,229,732,147
176,19,315,29,762,248,896,531
78,13,63,39,792,270,239,2
8,12,44,318,207,309,314,70
176,11,180,231,32,310,280,80
92,10,21,400,90,352,83,41
8,9,2,401,122,353,610,1
177,8,181,699,33,360,134,147
107,7,182,421,79,373,784,19
178,6,183,536,34,395,617,158
179,5,184,258,185,397,366,44
18,4,4,5,105,482,31,12
180,3,185,534,35,516,350,203
181,2,186,563,36,517,253,99
182,1,187,670,38,581,294,176
183,153,188,668,39,582,53,123
14,405,57,604,9,583,261,167
111,441,189,691,131,584,194,111
184,722,190,584,41,619,613,159
61,727,191,711,78,704,22,54
89,728,124,589,100,754,239,207
185,12,192,706,44,802,137,172
186,5,193,704,46,868,715,113
187,2,194,217,48,1115,157,115
188,1,195,543,49,2,20,196
189,1,196,698,51,13,41,183
190,3,197,633,53,21,112,171
191,4,198,579,55,26,313,122
192,5,199,686,56,30,265,73
193,28,200,120,57,61,177,31
194,726,201,634,59,64,244,162
17,741,3,325,107,69,201,17
195,12,202,654,61,76,151,102
196,4,203,702,63,78,196,170
197,473,204,618,65,95,139,157
198,746,205,619,67,107,674,150
199,20,206,656,68,109,260,163
200,16,207,680,69,113,361,142
40,15,71,703,54,131,783,189
201,14,208,559,70,144,279,92
202,13,209,714,71,173,156,155
203,12,210,648,72,205,75,179
204,11,211,560,73,220,762,32
113,10,212,600,135,221,162,49
205,9,213,678,74,248,3,78
206,8,214,663,75,250,152,105
98,7,22,7,48,256,701,44
7,6,17,166,289,275,33,46
17,5,15,240,272,276,674,57
206,4,340,417,32,280,146,427
207,3,347,5,33,315,122,471
208,2,353,2,35,347,623,287
7,1,80,2,8,357,770,153
21,2,27,5,21,367,722,187
8,32,81,1,9,376,93,28
208,581,86,1,987,404,175,19
5,931,33,7,6,427,82,218
20,149,19,13,19,431,334,6
209,179,88,705,42,441,731,132
3,508,29,75,4,629,591,213
9,675,23,20,10,646,307,156
1,681,20,106,2,750,316,8
4,685,8,33,5,765,298,3
210,944,90,517,869,824,441,94
210,19,145,1,989,844,709,23
211,18,146,113,42,884,454,101
19,17,1,93,17,896,650,2
212,7,133,22,43,985,694,81
1,746,8,634,1,1062,928,9
8,26,3,86,8,12,9,148
51,22,29,1,240,13,637,161
118,1,89,3,94,28,14,191
213,29,147,87,45,31,796,15
167,42,148,28,969,33,749,102
101,743,52,501,259,67,17,189
63,744,74,91,243,68,361,159
214,745,110,4,46,83,16,207
215,746,149,59,245,89,121,48
216,747,150,72,873,100,793,103
217,748,151,2,47,107,409,13
218,749,132,476,246,122,1034,183
219,750,152,635,1081,131,362,131
220,4,153,2,49,157,425,149
221,2,154,110,50,160,994,132
22,1,15,184,20,179,379,209
67,1,78,485,41,199,969,70
213,2,118,638,45,204,944,216
208,3,78,11,866,222,171,95
61,5,81,3,38,249,326,174
30,9,42,8,26,253,44,179
221,10,119,25,877,262,443,191
21,15,23,818,19,265,549,218
222,20,120,55,52,309,775,38
86,521,116,811,893,311,260,195
223,732,121,448,54,346,259,182
23,735,27,526,20,350,554,78
224,28,122,294,189,359,60,69
2,24,4,495,2,479,314,2
224,2,401,52,59,490,345,428
225,21,200,53,62,497,214,462
19,3,2,720,359,504,495,31
4,1,51,73,4,513,179,60
25,1,16,260,131,519,831,10
20,2,6,215,18,520,528,4
33,3,39,394,974,543,677,15
226,7,441,3,887,550,274,62
227,27,406,242,762,551,42,502
26,17,18,411,524,593,849,153
228,921,445,5,64,600,637,63
229,922,395,2,66,812,87,433
230,18,237,805,548,1048,939,492
202,1,333,85,537,1123,911,272
231,5,455,1,68,5,219,323
232,9,461,2,70,16,161,43
2,741,4,68,2,17,509,5
29,6,25,611,25,20,23,35
233,5,129,10,72,23,617,88
84,4,98,686,438,46,117,7
234,3,472,333,552,56,930,538
189,2,175,731,397,60,366,38
193,1,179,716,405,70,796,50
185,1,171,730,391,73,234,29
34,8,42,723,390,101,75,90
136,9,149,16,504,109,486,115
235,308,480,17,73,121,227,495
86,984,100,107,65,148,125,79
70,34,109,13,46,157,711,126
218,17,144,33,47,164,482,56
236,7,486,57,897,199,626,450
237,6,471,806,555,201,651,208
238,4,330,695,451,212,803,536
38,35,83,271,145,220,521,62
239,32,359,598,74,243,329,404
18,31,2,80,17,265,131,26
82,28,96,15,63,276,508,161
83,11,97,814,437,337,201,83
240,10,497,1,75,338,128,41
5,9,15,53,5,393,605,159
16,8,11,46,14,437,36,9
10,7,7,1,10,476,290,3
239,6,563,279,899,479,666,193
240,5,7,426,455,607,273,118
217,4,141,11,46,625,596,78
241,3,568,517,1085,626,149,263
15,2,14,6,13,645,252,212
242,1,209,2,76,663,214,330
243,5,576,389,78,680,219,194
204,443,55,712,36,681,649,86
31,1,35,326,972,725,168,20
159,450,3,444,232,726,390,30
111,2,73,452,87,815,651,8
112,1,74,748,88,876,286,6
2,3,47,5,2,934,688,65
20,10,6,9,17,12,24,141
223,9,196,15,60,13,295,457
22,7,10,526,18,20,286,23
244,6,586,268,309,27,258,539
245,4,214,239,901,35,376,571
16,730,6,12,15,52,640,31
120,54,590,246,684,67,655,589
246,50,198,80,80,83,317,579
247,24,118,391,81,92,410,81
248,23,216,135,82,108,118,562
249,18,594,3,83,129,335,139
23,16,12,192,129,131,322,15
21,15,8,119,719,180,194,76
19,14,4,58,717,199,668,1
250,13,600,297,561,220,319,230
57,11,59,664,417,223,7,39
173,9,155,563,371,246,37,2
232,7,468,265,550,252,421,533
251,4,264,650,474,309,57,584
252,3,123,106,905,386,49,138
253,2,604,112,791,495,362,484
27,1,21,543,23,497,486,40
254,1,503,268,565,498,121,292
255,2,615,473,1091,499,189,420
256,3,447,770,912,500,690,380
74,4,111,34,52,585,442,198
257,5,398,438,261,601,165,400
180,6,164,188,384,602,230,90
207,7,133,14,38,610,56,109
258,8,624,485,917,722,243,104
259,9,414,245,196,723,171,556
260,10,629,250,567,724,387,155
261,5,319,16,568,725,447,525
84,120,19,1,32,754,527,42
261,140,20,247,98,755,288,52
85,194,21,21,33,807,752,12
262,197,23,265,106,825,254,37
158,205,25,14,18,964,167,176
10,260,2,406,17,1071,641,11
152,272,29,5,9,1096,359,137
263,439,31,150,285,1120,818,152
264,441,33,3,108,20,877,14
239,443,35,4,241,46,50,88
265,521,37,254,110,51,211,142
91,954,39,173,337,99,668,90
266,957,41,159,286,120,156,70
143,958,43,18,1,121,196,54
46,9,44,530,22,129,462,157
267,7,46,295,113,139,692,87
95,6,48,77,40,141,93,59
268,5,50,17,12,161,109,6
100,1,51,103,44,176,200,129
34,58,53,232,74,194,492,188
6,680,55,203,131,224,349,168
144,3,57,26,2,246,560,115
9,492,1,76,15,250,811,16
92,717,58,169,233,271,454,196
269,718,59,156,116,272,247,96
270,14,60,1,11,276,441,2
150,12,62,15,7,278,201,30
271,1,64,174,287,309,401,26
86,1,65,75,34,310,73,63
96,2,67,28,41,311,192,185
97,3,70,14,42,312,39,78
272,4,71,2,10,351,161,38
273,6,73,21,8,352,137,72
88,444,74,5,36,355,631,135
1,716,1,3,1,385,863,125
202,1041,8,707,34,386,39,21
14,34,53,7,13,390,48,34
262,1,44,275,497,392,93,11
240,2,162,3,74,393,902,395
273,3,370,40,10,425,1056,356
274,897,374,46,690,458,611,664
275,4,377,229,280,475,767,478
276,1,382,499,1030,493,787,345
37,2,35,192,148,807,511,24
277,1,385,667,597,949,474,182
101,55,145,636,257,1116,1112,123
35,4,33,214,142,1117,553,119
278,3,398,56,693,1118,111,648
213,1,92,531,1075,22,724,14
68,391,119,414,46,27,821,117
211,446,149,549,1073,38,353,17
277,696,316,2,501,40,1050,174
208,484,147,158,865,48,784,45
43,489,26,87,232,78,628,13
159,1005,145,58,961,90,740,46
205,1,144,1,37,109,787,133
203,266,143,27,34,110,445,47
11,267,4,7,9,111,641,150
278,268,308,610,337,117,20,554
59,736,75,399,33,120,960,78
248,789,133,93,901,144,340,76
279,793,325,49,3,160,654,541
280,794,331,615,338,178,914,420
6,2,25,2,225,187,210,84
205,1,98,125,36,189,1042,130
154,2,2,422,226,244,1018,103
280,6,53,185,815,253,81,67
281,277,558,465,1033,258,109,244
252,284,399,416,255,270,793,533
281,289,400,2,2,282,75,385
282,291,404,889,1,312,332,460
283,293,409,671,1,328,231,602
284,475,336,4,2,344,809,690
285,477,359,20,3,400,219,684
118,479,416,1090,333,478,273,703
286,480,403,7,5,482,24,504
287,482,238,1015,225,494,251,739
287,1002,433,5,1,573,400,423
288,1003,768,1,2,574,306,61
289,3,769,26,3,796,288,124
290,2,770,4,5,892,81,280
291,1,331,3,6,894,162,579
292,1,606,29,9,973,411,602
293,3,379,13,10,1035,441,427
294,5,518,49,11,1113,243,390
19,267,8,56,31,1114,129,31
295,268,427,55,16,21,289,428
296,269,771,2,18,36,232,284
148,271,249,391,119,42,69,290
4,272,53,609,114,44,292,179
166,273,128,70,26,52,89,36
297,274,196,16,20,60,431,612
298,275,388,54,21,66,322,351
188,276,152,110,62,81,417,12
170,2,133,20,32,86,352,8
181,275,145,50,52,93,110,65
164,662,126,68,25,97,356,9
171,1017,135,102,35,113,124,5
298,1018,423,411,2,119,488,620
14,5,41,216,498,158,175,34
299,4,79,836,496,159,143,65
228,3,275,115,67,190,405,588
220,2,182,5,30,195,541,544
73,1,42,4,81,211,197,31
300,2,192,412,7,212,381,614
171,264,112,9,134,221,439,35
126,271,94,794,14,222,88,63
301,278,188,692,206,240,44,665
302,393,152,496,8,264,578,668
303,474,324,14,102,272,362,552
23,477,16,416,456,308,279,37
304,478,170,6,9,322,401,595
305,480,433,86,130,386,84,509
214,658,346,758,459,390,53,480
306,1001,439,398,11,392,61,506
307,267,377,694,492,400,445,504
308,471,201,256,321,475,476,625
309,472,227,977,323,480,127,578
210,665,47,182,358,481,24,29
309,666,90,24,721,648,937,207
1,21,1,330,2,686,170,5
87,6,66,48,26,691,1003,201
136,2,77,2,12,697,15,55
274,261,78,187,590,1111,129,151
74,263,17,405,15,8,114,53
308,272,80,115,3,17,525,16
309,279,82,692,171,22,236,42
148,739,23,420,1,27,808,187
21,7,64,631,157,28,16,122
36,1,42,124,5,41,179,168
306,260,130,318,829,50,680,127
307,262,131,2,612,60,128,16
13,263,40,108,822,62,618,160
232,956,132,397,68,77,158,131
199,1,133,383,229,95,384,185
193,259,134,71,26,96,44,83
195,262,111,97,29,114,666,209
308,282,135,73,13,116,452,77
309,728,136,133,721,117,562,100
237,955,137,100,892,118,301,74
310,4,138,833,14,125,383,53
203,394,112,566,861,151,165,184
216,459,139,72,57,197,360,119
311,467,140,815,15,261,361,59
312,1007,141,1,619,274,18,49
313,34,142,402,154,303,307,138
314,5,143,144,838,304,559,115
292,4,144,88,7,340,284,90
315,2,145,101,841,344,476,91
315,1,392,250,285,419,943,640
7,1,18,180,114,453,962,16
188,274,61,700,21,472,9,55
13,450,34,273,821,496,824,20
66,466,100,606,421,498,14,33
211,475,397,82,49,500,218,459
274,956,391,813,592,502,10,573
3,283,10,46,702,506,28,32
206,769,403,28,42,566,476,454
201,13,147,1,31,569,44,47
207,3,202,27,45,636,345,488
4,2,12,3,2,823,664,110
316,1,366,235,522,1023,999,641
317,1,354,141,724,6,425,631
318,2,409,57,725,9,1040,360
275,15,414,837,593,14,580,567
293,68,245,38,707,18,573,639
319,87,424,242,846,22,119,560
68,264,102,27,48,23,6,53
2,286,8,295,1,26,659,30
6,624,16,514,3,34,354,8
226,627,215,10,61,41,854,361
11,960,27,531,8,51,154,9
319,3,524,165,625,63,407,241
14,1,37,326,615,73,182,16
15,2,40,3,31,74,420,59
296,4,486,4,29,75,181,488
228,22,216,891,544,84,390,607
314,278,388,890,57,99,317,645
253,279,33,66,27,118,10,74
320,281,255,1,65,120,473,238
6,282,14,460,228,122,336,21
321,453,367,42,66,157,594,552
16,605,43,80,33,169,410,20
322,477,488,153,283,178,154,544
323,625,413,72,67,201,37,480
324,779,260,850,69,299,170,445
9,6,21,75,19,370,241,29
7,4,16,309,165,386,354,122
2,602,6,594,360,473,654,37
325,603,530,865,510,479,91,386
315,11,362,405,180,482,373,646
65,8,96,34,79,573,612,38
117,7,147,704,145,575,9,84
18,6,27,454,217,748,255,18
163,4,166,840,27,789,216,54
326,3,508,654,71,790,49,209
327,2,538,373,182,796,178,630
313,1,387,45,855,827,284,567
312,1,395,176,41,1061,205,424
46,3,561,623,883,13,111,194
327,11,353,179,56,14,199,400
204,67,416,267,845,18,183,530
221,69,71,4,71,28,685,7
219,117,116,813,65,33,199,80
317,257,33,53,956,37,540,19
93,259,635,735,857,41,670,431
229,263,389,674,48,57,429,429
13,266,259,609,630,78,149,244
328,267,590,226,288,87,92,486
209,279,169,213,379,97,441,42
329,290,151,1058,354,136,415,46
330,465,19,92,7,143,111,39
169,466,471,946,859,212,162,481
153,467,72,848,72,220,211,5
9,602,194,826,44,262,505,458
331,615,237,868,706,374,16,609
94,868,90,1031,45,375,267,165
205,869,24,268,819,491,314,51
291,870,582,333,169,514,86,379
62,447,80,200,134,565,20,40
10,458,15,169,284,590,347,154
332,29,10,82,838,615,661,14
21,14,649,480,970,639,196,23
7,12,93,463,705,684,312,23
5,11,106,475,113,755,303,43
333,10,392,1,861,757,118,236
65,9,137,7,874,758,289,78
53,8,316,671,32,761,11,589
334,7,457,79,37,784,514,404
197,6,373,819,1061,947,17,496
335,5,435,1033,641,980,666,58
336,4,233,2,40,1023,22,607
293,3,653,1039,602,1042,492,217
206,2,358,218,869,1051,254,611
337,1,12,63,864,1053,167,157
338,3,357,455,740,1098,47,462
314,7,135,530,521,4,340,106
6,10,384,626,506,14,321,610
150,60,129,630,953,19,601,120
194,183,64,112,853,25,414,171
261,251,441,3,22,29,91,582
338,254,609,2,40,30,466,364
339,255,680,1,41,40,401,564
63,286,90,560,281,43,42,1
340,309,626,5,42,46,753,518
330,458,469,527,158,48,671,479
229,463,212,77,635,60,550,561
341,617,684,1,45,76,770,472
342,726,567,6,46,82,1104,571
343,944,592,17,48,107,864,481
344,945,689,2,49,113,74,473
345,946,517,12,50,155,979,474
314,947,344,95,22,176,453,599
346,30,691,88,51,183,754,397
347,20,636,60,52,185,1009,586
8,15,17,485,694,218,182,41
348,13,273,509,273,236,1060,576
349,11,263,263,177,237,748,458
272,256,404,791,109,261,608,535
350,463,232,783,179,305,972,506
62,725,89,688,282,335,360,89
203,726,393,74,660,336,504,422
291,12,199,188,193,346,21,610
351,9,595,18,56,348,208,579
290,8,235,8,5,369,601,607
2,6,4,61,2,384,862,77
352,5,497,691,643,426,518,84
336,4,231,278,163,449,520,605
353,3,276,295,181,451,132,391
354,2,306,62,59,682,792,604
355,186,548,716,50,757,379,288
295,276,486,286,190,791,618,448
313,284,356,189,180,836,1027,609
356,569,696,76,60,8,1063,331
312,619,382,296,417,14,971,608
3,944,6,468,699,29,382,24
92,11,69,394,630,37,17,9
293,7,217,678,192,64,156,537
115,4,141,110,215,73,645,121
357,2,226,104,642,87,716,488
358,6,269,610,258,90,304,433
296,62,424,10,693,131,1002,446
359,66,423,666,256,176,84,560
42,67,59,321,415,211,141,97
360,252,700,82,298,228,384,330
361,262,703,723,46,266,462,289
362,273,206,90,405,267,214,509
226,274,192,89,63,273,341,720
3,275,6,183,112,290,298,126
362,465,665,1,67,322,506,370
239,484,408,236,179,365,147,697
187,15,127,5,21,372,80,32
197,12,135,2,29,408,620,63
297,11,50,54,11,457,237,59
362,5,704,48,67,466,647,255
363,4,706,58,69,476,91,552
364,3,708,49,70,483,59,450
288,2,231,69,3,505,261,684
365,1,711,18,73,557,712,591
366,1,540,15,75,574,91,629
342,4,685,59,47,713,788,550
367,9,713,12,77,729,133,398
368,13,323,9,78,766,787,524
91,21,66,629,631,806,92,70
8,269,20,166,117,880,10,65
339,274,680,60,43,893,92,549
369,275,358,9,79,905,486,608
370,277,248,195,81,1091,198,478
370,279,413,706,901,1105,349,593
354,530,220,572,57,2,334,512
28,604,60,15,14,21,213,37
288,607,193,280,506,30,403,634
371,608,587,716,299,81,215,410
310,609,350,279,519,87,645,633
372,21,720,252,659,88,372,333
373,20,368,2,74,101,171,493
206,17,223,211,528,119,716,510
374,14,721,1,1074,143,337,327
182,12,45,186,18,177,363,63
375,11,237,213,552,193,97,532
376,10,723,247,662,198,257,190
5,9,11,17,5,212,200,17
377,8,360,33,1075,241,664,360
9,275,25,200,954,251,454,3
146,453,349,179,951,259,296,484
378,459,725,648,912,292,129,273
317,616,476,279,622,293,426,531
379,39,727,1,76,297,78,66
304,16,116,283,10,303,395,130
380,15,380,796,914,331,565,439
88,14,62,14,68,346,46,78
214,13,316,101,431,404,580,554
13,12,67,11,14,407,310,52
353,11,218,238,54,428,274,504
26,10,79,11,40,447,174,3
16,8,70,5,21,455,499,26
12,6,13,6,11,605,591,3
380,3,632,2,69,617,792,377
308,2,374,430,171,654,19,624
18,1,72,22,24,677,666,65
11,48,66,261,9,691,487,17
327,54,572,393,56,753,964,393
25,57,78,5,37,837,50,102
368,58,244,268,671,871,326,417
23,59,77,614,36,1066,117,10
35,60,48,340,94,2,526,30
20,61,74,1,29,8,452,89
381,64,614,3,15,28,312,539
236,109,402,53,67,41,151,571
382,249,638,1,895,77,734,139
383,251,609,150,368,88,601,613
22,252,76,38,34,89,656,72
305,255,116,204,38,95,267,59
195,256,86,368,745,116,409,13
384,259,620,30,14,145,602,492
200,264,184,207,69,147,617,472
385,269,522,87,554,148,179,466
6,270,16,93,707,167,138,4
386,275,728,612,461,187,11,439
2,281,5,12,592,229,9,140
386,305,765,2,24,234,27,512
290,379,476,1,5,237,390,607
57,440,79,403,87,297,648,70
248,441,26,248,517,303,269,13
284,444,222,130,1,338,398,763
386,445,288,1,35,408,266,757
319,446,519,99,182,446,523,749
5,447,16,251,596,478,423,13
27,448,96,262,604,480,234,3
136,453,305,255,85,481,475,602
220,457,179,657,296,482,62,586
295,458,97,265,466,485,683,78
192,461,79,17,498,489,168,21
43,463,87,81,54,490,108,104
254,565,426,516,319,496,322,590
279,594,396,2,10,507,193,320
157,598,148,85,13,542,20,27
386,607,758,5,55,560,521,277
6,609,19,78,12,664,179,88
244,615,12,9,46,1102,231,103
387,798,764,34,53,39,85,130
