Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM Strict
109,2343,556,3315,1965,366,2958,346
110,2344,557,3533,1966,391,1383,425
111,2345,558,3509,1967,392,1879,446
112,2346,559,3569,1968,395,7392,527
71,2347,92,3548,49,433,5755,1
131,2348,99,3311,401,488,4553,343
1,2349,1,3570,694,489,524,2
2,2350,5,3538,1,490,3241,11
132,2351,101,3542,402,491,6315,456
133,2352,11,3584,403,533,1461,47
3,2353,7,567,2,534,8122,6
47,2354,13,4290,364,535,259,48
118,2355,162,5795,1974,536,4367,533
5,2356,12,83,3,596,1299,17
6,9895,14,4319,4,597,1512,20
134,9896,192,3876,54,598,191,510
135,2333,176,3975,719,660,81,535
7,2334,16,1094,696,661,6258,29
8,2335,18,3617,5,662,2246,3
136,2336,225,303,55,673,3534,467
137,2337,227,40,56,1030,4786,445
138,2338,229,2761,57,1031,7551,490
139,2339,231,5677,58,1032,4182,492
140,2340,234,5538,59,1033,2310,466
11,9893,24,2,8,1034,5278,1
141,3,106,211,60,1035,441,443
142,2,114,233,61,1036,317,455
143,1,124,152,62,1037,1870,423
144,10,130,149,63,1051,1333,504
145,18,135,153,64,1052,8362,499
13,19,26,239,10,1053,7626,2
146,4,149,229,65,1055,7527,489
147,3,158,158,66,1056,5899,441
148,2,27,138,67,1057,556,15
14,1,28,191,11,1067,5515,8
149,17,180,231,68,1068,5149,451
150,18,181,288,720,1069,2293,431
151,9318,187,210,69,1070,116,457
152,9319,198,98,2258,1071,4377,439
153,9320,560,35,2740,1072,6123,532
15,9321,30,82,12,1075,904,39
120,9322,561,97,1976,1076,5431,478
154,9323,562,5637,2742,1081,1746,427
16,5,31,232,13,1082,1426,12
17,4,32,3856,14,1083,1830,21
18,3,33,2516,15,1084,8303,10
20,2,37,92,17,1085,1480,23
21,1,39,3787,18,1529,2008,16
23,8,43,1403,20,1530,364,27
24,17,34,304,21,1531,4829,19
25,6,45,302,22,1532,717,31
26,5,36,332,23,1533,6877,9
28,4,49,87,25,2373,4214,28
29,3,51,94,26,2745,5394,33
155,2,145,37,70,2746,6144,505
31,1,53,86,28,2747,2944,7
32,2,40,41,29,2748,1411,26
34,7,57,4,31,2749,4621,30
35,15,59,36,32,2750,7719,36
36,7,61,89,33,2751,1102,13
38,6,42,89,35,2752,5897,40
39,5,65,23,36,2772,1187,24
156,4,236,34,71,2773,7395,458
157,3,563,38,3398,2865,7492,108
158,2,564,93,3399,2945,925,257
159,1,307,25,72,2946,7747,429
160,1,312,92,73,2947,7417,434
161,6,166,301,74,3997,4344,472
162,14,129,212,406,4140,760,428
52,15,50,2310,370,4141,7170,60
163,8,137,2308,407,4142,1381,373
164,7,143,3232,408,4143,2241,433
55,6,110,1218,374,4920,826,342
41,5,67,90,37,4921,3173,35
165,4,169,389,75,4922,1732,509
166,5,317,1095,76,4923,8279,398
167,13,450,4308,77,4924,237,315
168,2354,565,455,2751,5076,1922,406
169,9,566,4291,2754,5672,3590,236
170,8,60,296,78,5727,520,55
171,7,104,91,79,6544,222,348
172,6,567,3918,2761,7013,2765,179
173,5,568,3910,80,7014,1636,109
174,4,569,18,81,7015,1849,110
175,3,570,22,410,7016,1179,295
176,2,71,75,82,7017,3523,67
177,1,571,76,83,7018,839,164
178,1,572,16,84,7019,2161,6
179,4,573,5,2764,7020,3080,111
180,13,574,6,85,7021,4122,4
181,2353,383,330,86,7022,1702,163
182,8,575,80,2768,7023,192,128
183,7,72,9,3736,7024,5979,79
184,6,576,2,89,7025,4403,129
185,5,577,15,90,7026,3272,32
186,4,578,4,91,7027,7879,155
187,3,579,7,92,7028,5446,3
1,2,580,1647,1953,7029,7319,377
58,12,581,993,1954,7030,3503,384
2,253,582,8,1955,7031,590,453
237,254,145,1,404,7032,6375,13
3,271,6,11,587,7033,25,100
4,272,6,3,601,7034,6998,8
5,276,8,5712,5176,7035,5666,527
4266,277,110,6739,2711,7246,2446,55
1522,278,11,1820,4165,7365,4448,19
1523,279,13,5327,352,8165,6596,22
4267,280,15,258,5113,9354,597,181
4268,281,155,6098,693,10649,833,416
1524,282,158,5755,651,10665,419,413
1458,283,160,259,692,10669,1047,311
1525,284,168,269,258,10672,1661,337
133,285,180,4271,1,10674,5620,333
1526,286,185,1794,691,10676,2892,521
134,287,189,347,690,10677,1575,491
6,288,191,260,94,10678,600,508
1527,289,193,1768,74,10679,5597,518
3924,290,197,280,75,3,3384,533
3925,291,177,3034,96,4,3184,31
3926,292,17,68,98,5,2352,517
3927,293,203,118,76,8,185,452
3928,294,209,257,6679,9,2057,486
3929,295,216,1890,77,10,1433,485
3930,296,219,192,640,17,4850,475
3931,297,223,35,78,18,2453,494
3932,298,225,57,25,20,635,484
3934,299,227,205,2,21,996,483
3935,300,229,28,586,25,1142,472
3936,301,231,27,405,26,3496,492
3937,302,233,208,406,28,726,463
3938,303,234,32,407,38,6303,481
3939,304,236,209,408,42,162,450
3940,305,238,34,409,45,5875,480
3941,306,239,254,410,46,3520,460
3942,307,240,30,411,49,691,469
3943,11,242,255,412,53,2264,447
3944,9,243,204,413,56,775,462
7,8,245,26,415,64,5705,471
3945,7,247,29,417,72,3229,468
3946,6,251,233,418,84,381,478
3947,5,253,207,419,86,3312,459
3948,4,19,25,420,89,694,5
3949,3,258,33,421,90,2467,477
3950,2,260,5793,422,95,911,473
4269,1,265,206,423,112,3137,466
1529,2,270,56,424,117,396,461
1530,11,275,232,425,118,488,505
1531,12,278,31,426,125,359,479
4270,11,141,59,689,134,3943,350
4271,10,284,256,427,151,3509,457
4272,9,261,268,428,152,4472,342
3951,8,218,1766,429,153,6507,500
4273,7,221,261,430,162,5314,417
8,6,224,310,431,164,5952,321
4274,5,269,184,432,172,974,322
4275,4,274,181,99,173,471,323
4276,3,279,180,6690,183,2353,522
650,2,285,380,79,200,2213,349
3580,1,291,186,80,210,926,44
3952,1,21,3245,100,232,3907,256
3953,9,289,185,101,234,2206,348
3954,10,293,173,102,251,2428,314
135,11,296,183,433,253,3729,534
136,781,299,9997,103,254,5360,510
137,782,300,365,688,290,3639,474
138,9468,305,238,104,291,6574,467
9,9469,304,234,105,293,1411,509
139,9470,310,66,106,295,275,465
10,9471,226,5584,218,317,3926,443
141,11,228,5562,336,318,4684,488
142,10,230,5643,434,321,6237,490
11,9,232,5646,435,323,3034,6
143,8,24,5775,436,353,3971,464
144,7,235,5642,639,356,3995,3
12,6,25,5556,638,357,3259,453
1533,5,115,5637,637,392,1532,421
1534,4,125,5657,636,393,4923,7
145,3,26,5794,687,430,5613,502
4277,2,131,5604,635,432,1148,497
146,3,136,5564,686,434,782,4
147,848,27,6083,633,483,6660,448
13,15,142,5634,632,485,4063,445
1535,14,147,5558,685,488,746,487
1536,13,150,5585,631,489,4251,428
148,12,153,5695,630,532,5656,439
149,11,159,5697,684,534,10,17
150,10,28,5760,584,589,1756,10
3485,9,29,5713,583,595,5271,377
151,8,162,5567,629,654,2408,446
4278,7,172,4452,537,655,289,449
14,6,181,5698,628,656,1064,429
1537,5,182,158,627,661,2621,455
1538,4,188,5563,683,694,2941,405
4279,3,194,5680,582,702,6245,437
4280,2,199,1939,581,717,2537,166
4281,1,328,17,626,718,5073,41
4282,2,31,5703,26,719,2887,529
2882,16,208,1511,625,826,373,501
3631,15,215,1598,418,1029,1588,300
2561,14,511,58,1564,1030,5940,391
4283,13,119,1926,536,1031,2660,395
4284,12,512,8141,682,1032,2612,364
4285,11,124,5725,6693,1033,3518,418
4286,10,513,4066,6694,1034,3040,385
4287,9,514,10215,107,1035,3290,514
4288,8,399,2493,108,1036,6479,272
1539,7,515,422,2746,1037,5044,273
1540,6,516,400,8666,1038,455,295
1542,5,517,398,81,1060,2967,380
1543,4,518,418,354,1066,3746,365
1544,3,519,403,402,1067,2345,279
1545,2,520,401,109,1068,2647,369
1546,1,254,124,110,1069,3986,267
1548,5,257,120,111,1088,682,320
15,6,264,155,112,1096,5712,47
16,17,30,135,113,1107,264,195
17,16,271,123,114,1108,3424,406
18,15,276,127,82,1109,1642,324
19,14,280,122,83,1533,4732,302
20,13,286,8875,85,2744,1946,14
21,12,32,6099,86,2746,462,23
22,11,33,6097,87,2749,5084,12
23,10,34,6127,88,2751,2510,40
24,9,36,6090,89,2772,1768,25
25,8,38,5708,91,2841,153,18
27,7,40,5701,681,2842,1027,27
4289,6,42,5707,680,2843,1394,29
28,5,44,5758,679,2844,1777,21
29,4,35,5709,678,2845,1423,33
154,4,46,5754,677,2846,5778,11
30,5,37,5791,676,2902,254,30
31,18,50,5759,675,3776,3352,67
32,17,249,5756,674,3777,2841,35
33,16,52,5706,673,3778,3265,16
34,15,39,5710,672,5209,5105,503
35,14,146,5884,671,6543,1530,9
36,13,54,5772,669,6574,5554,28
37,12,41,5761,115,6575,3028,39
38,11,56,6068,668,6576,3723,32
155,10,58,5757,667,6577,3125,38
4290,9,60,5702,624,6901,5292,15
1549,8,62,5770,666,6902,3380,24
2884,7,64,5888,665,7246,3606,42
4291,6,43,5887,664,8164,3050,26
4292,5,66,6096,663,8790,23,456
3885,4,237,5583,662,8799,3607,351
4293,3,244,5602,661,8800,5907,68
3632,2,292,5246,660,8801,6088,495
2899,1,521,8069,659,8802,3127,420
158,3,522,8126,658,8803,364,69
159,4,523,15,623,9324,3864,296
160,2344,524,5459,535,9833,1364,307
4294,19,525,239,576,9834,140,407
4114,18,526,4117,2722,10629,1158,401
4115,17,527,4240,2747,10630,667,427
40,16,308,9027,116,10631,6608,432
164,15,313,4577,23,10632,5193,470
1199,14,167,5705,117,10633,1194,280
1558,13,528,402,355,10636,3506,496
165,12,165,6092,92,10642,45,435
4295,10,176,5704,622,10643,2839,37
1559,9,68,6091,621,10644,3847,507
4296,8,170,5886,620,10646,4145,415
166,7,342,8847,118,10648,4320,208
169,6,99,5645,600,10649,1658,396
4297,5,256,1877,599,10650,1602,376
1563,4,318,1873,657,10651,2911,165
4298,3,324,19,619,10652,2789,231
4299,1,343,1886,1984,10653,1673,313
4300,20,529,1885,569,10654,2731,57
170,19,451,5720,618,10655,844,284
4301,18,61,1871,534,10656,1477,232
4302,17,331,5282,568,10657,817,334
4303,16,161,388,533,10658,34,190
4304,15,530,3213,617,10659,4997,244
4305,14,531,8197,616,10660,3262,346
1566,13,532,5719,119,10661,3528,70
4306,12,105,10,565,10662,1949,216
4307,11,533,5477,120,10663,2733,146
4308,10,334,5774,121,3,2007,237
4309,9,268,8131,2748,31,3095,62
4310,8,534,2,615,41,4099,263
4311,6,535,1943,122,43,3302,223
4312,5,349,5473,123,45,2293,204
4313,4,536,8134,532,46,5749,61
4314,3,537,3,2749,55,195,60
4315,2,538,4,124,57,5741,71
1567,1,539,8,6696,62,1267,58
4316,1,540,1,125,64,1921,288
4317,2,541,182,2750,76,601,145
4318,1197,336,5,126,81,646,170
57,19,542,8189,127,84,3828,210
131,896,543,3251,128,86,1138,235
1,1900,377,121,129,112,1247,203
236,2341,350,1191,130,115,1785,212
46,6830,544,8132,131,118,1659,61
3,6831,545,5714,2751,131,3339,1
4,6832,63,1027,530,142,8112,519
6,6833,546,3793,93,148,1108,436
136,6841,93,3892,132,156,1218,482
8,6842,547,385,2752,160,930,262
9,6845,548,1209,529,163,6108,387
10,20,549,386,645,170,4833,513
11,9,93,43,540,181,6085,7
146,1,12,81,92,195,6577,87
12,1195,6,69,42,208,571,36
4277,1822,2,63,402,221,9637,5
13,4268,104,156,1,232,8925,540
4281,4273,14,82,435,243,53,39
14,4274,7,371,365,251,994,6
15,4275,9,48,2,261,7422,9
16,4276,13,1,3,268,395,8
17,4277,224,5695,4,279,593,501
18,4278,18,9,56,280,2779,7
19,4279,19,13,6,289,2148,10
20,4280,20,387,7,291,6128,6
21,4281,21,385,8,318,582,9
22,4282,22,415,9,319,8176,4
23,4283,23,378,66,350,7434,3
25,4284,322,4,10,353,5513,179
27,23,25,11,157,378,6693,28
28,22,118,5,11,380,4272,377
153,21,26,46,9359,382,7443,1
29,20,27,3,12,389,4243,10
30,19,28,42,13,420,112,1
32,18,30,173,14,463,1274,27
33,17,32,6,15,464,2401,12
34,16,34,2,16,471,561,5
35,15,36,172,17,488,7196,14
36,14,38,60,18,508,112,16
37,13,29,49,19,521,8694,8
159,12,40,45,20,569,8791,20
4114,11,42,10,21,592,374,21
163,10,46,58,23,628,9046,22
168,9,33,176,25,635,9272,3
4355,8,140,175,26,644,8716,516
169,7,48,384,69,647,5643,4
4317,6,35,7,27,650,4472,15
4356,5,52,8,28,655,2827,19
4345,4,54,174,30,671,1521,25
235,3,56,8,31,741,4822,2
4350,1,58,3792,32,745,1800,11
4351,24,37,7,33,1286,2138,29
4352,22,60,2,34,1288,2327,13
2,21,161,10,35,1294,594,483
3,20,170,2235,73,1295,1562,448
4,19,164,3507,94,1297,2148,520
2793,18,55,2228,74,1299,343,44
1525,17,151,50,77,1304,2043,207
5,16,99,2226,465,1305,3271,359
6,15,57,4278,78,1322,3615,48
7,14,107,3935,164,1527,4867,206
8,13,4,1563,172,1554,2391,12
1534,12,87,1376,2042,1789,6626,449
12,11,88,70,48,1790,3015,23
4278,10,465,3973,829,1791,5359,340
1541,9,102,1425,434,1792,541,535
14,8,471,3955,832,1793,8419,323
15,7,378,3736,170,1794,7707,337
16,6,473,2632,2100,1795,4737,152
17,5,5,3883,1,1803,1561,11
18,4,7,106,2,2841,1788,14
19,3,9,1685,694,2842,4712,23
20,1,382,4277,2784,2843,636,441
21,3,195,4307,106,2846,6958,525
25,330,11,4270,3,3527,6216,3
26,7421,13,3888,4,3528,4295,36
27,25,16,3881,5,3529,5475,2
152,24,17,3887,6,5042,3054,5
31,23,164,3938,111,5043,6225,454
32,22,23,3889,10,5328,3025,33
33,21,111,3939,800,7011,7800,399
34,20,22,3886,778,7012,1183,39
36,19,25,3890,12,7013,657,15
156,18,26,4064,13,7014,5978,4
157,17,28,3937,14,7015,7573,32
4390,16,30,3882,15,7016,844,17
38,15,32,3950,16,7017,7828,10
162,14,34,4068,17,7018,8054,19
163,13,36,4276,18,7019,4425,21
4293,12,27,7207,19,7020,2160,13
4294,11,42,2757,23,7021,745,22
164,10,44,1,24,7022,1025,27
4391,9,31,4271,25,7023,601,8
4392,8,138,4066,68,7024,303,511
4393,7,50,57,29,7025,2846,24
4394,6,52,53,30,7026,7359,30
4395,5,54,66,31,7027,6121,7
4396,4,56,65,32,7028,1717,16
167,3,58,18,34,7029,5612,18
4397,2,300,23,70,7030,1329,435
4398,1,305,24,71,7031,934,440
4295,26,593,25,197,7032,623,65
616,25,60,40,35,7033,3202,29
2817,24,162,52,73,7034,5458,515
1561,23,310,3900,74,7040,3604,404
4399,22,316,1430,158,7763,5807,384
4400,21,521,5,159,7771,4782,239
4401,20,443,51,75,8756,2971,321
1,19,594,500,9870,10593,2318,317
2,18,595,7212,9871,10619,151,324
4263,17,596,3462,9872,10621,5265,306
1519,16,597,2,9873,10625,1233,411
1520,15,598,20,9874,10626,2910,305
4264,14,599,6,9875,10627,271,334
4265,13,53,5840,76,21,1430,49
1521,12,368,5497,198,45,178,235
1455,11,600,1,199,70,1644,80
1522,10,323,11,811,74,1064,292
130,9,601,4013,6651,155,6217,289
1523,8,602,1536,2846,245,3489,188
131,7,153,89,127,477,2172,240
3,6,603,2,200,1291,1197,63
1,5,604,1510,9878,1292,6194,222
4262,4,605,22,201,1564,2787,223
130,3,85,2776,2041,1565,2587,7
2,2,86,190,47,1566,1755,28
3,1,2,140,692,2432,782,36
4,1,4,1,691,3938,2654,33
5,27,144,343,93,5737,1252,236
6,24,147,5839,73,7725,214,471
7,23,149,5980,74,7971,648,468
8,22,157,5841,95,8389,1224,366
9,21,169,305,97,8980,1744,392
10,20,174,2853,75,8987,3074,388
11,19,178,323,6678,9047,4804,576
12,18,180,542,76,9112,4092,546
13,17,182,304,641,9291,4780,563
14,16,186,15,77,9403,5827,573
15,15,166,385,24,9774,4438,588
16,14,6,395,1,9781,2054,24
17,13,82,1,259,10333,1295,54
18,12,99,1,646,10349,4251,582
19,11,2,29,1,10361,3343,3
20,8,142,8,785,10373,2601,200
21,7,164,390,716,10383,680,552
22,5,4,397,693,10392,1860,12
23,4,6,391,2,10401,561,14
24,28,8,340,3,10402,2610,25
25,27,11,389,4,10408,590,13
150,26,12,344,5,10415,4945,16
26,25,13,307,6,10422,1087,12
27,24,14,213,7,10429,3559,15
28,23,16,339,8,10435,4185,9
29,22,18,392,9,10441,2432,22
30,21,19,388,10,10449,4272,5
31,20,20,214,11,10453,2363,4
32,19,21,326,12,10458,4721,7
33,18,23,337,13,10463,3861,21
34,17,25,30,14,10468,4556,6
156,16,27,341,15,10473,3958,1
4110,15,29,396,16,10477,4459,8
36,14,31,328,17,10481,4213,10
160,13,22,210,18,10485,4439,2
4261,12,33,211,19,10489,3883,14
129,11,24,2,20,10493,810,8
1,10,35,393,21,10494,361,15
3927,9,37,6,22,10497,878,11
2,8,39,7,23,10500,3014,16
3,7,26,212,24,10503,3312,3
4,6,133,5496,67,10506,1466,522
5,5,41,5637,25,10509,604,10
6,4,28,5498,26,10512,2476,9
7,3,43,5546,27,10515,257,20
8,2,45,38,28,10518,492,13
9,2334,47,2510,29,10522,4326,19
10,29,49,20,30,10524,3552,4
11,28,51,199,31,10526,2840,5
12,27,30,39,32,10528,6032,23
13,26,53,328,33,10530,7079,7
14,25,154,42,71,10532,5690,489
15,24,152,52,91,10534,3306,515
16,23,55,344,34,10535,43,18
17,22,157,342,72,10536,5503,526
18,21,140,372,784,10538,2091,203
19,20,162,335,715,10540,1349,555
20,19,2,47,692,10541,572,9
21,18,218,54,1103,10542,608,514
22,17,4,48,1,10544,1813,17
4284,16,6,3,2,10546,1358,22
23,15,9,46,3,10548,1842,16
24,14,10,1,4,10550,6197,19
149,13,11,36,5,10552,165,15
25,12,12,130,6,10554,4811,18
26,11,14,4,7,10557,2933,12
27,10,16,1,8,10559,3260,19
28,9,17,49,9,10560,3684,8
29,8,18,45,10,10561,5524,1
30,7,19,129,11,10562,1111,10
31,6,21,17,12,10563,5973,18
32,5,23,6,13,10564,2609,3
33,4,25,313,14,10565,3304,4
4263,3,27,2,15,10566,2706,5
1523,1,29,53,16,10567,5711,7
1524,2333,20,15,17,10568,2961,1
1525,2337,31,133,18,10569,3187,11
4264,30,22,132,19,10570,2631,11
4265,29,33,341,20,10571,442,12
4266,28,35,11,21,10572,2415,8
3945,27,234,1509,805,10573,4450,89
2,26,37,4,22,10574,3257,13
4268,25,24,53,23,10575,3895,6
4269,24,131,73,66,10576,1083,525
4270,23,39,76,24,10577,1586,13
644,22,26,77,25,10578,296,6
3947,21,41,123,26,10579,156,17
131,20,43,2988,27,10580,1850,10
3,19,45,72,28,10581,4263,16
4274,18,47,84,29,10582,4485,7
11,17,49,74,30,10583,5786,2
152,16,28,9740,31,10584,3303,20
153,15,51,23,32,10585,646,4
159,14,172,5386,6677,10586,4180,552
4289,13,141,5518,72,10587,6028,447
4291,12,168,1669,74,10588,603,364
4296,11,174,5870,75,10589,4567,522
4306,10,244,8770,92,10590,4551,381
3938,9,201,4320,97,10591,3136,488
3939,7,204,1620,6688,1,455,373
3940,6,207,1616,77,2,4968,448
3941,5,252,1614,78,5,580,352
3942,4,257,5220,98,6,4790,353
3943,3,262,75,99,7,2658,354
3573,2,268,5587,100,10,4048,553
3947,1,4,5737,431,11,515,13
3,31,272,5561,690,16,1399,287
4,30,276,5762,102,25,1270,379
5,29,279,5734,103,36,3032,345
6,28,282,5537,104,38,4420,565
7,27,287,5428,216,39,2728,498
8,26,213,5727,433,45,636,519
9,25,7,237,639,46,2348,25
10,24,102,1,689,51,6524,422
11,23,17,290,106,56,7571,19
12,22,291,80,681,61,6182,458
13,21,296,90,624,70,3798,463
14,20,301,306,623,77,449,427
15,19,307,304,620,87,5995,407
16,18,314,334,536,93,1599,315
17,17,317,297,117,94,857,247
18,16,319,85,121,114,1064,319
19,15,138,92,128,122,116,30
20,14,76,86,260,123,2305,558
21,13,176,35,647,149,866,539
22,12,160,84,642,159,2334,564
147,11,93,39,23,160,6689,212
23,10,259,2,1093,161,657,523
24,9,190,92,1094,169,5303,482
25,8,197,34,1095,180,2441,478
26,7,200,87,1096,181,4176,471
27,6,204,83,1097,182,6016,466
28,5,206,91,1098,195,619,510
29,4,208,21,1099,197,6465,484
30,3,210,32,1100,207,2117,515
31,2,212,275,1101,208,2812,514
153,1,214,36,1102,209,2214,2
4107,32,328,91,1103,231,6203,2
4108,31,215,23,1104,232,2469,1
33,30,217,95,1106,250,2695,5
157,29,219,94,1107,251,2139,36
163,28,220,303,1108,267,934,9
129,27,221,88,1109,292,2105,18
1,26,223,299,1110,319,866,7
140,25,224,89,1111,320,3750,35
2789,23,226,298,1112,321,4758,20
4822,22,228,93,1113,323,5056,13
9,21,232,74,1114,389,4439,22
147,19,234,2398,1115,390,2330,24
2794,18,80,2530,88,391,7878,16
2796,17,178,2453,767,430,4971,28
1455,16,239,153,1116,431,7592,6
2798,14,241,1261,1117,487,281,29
2800,12,246,2882,1118,530,6417,25
2805,11,251,2338,1119,531,300,30
4391,10,256,8,1120,591,1383,11
4289,9,265,1,1121,592,1559,508
4307,8,281,3686,1025,593,1590,4
4823,7,291,26,1125,594,2649,23
4824,6,6,29,3,658,7492,34
4825,5,7,3949,4,735,6436,27
172,4,8,5,5,1026,5266,33
130,3,10,1374,6,1047,2430,10
1,2,12,6,7,1049,2769,19
131,1,13,4,8,1051,4436,37
2,1904,14,1,9,1052,5026,21
134,5919,15,3,10,1053,2544,475
135,5924,17,2557,11,1056,4986,501
3,5925,19,133,12,1058,24,440
1523,33,21,219,13,1062,712,32
1524,32,23,209,14,1063,811,512
1525,31,25,19,15,1064,9584,351
136,30,16,171,16,1065,2823,524
4268,29,27,211,17,1066,3189,457
138,28,18,308,18,1067,10631,491
4,27,29,216,19,1068,7303,490
1527,26,31,141,20,1069,8034,480
139,25,33,217,21,1070,3225,499
141,24,20,190,22,1071,8222,489
6,22,127,80,65,1072,9627,488
7,21,35,15,23,1073,2215,477
8,18,22,62,24,1074,9242,497
9,17,37,1323,25,1075,3682,439
10,16,39,77,26,1076,2907,468
11,15,41,212,27,4136,6912,486
12,14,43,324,28,4137,3509,455
13,13,45,322,29,4787,9055,485
14,12,24,352,30,4788,1461,465
15,11,47,315,31,4789,2203,474
16,10,148,67,69,4790,4124,452
17,9,146,74,89,4791,2944,467
18,8,157,68,90,4792,5365,476
19,7,49,17,32,4793,2194,473
20,6,151,66,70,7007,5394,483
145,5,86,21,74,7008,9749,441
21,4,209,16,2777,7474,3717,532
24,3,3,110,2780,7475,8363,38
25,2,160,16,788,7476,619,493
26,1,347,69,166,7477,7236,550
27,1,348,65,51,9661,9076,262
29,2,13,109,1,10317,2441,32
146,3,216,3,62,10318,9525,500
4954,4,349,18,2786,10319,846,444
151,5,350,73,7196,10320,9263,442
4105,6,351,5,9,10321,591,556
31,7,352,113,65,10322,365,352
155,8,353,321,2802,4,3994,389
156,229,354,192,2809,5,7578,482
4286,230,355,13,2838,14,2641,271
157,231,310,70,2815,17,5165,328
4961,232,356,317,2819,28,3926,254
1552,233,358,316,2832,33,7818,187
4962,234,360,111,194,34,8116,201
4351,235,362,3898,807,38,5573,186
4288,238,363,3902,158,42,1060,205
1576,239,248,3890,252,61,6702,570
130,243,365,1878,253,68,4895,477
131,244,172,506,254,73,5275,552
132,246,156,57,80,80,8729,577
1,247,368,4280,48,81,1870,365
133,249,369,3904,713,86,5448,568
134,250,371,247,2991,91,8565,373
2,251,75,10,86,109,99,470
1522,294,211,81,1232,112,1727,3
1523,297,1,101,52,113,8182,447
1524,299,83,238,1,121,8872,1
135,300,2,48,53,122,2111,508
4267,301,107,8,2,139,2477,503
136,302,112,527,56,147,9919,2
137,303,3,3,57,148,6591,446
3,304,116,78,3,157,7322,454
1525,309,118,2,102,160,2513,451
1526,311,123,29,103,167,7510,493
138,312,126,139,104,168,8915,434
139,313,129,141,58,178,3249,11
140,314,4,204,150,179,1503,4
3475,315,5,157,60,196,8530,452
141,316,148,11,4,205,5667,455
4,317,157,1104,106,229,2970,461
1527,319,164,142,61,247,2195,8
1528,320,8,5398,62,248,5880,17
2158,321,9,7,6,250,6200,6
5,322,10,124,7,265,9504,34
6,323,12,3617,8,287,5796,19
7,2305,14,147,9,292,6146,12
8,2322,16,4045,10,313,2886,21
9,2323,18,3958,11,314,1671,23
10,2324,20,2095,12,316,9775,15
11,2325,11,543,13,317,2797,27
12,2326,22,541,14,322,8343,5
13,2327,13,571,15,388,749,28
14,2328,24,534,16,428,1491,24
15,2329,26,152,17,483,3412,29
16,2330,28,145,18,485,2232,10
