Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM Strict
212,10179,210,35,245,2116,15780,31
213,10200,211,171,246,2117,3334,153
214,10268,212,58,248,2256,16690,91
215,10296,213,266,251,2264,5282,92
216,10300,214,200,254,2265,11223,93
217,10301,215,19,255,2320,16523,19
218,10362,216,50,256,2390,13899,94
219,10382,217,8,258,2397,6005,7
220,10431,218,262,260,2403,13372,95
221,10439,219,10,262,2404,8069,30
222,11188,220,304,263,2405,2245,96
223,11324,221,185,264,2407,16546,127
224,11345,222,14,265,2416,6241,21
225,11346,223,39,266,2420,4028,16
226,11355,224,1,268,2424,1988,23
227,11356,225,30,270,2425,1227,29
228,11367,226,52,272,2426,4429,97
228,11379,20,10933,3257,2427,10142,4579
228,11380,759,5401,1677,2428,8600,244
229,11385,2318,6147,1679,2483,9771,13
230,11417,368,4706,1680,2484,10850,7
231,11421,16,22905,13544,2503,18103,3
232,11447,763,17478,7237,2510,5351,4
233,11470,6569,19534,14814,2593,12211,14277
234,11537,6617,19526,14815,2594,1318,8558
235,11629,31,6304,1686,2595,6358,56
236,11652,776,11477,15379,2605,2638,21
237,11701,5411,3931,1689,2613,1415,20
238,11713,13541,22869,13545,2649,11211,8559
239,11715,38,1857,5252,2650,9334,71
240,11721,13544,22862,13547,2651,12471,8560
241,11732,7969,8372,15380,2656,3530,14809
242,11774,43,4356,1694,2674,918,2
227,11802,24,3538,1676,2677,15826,4
243,11877,781,20577,7259,2678,3790,3
244,11961,52,1496,7262,2679,15191,6
245,11968,57,18691,7265,2686,5000,2
246,12010,783,8243,15381,2972,5391,26
247,12135,2329,9702,17330,3012,15172,19
248,12138,785,9488,17331,3013,13301,17
249,12155,789,11158,17972,3014,18946,34
250,12174,13549,20256,17974,3015,14407,15316
251,12298,5605,10731,17975,3059,5545,18
252,12332,798,1129,7275,3081,15802,1
253,12355,5768,19391,1701,3082,4763,15702
254,12367,2341,642,42,3088,4070,572
255,12473,6411,1117,5256,3133,11068,15629
256,12510,804,697,45,3199,19812,1197
257,12525,13553,689,47,3204,5525,8561
258,12764,13556,690,48,3207,7267,8562
259,12856,4638,1653,5257,3208,742,106
260,13219,83,37,1718,3210,4066,52
261,13407,809,1056,49,3220,9901,169
262,13868,810,11926,15385,3276,5758,25
263,13880,811,7248,15386,3277,15735,37
264,13881,6532,11436,15387,3334,6451,15817
265,13909,5607,3978,1723,3501,11819,24
266,13922,4640,11119,17978,3509,15916,67
267,13925,5918,11341,17979,3546,7391,15810
268,14020,11356,11026,17980,3547,15860,14343
269,14024,6540,11076,17981,3548,2903,15829
270,14046,18,11973,15388,3573,4970,5
271,14099,9058,1134,7311,3574,9223,15441
272,14314,8591,289,51,3575,12278,8563
273,14483,830,11739,15389,3656,2381,40
274,14495,8595,282,52,3678,13608,8564
275,14498,2363,22291,7325,3679,15738,43
276,14505,13562,135,54,3680,10744,4485
11,14628,241,5633,1277,3750,13370,5779
277,14629,841,10316,1727,3757,18947,16
278,14631,66,4088,1729,3768,7587,12
279,14632,8616,333,55,3785,5981,8565
280,14633,117,5721,1732,3793,10924,44
281,14634,22,2211,1734,3799,17117,8
282,14635,849,563,7342,3859,3566,839
283,14636,13566,430,56,3896,3465,14074
284,14637,13198,21135,7351,3899,17142,12732
285,14638,126,3526,18789,4076,3685,123
286,14639,861,1785,7357,4105,6261,39
287,14640,864,11968,1736,4122,11663,181
288,14699,13571,158,62,4126,5256,2790
289,14785,875,22491,7366,4127,8776,143
290,14810,877,250,65,4242,3914,4278
291,14882,13575,21012,7376,4243,13783,8566
292,14884,13578,334,68,4244,18014,8567
293,14886,2398,279,69,4274,15055,3795
294,14888,13582,19407,70,4307,12502,8568
295,14890,892,12105,15396,4334,632,131
296,14892,13588,20393,7410,4338,8433,8569
297,14899,13592,755,71,4347,6311,8570
298,14902,897,1980,7418,4355,14770,208
299,14905,173,15426,19013,4359,2700,66
300,14907,2414,20924,5265,4360,15295,387
301,14910,6437,7629,15400,4361,7805,15772
302,14912,4668,10932,17994,4362,19342,64
303,14918,2440,337,73,4417,4086,3837
304,14922,12681,21181,17995,4420,5348,8571
305,14929,920,12308,19551,4421,12205,48
306,14960,13598,69,74,4437,3107,2717
307,15524,2446,1973,7446,4514,15067,1326
308,15529,8175,640,75,4516,4391,13003
309,15827,8189,338,76,4601,3313,8572
310,15829,2451,10554,15408,4602,2544,337
311,16004,2452,235,77,4629,1526,3849
312,16030,5858,4055,13607,4673,16870,15549
313,16056,13601,111,78,4697,308,2438
314,17101,13605,425,79,4698,3621,8573
315,17103,2467,336,80,4705,8096,3864
316,18151,951,403,81,4817,3631,1938
317,18209,13607,587,82,4820,15813,8574
318,19755,13612,426,83,4821,8204,8575
319,19756,8861,817,84,4835,14830,15723
320,19757,13614,819,86,4836,17439,8576
321,19758,2479,7317,19962,4853,3680,87
322,19760,967,8734,15420,4861,2423,65
323,19761,974,3726,1781,4865,6133,271
324,19762,4696,19459,14826,4875,9266,275
325,19763,988,20910,5286,4876,3560,308
326,19858,13619,21164,7489,4900,5719,8577
327,20151,13249,23751,13638,4901,6320,14167
328,20229,4708,841,5287,4902,15927,3659
329,20231,4713,732,5288,4916,6176,2367
330,20232,4720,1691,5291,4917,5465,1509
331,20239,4721,852,5294,4918,19554,3649
332,20243,4731,839,5296,4942,17932,3634
333,20244,4748,861,5298,4943,6116,3604
334,20900,4769,1837,5299,4944,1537,1543
335,21709,1012,733,5301,5025,1713,1993
336,21710,4779,875,5304,5096,9573,3570
337,21711,4788,1568,5305,5167,675,1558
338,21712,4839,1471,7520,5223,4494,2341
339,21713,1029,21736,7523,5248,2628,645
340,21714,4876,871,5309,5249,1787,3457
341,21715,4883,727,5310,5250,17787,2331
342,21716,4891,966,92,5371,2511,2329
343,21717,4921,840,5314,5384,3540,3405
344,21718,1063,1638,5316,5465,9212,1225
345,21719,1064,19425,96,5467,10228,269
346,21720,4947,876,5320,5485,11873,3374
347,21721,1075,8222,15453,5492,13762,421
348,21722,4974,883,5322,5494,11795,3344
349,21723,4982,18636,7544,5501,16804,1398
350,21724,4986,1074,5325,5521,2949,622
351,21725,4997,872,5326,5550,6571,3316
352,21726,5006,22640,13672,5551,12707,2313
353,21727,5020,8992,15460,5552,3868,1116
354,21728,5025,823,5328,5567,4110,3287
355,21729,1100,739,5329,5580,1976,1125
356,21730,5102,882,5331,5595,2932,3207
357,21731,4554,838,5332,5599,3339,3808
358,21732,2559,20838,7566,5665,9337,633
359,21733,4574,1654,5334,5677,5216,851
360,21734,2569,288,100,5685,11530,3966
361,21735,2571,1250,7571,5698,3575,534
362,21736,8884,648,15469,5699,4505,15531
363,21737,8329,556,5338,5700,10323,15289
364,21738,13625,234,102,5701,5596,8578
365,21739,13630,545,103,5702,3629,8579
366,21740,8372,216,105,5726,17151,8580
367,21741,2599,402,107,5738,3481,1880
368,21742,13632,1281,7578,5803,9366,8581
369,23506,2600,287,109,5824,11866,3997
370,23507,1184,1655,5347,5825,13463,1023
371,23508,13636,89,110,5826,6328,1675
372,23511,13640,729,111,5827,423,8582
373,23513,1185,412,112,5828,10450,2117
374,23584,13239,414,113,5890,4037,13724
375,23585,13645,215,114,5892,11942,8583
376,23586,8938,332,115,5893,5858,8584
377,23601,8408,23921,13690,5894,1444,13268
378,23605,2626,286,116,5895,15582,4023
379,23630,13649,1257,7589,5896,10082,13627
380,23631,13654,34,117,5897,4738,1077
381,23639,13659,499,7593,5949,7098,14703
382,23640,8421,348,118,5950,14890,8585
383,24178,13663,526,119,5951,10641,14388
384,24211,13164,523,120,5952,263,15075
385,24225,13664,1550,121,5953,791,13689
386,24455,13669,546,122,5954,6781,13161
387,24478,13672,428,123,5963,9132,13071
388,24504,13677,32,124,5970,5353,946
389,24531,2645,396,125,5971,3119,1874
390,24532,9040,240,126,5972,3235,8586
391,24593,13679,450,127,5983,12375,8587
392,24658,13683,449,128,5984,6960,8588
393,24702,13685,1045,7600,5985,14989,8589
394,24725,8469,1050,7603,6018,11825,12862
395,24734,13690,1044,7606,6020,16182,8590
396,24736,8474,1051,7609,6037,10064,12783
397,24739,1219,406,129,6043,16023,2111
398,24838,1221,2079,5376,6051,5256,1267
399,25054,13694,1748,19559,6052,2067,12721
400,25100,13697,650,15520,6085,9659,8591
401,25392,13700,91,130,6098,6159,761
402,25414,13704,1289,7618,6269,15498,8592
403,25518,2673,7704,15526,6274,4987,988
404,25624,300,12190,15528,6276,4261,1662
405,25777,13707,145,131,6332,4292,735
406,25806,13708,28,133,6398,197,726
407,25853,13251,18456,7635,6423,17885,8593
408,25868,13711,10696,18022,6424,2038,8594
409,26027,7249,515,135,6448,4210,14160
410,26094,7285,507,136,6449,10268,8595
411,26152,7292,508,137,6450,4205,8596
412,26314,1279,2021,5379,6467,9924,614
413,26315,13713,21008,7645,6481,12731,8597
414,26321,13716,11,138,6482,13606,592
415,1,13717,139,140,6494,10983,582
416,1,13719,1292,7651,6503,15061,8598
417,2,2698,347,141,6504,3414,4095
418,3,13723,285,143,6505,588,8599
419,5,13727,20,144,6506,1495,524
420,7,13730,12515,20108,6554,11909,15744
421,8,13734,1804,5381,6567,6319,8600
422,10,12438,482,145,6568,13188,15019
423,12,1304,481,146,6578,8867,1055
424,29,13739,730,147,6579,5089,8601
425,30,13743,10,148,6601,15238,422
426,33,8650,21717,7668,6604,7768,14319
427,43,13747,18614,7669,6607,117,13717
428,46,13752,137,149,6608,13264,328
429,51,13756,611,151,6611,14823,8602
430,56,13760,615,152,6614,18120,8603
431,57,13762,610,153,6626,8742,8604
432,66,13767,614,154,6653,12032,8605
433,111,13770,176,156,6675,5692,277
434,115,6695,603,157,6689,2064,15382
435,134,13774,138,158,6694,5613,143
436,138,13778,8603,20390,6695,2689,15390
437,141,13780,1004,159,6696,5091,14053
438,225,13013,19560,14832,6802,3054,15490
439,295,5883,537,160,6803,11796,14983
440,312,13784,242,162,6804,905,8606
441,322,13788,590,163,7077,13110,8607
442,323,2750,18252,7696,7079,4082,492
443,325,7381,21612,7698,7080,7024,15244
444,326,12770,629,165,7081,4356,8608
445,328,13791,20672,7702,7082,4294,8609
446,345,2759,472,166,7083,19546,1369
447,364,2790,1480,7706,7120,16054,1388
448,391,2857,241,167,7142,6101,4254
449,395,2869,382,168,7156,17404,4266
450,400,2874,416,169,7158,13373,1845
451,401,2889,342,170,7159,4975,4286
452,406,2900,410,171,7193,6304,1843
453,407,2915,237,172,7254,1282,4312
454,409,2957,479,173,7255,19786,1395
455,413,2961,1499,7728,7256,10662,1386
456,590,2971,218,175,7259,5416,4368
457,642,2979,339,176,7276,16219,4376
458,760,2995,405,177,7321,18802,1824
459,1051,3006,633,178,7426,17867,1157
460,1052,3018,291,179,7496,9053,4415
461,1053,3081,341,180,7497,17982,4478
462,1076,1359,993,181,7555,16327,1014
463,1089,3089,417,182,7556,2371,1812
464,1167,1364,398,183,7628,18340,1527
465,1478,3101,253,184,7647,12295,4498
466,1547,3116,217,185,7648,10071,4513
467,1752,3125,701,186,7649,1354,481
468,2075,3127,411,187,7650,13541,1805
469,2194,3169,290,188,7680,10423,4566
470,2737,1374,480,189,7694,4157,1657
471,2808,3259,399,190,7697,111,1784
472,2890,3327,284,191,7709,10282,4724
473,2901,3352,23477,7762,7716,3891,589
474,2917,3368,236,194,7759,12065,4765
475,2920,3371,379,195,7760,17223,4768
476,2921,3407,434,196,7761,2698,1756
477,2922,3436,12220,15562,7762,681,1511
478,2941,3468,380,197,7818,5862,4865
479,2956,3473,467,198,7819,1452,1475
480,3046,3551,1469,7771,7820,1768,1729
481,3067,3649,343,199,7829,7851,2769
482,3071,3669,257,200,7839,12224,2749
483,3111,3673,294,202,7840,16004,2745
484,3115,3693,346,204,7858,13927,2725
485,3212,3708,987,205,7859,11239,1342
486,3244,3722,469,206,7868,2903,1347
487,3250,3765,239,207,7880,6327,2653
488,3300,3778,381,208,7925,2114,2640
489,3397,475,6447,1941,7951,6348,2231
490,3442,3812,220,209,7952,10991,2606
491,3604,3813,345,210,7985,12251,2605
492,3605,3824,1777,7795,7994,4492,1618
493,3610,3842,293,212,8010,7374,2576
494,3612,3902,344,213,8018,3694,2516
495,3725,3945,475,20633,8019,4114,1368
496,3745,3948,404,216,8020,16827,2508
497,3771,3994,8103,15569,8076,11629,722
498,3776,4034,468,219,8098,90,1477
499,3783,4059,238,220,8099,17160,4820
500,3786,4070,475,222,8101,3717,1565
501,3787,4101,219,224,8102,5113,4718
502,3814,4114,340,226,8123,4900,4697
503,3815,4141,516,228,8217,18954,1099
504,3830,4163,255,230,8218,14657,4569
505,3871,4204,292,232,8521,1993,4474
506,3924,4205,397,234,8560,14505,1484
507,3949,4215,373,235,8589,13963,4422
508,3951,4221,415,237,8592,5323,2446
509,3958,4226,445,240,8606,472,1337
510,4009,4284,18402,7832,8607,15237,1273
511,4022,4298,20486,7835,8608,10956,2433
512,4033,4315,374,243,8609,9715,4187
513,4071,4350,318,246,8646,19005,4112
514,4077,4362,254,248,8656,7452,4084
515,4078,4369,392,249,8665,16132,4068
516,4390,518,6455,1949,8677,7173,1639
517,4451,4445,21064,7848,8682,8062,2412
518,4452,4452,230,251,8683,1308,3921
519,4453,4457,22278,7855,8715,19563,1106
520,4460,1461,996,252,8716,2302,843
521,4487,4475,21868,7860,8717,84,2404
522,4488,4481,317,253,8756,1936,3881
523,4489,4490,329,255,8760,18569,3874
524,4490,13803,24,256,8769,13099,3122
525,4491,13806,372,257,8823,7643,8610
526,4492,13810,1298,7883,8824,5478,8611
527,4493,13814,11285,18097,8825,17708,14391
528,4503,11511,21068,258,8826,16486,14392
529,4511,12449,420,259,8827,15692,15278
530,4513,13816,12087,7889,8828,7561,14908
531,4515,13820,20487,7891,8829,11549,13773
532,4551,13822,1399,7896,8842,9194,8612
533,4553,13826,552,260,8843,13280,15678
534,4564,13828,1413,7900,8883,7745,8613
535,4565,13833,1398,7903,8888,19798,8614
536,4580,13836,1424,7906,8892,5712,8615
537,4587,13840,1412,7908,8893,19636,8616
538,4591,9779,12086,7912,8894,1510,15115
539,4592,8830,10776,7915,8919,1163,15388
540,4593,13845,1415,7918,9001,14507,8617
541,4594,13848,1428,7921,9002,1696,8618
542,4595,1494,1301,7922,9003,702,1379
543,4631,6252,19303,7925,9004,5055,14727
544,4634,13850,2198,7926,9005,1656,8619
545,4635,13855,109,263,9066,19169,4146
546,4715,13859,130,264,9156,3580,4158
547,4716,13864,1015,5419,9261,294,8620
548,4717,13868,21011,7933,9262,3509,8621
549,4718,13871,20264,7936,9263,3055,8622
550,4719,7376,518,267,9264,6676,8623
551,4727,1576,12101,15589,9265,18590,1012
552,4731,1603,320,268,9266,15276,2999
553,4744,1613,256,269,9267,15889,3009
554,4750,1615,393,271,9268,7621,3011
555,4753,1648,1499,5429,9269,1142,1019
556,4756,1667,18634,7952,9270,1383,1483
557,4763,1676,376,277,9271,4925,3072
558,4904,1689,276,279,9272,833,3085
559,4948,1715,742,281,9273,5294,2018
560,5220,1779,330,283,9274,13938,3175
561,5866,1822,1993,5431,9275,4422,2007
562,6022,1823,319,288,9276,4966,3219
563,6062,1846,395,290,9423,3736,2005
564,6243,1851,673,18104,9424,11783,558
565,6272,1860,228,293,9425,8100,3256
566,6296,1862,20519,19594,9426,9682,1121
567,6302,1904,409,295,9451,2098,1992
568,6384,1910,370,296,9452,16971,3306
569,6428,1926,5481,1993,9472,6014,1119
570,6456,1932,313,297,9485,4129,3328
571,6511,1950,252,298,9486,6132,3346
572,7054,1958,707,299,9511,12173,561
573,7056,1969,19440,300,9549,9281,1115
574,7057,1976,1844,5440,9550,19443,1664
575,7059,2018,519,301,9551,18450,918
576,7060,2026,5427,2002,9552,6250,1631
577,7061,2130,226,304,9553,16106,3526
578,7063,2152,367,305,9554,4685,3548
579,7304,2159,274,307,9555,8290,3555
580,7305,2167,541,308,9556,4996,1086
581,7621,2209,1846,5444,9557,16936,1936
582,7827,2211,327,309,9558,1061,3606
583,8117,2225,369,310,9593,2273,3620
584,8315,2243,311,311,9607,5163,3638
585,8556,2248,1926,2010,9608,5845,1514
586,8599,2275,391,312,9629,8466,3671
587,9098,2300,225,313,9634,7755,3696
588,9190,2308,501,314,9649,105,1224
589,9198,13878,20502,19595,9662,7303,8624
590,9844,13882,53,315,9663,10255,4264
591,10055,13885,326,316,9668,4406,8625
592,10112,9658,1010,317,9669,14539,8626
593,10151,13889,1296,8050,9684,10382,8627
594,10153,13891,21637,318,9715,940,8628
595,10156,12818,11219,320,9770,9978,14758
596,10160,13893,22774,13910,9771,8301,8629
597,10161,13897,22756,13911,9772,15832,8630
598,10167,13900,4582,322,9991,9607,14163
599,10169,13903,21048,323,9992,4171,8631
600,10172,5968,20373,324,9993,15611,15676
601,10258,13907,229,326,10025,12730,8632
602,10273,13359,18498,8094,10026,18269,8633
603,10276,13911,18247,8100,10084,877,8634
604,10357,13913,328,328,10090,19349,8635
605,10381,6164,471,329,10096,1049,8636
606,10430,13917,194,331,10097,11276,4610
607,10724,8724,714,332,10098,4228,8637
608,11076,8727,713,333,10191,16635,8638
609,11183,13920,608,334,10205,603,13440
610,11354,9083,19323,8117,10235,663,15539
611,11384,13923,20460,8119,10236,973,8639
612,11416,13926,20464,8123,10237,4003,8640
613,11454,9138,275,337,10248,924,8641
614,11514,13931,732,338,10249,10729,8642
615,11523,9142,371,339,10250,13100,8643
616,11529,13936,315,341,10251,4933,8644
617,11532,13941,150,342,10252,4265,5305
618,11537,13946,407,343,10253,14717,13793
619,11609,13949,797,8141,10366,4298,8645
620,11636,13954,227,345,10612,4298,8646
621,11638,13958,43,346,10643,19897,5645
622,11651,9143,368,347,10665,17194,8647
623,11665,13961,82,349,10776,3990,5771
624,11876,13964,1625,350,10789,10537,14088
625,11960,13966,280,351,10795,4950,8648
626,11964,9148,283,352,10796,1411,8649
627,11965,13970,151,354,10797,3877,2960
628,11967,13972,44,355,10798,8627,2952
629,11984,13976,199,356,10799,6715,2932
630,12005,13979,125,357,10853,12883,2931
631,12013,13983,102,358,10860,17677,2919
632,12017,10338,278,359,10873,16684,8650
633,12154,10344,4541,5467,10877,483,14364
634,12303,13987,377,360,10878,16242,8651
635,12367,13992,19495,14851,10879,1388,8652
636,12409,6625,706,362,10899,406,13439
637,12428,13996,146,363,10900,15629,2884
638,12506,14002,20850,8173,10901,964,14384
639,12521,14007,18236,8175,10902,7728,8653
640,12524,14010,1274,8177,10903,18888,8654
641,12763,14013,231,365,10965,1519,8655
642,12822,14016,98,367,10971,1522,2819
643,13118,14020,74,368,11001,13632,2818
644,13412,14024,1065,369,11002,405,8656
645,13841,14028,56,370,11061,9797,2799
646,13868,10304,22578,13924,11062,10032,8657
647,13881,14032,92,372,11063,8696,2788
648,13889,14035,1112,373,11136,1508,8658
649,13921,14040,132,374,11138,13102,2771
650,14188,14042,20710,8208,11173,4135,8659
651,14293,14043,107,375,11174,11142,2755
652,14359,13377,18454,8212,11175,10456,8660
653,14465,14046,93,378,11226,4322,2746
654,14504,10351,378,380,11260,566,8661
655,14567,14047,55,381,11263,5990,2740
656,14711,9153,322,382,11267,7869,8662
657,14785,14051,638,383,11268,2339,8663
658,15503,14054,105,385,11269,14245,2728
659,15616,14061,1064,386,11270,14697,8664
660,15829,9155,331,387,11312,1896,8665
661,16055,14064,18335,8239,11334,6596,8666
662,17102,14069,51,388,11335,1260,2554
663,18140,14072,208,390,11336,564,2549
664,18142,14074,63,391,11358,3236,2537
665,18145,14078,170,392,11378,8593,2534
666,18153,14081,62,393,11397,11652,2521
667,18154,14088,161,394,11398,3121,2514
668,18155,14091,7,395,11399,4519,2513
669,18156,14095,433,396,11491,19121,14429
670,18157,10356,23249,13951,11494,14506,15001
671,18158,14097,17,397,11495,1602,2489
672,18159,13381,18485,8250,11496,1927,8667
673,18160,14101,167,398,11497,4994,2481
674,18161,9705,451,8254,11545,4834,14794
675,18162,14106,281,399,11569,17898,8668
676,18163,14108,1,400,11570,19067,2453
677,18164,13383,18500,8260,11584,6395,8669
678,18165,6268,1671,8262,11586,2305,8670
679,18166,14112,21123,8265,11588,4101,8671
