Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM Strict
32,30,451,4,138,3807,207,579
33,29,148,1,71,3808,222,286
34,2,215,4,151,3809,173,341
33,1,222,25,156,3810,1041,217
34,1,228,1,157,3814,930,218
48,2,254,6,177,4893,2246,252
1,6,246,2,175,4894,1028,297
1,3,115,1,150,4895,1899,200
2,34,11,3,143,4896,1191,5
1,33,89,29,1,4897,1485,175
2,6,194,1,2,3436,1143,152
3,5,92,2,3,3437,1452,31
4,4,9,17,4,3453,2498,1
5,3,97,1,5,3455,122,32
5,2,168,9,7,4645,2914,139
5,1,248,1,8,4646,394,213
6,1,111,1,36,4651,978,22
6,35,114,3,38,4653,3321,21
2,34,144,1,40,4819,937,143
6,33,185,4,42,4888,1225,160
3,32,103,1,41,4889,1645,162
7,31,214,1,42,4890,671,128
8,30,181,6,55,4891,1857,334
9,28,250,2,53,38,982,211
9,27,234,7,1,40,1460,194
9,19,241,18,1,109,572,195
74,15,575,1,2,4029,2083,269
131,11,385,2,1,4030,881,192
65,10,495,3,2,4034,2972,270
66,1,580,213,3,4618,492,200
67,4,197,2,4,4619,1576,392
68,31,584,4,5,4620,4776,201
69,16,382,3,5,4621,2211,258
70,6,479,2,5,4635,3509,514
235,5,316,1,6,4637,3359,83
110,2,14,1,6,4638,850,62
115,1,200,1,2,955,880,326
250,1,207,1,202,980,3334,408
4,11,213,1,3,981,4066,148
55,10,306,8,386,3374,528,483
2,1,215,11,6,3375,3308,149
1,1,59,1,7,3384,2431,3
2,1,123,2,7,3934,1143,84
1,1,271,5,7,3935,522,349
2,4445,552,30,59,3946,74,337
3,2,593,64,108,3948,231,419
4,1,416,1,142,4883,1753,273
5,2,423,61,6,4884,1712,186
6,3,432,36,7,4885,1522,32
1,4,436,1,8,25,2590,187
3,5,441,2,9,78,844,188
51,3504,448,1,141,3269,1605,189
4,1,451,1,194,3270,3002,269
109,4,454,32,5,3273,952,27
200,44,311,1163,59,3274,1271,287
4,61,388,5,43,3275,637,327
5,4502,1,170,44,3699,2176,1
5,296,318,1,233,4426,240,494
98,3394,487,41,162,4785,2051,285
186,4,277,2,90,4787,1686,337
187,1,283,1,95,4789,877,322
125,4502,13,10,169,4881,1037,201
1,4,12,1,2,3425,3046,20
2,6,381,1279,49,3426,712,451
2,7,229,8,3,4660,129,257
4,8,369,1,47,4661,1140,431
2,1,405,10,5,4662,1912,355
2,3,408,4,6,4663,1194,348
110,2,258,1291,2,4664,2337,198
83,1,295,5,1,4873,490,404
1,1,292,1223,2,4876,2701,411
2,2,265,21,3,4877,1935,199
3,42,385,3,5,4878,3245,421
174,2,273,1190,7,4879,2767,107
206,3,403,11,8,4,2799,478
46,4,3,8,1,62,2126,7
1,6,301,4,41,4495,635,128
2,5,207,1,87,4496,1134,67
103,4,295,1,45,4497,1925,330
83,3,562,2,55,4498,1710,369
1,2,214,1,132,4499,462,247
1,1,439,2,72,4500,1604,374
2,2,212,4,6,4596,170,230
1,4493,150,1,7,4602,432,55
95,1,47,150,6,4858,1402,183
96,1,109,1,70,4874,1392,106
97,16,253,13,21,63,1675,187
98,11,43,3,117,103,673,65
113,4,103,4,118,367,70,44
114,1,159,1,4,3446,1079,156
115,1,375,6,91,4026,902,291
1,2,39,4,1,4067,361,86
1,3,170,2,2,4488,1307,314
2,3928,415,15,2,4491,197,380
3,3930,382,1,2,4636,1141,332
4,5,146,37,2,4641,1235,254
5,5,383,2,77,4646,541,390
3,4,620,3,55,4871,1174,244
2,1,460,1,1,387,1970,419
8,1,231,1,2,422,633,35
9,2,155,4,3,649,3168,325
153,3,461,1,105,4467,37,363
523,1,355,5,66,4472,2878,378
1,1,462,2,104,4765,479,293
5,2,278,1,403,4860,489,506
1,3,532,104,110,4863,1251,366
97,3,208,1270,144,4865,196,139
1,4,81,4,1,4867,1038,140
2,4480,163,3,2,4868,1112,116
2,5,2,1,70,4869,483,2
3,4,383,2,55,48,1264,304
4,5,82,848,10,82,875,95
4,1,186,1,1,141,1396,153
10,1,344,1,1,3186,324,219
1,2,68,2,2,3187,4028,77
37,10,276,1,1,3651,4161,296
59,11,233,4,90,3654,1696,141
98,7,381,10,25,3655,351,325
15,1,472,2,26,3656,3670,373
16,10,349,75,27,3657,406,89
17,5,355,12,24,3658,3683,90
57,1,99,27,27,2519,1408,176
1,2,252,284,28,2520,699,77
26,3,104,1,29,4088,1120,41
1,1,257,3,198,4089,730,210
64,3,288,1,2,4591,277,440
50,4,146,12,1,4593,1561,28
27,2,250,9,1,4594,1373,153
152,1,16,1,2,4608,1796,36
152,45,3,1,3,4804,1480,61
1,1,154,105,4,4854,2780,35
11,2,152,1,5,4856,3258,105
12,1,253,5,2,63,3501,92
1,40,259,3,8,745,2467,53
61,2,262,1,9,754,1585,54
2,1,267,1,5,755,221,75
58,1,91,5,32,774,265,143
18,2,186,2,20,782,212,152
1,3,88,1,54,3330,1129,104
2,1,124,3,48,3340,626,134
2,2,54,11,31,4455,2438,25
2,3,6,8,44,4468,1812,111
3,51,140,6,1,4851,1348,137
29,3,147,90,1,119,555,132
75,3453,180,30,14,1148,1625,115
76,3456,50,1,1,1345,2615,131
71,2,194,3,2,1350,3654,302
4,5,42,1,2,1351,2749,7
146,1,234,5,3,1352,3889,170
1,4,154,1,4,1389,3027,436
2,1,384,60,4,1681,2180,337
4,1,434,849,9,4847,1048,340
1,3,192,7,1,4848,2540,163
1,1,187,43,47,4849,1008,441
2,1,389,2,77,37,3498,351
2,2,623,22,40,1821,908,241
3,1,313,14,10,1822,920,408
14,2,373,106,11,1924,1801,144
4,2,376,1964,12,1991,151,254
4,4,385,6,6,3892,60,255
4,5,389,9,7,3902,1351,439
5,6,169,5,1,3905,774,158
6,7,248,4,1,3906,2175,297
7,1,178,1,57,3907,2311,249
8,1,119,2,39,4844,780,94
8,4,374,2,23,491,2778,263
9,1,383,1,29,492,3099,267
10,1,405,1,100,493,97,375
11,2,4,2,1,494,1995,184
12,1,290,1,1,935,256,332
13,3,299,1,2,941,2787,229
18,3,555,11,50,945,41,375
8,1,561,28,104,947,2075,238
9,1,6,2,17,948,4143,85
10,2636,230,9,14,4827,1321,235
11,4713,262,3,45,4828,2450,435
18,2,389,29,1,16,575,388
11,1,93,9,2,43,4184,392
12,2,597,1,2,135,3608,183
59,3,134,2,2,3138,3172,284
60,4,349,2,3,3147,1721,196
61,5,3,1,22,3148,2623,2
62,6,601,2,59,3643,2875,213
62,6,604,5,60,3644,946,117
21,7,607,1,4,3645,2054,215
68,8,310,1,17,3646,1729,496
69,5,611,1,58,3651,2315,222
70,8,66,4,4,3176,1861,102
71,9,51,16,2,3181,2621,107
72,2637,118,1,93,3184,1869,10
73,950,389,1,1,3185,1818,357
74,1265,384,4,88,3187,831,392
64,1266,274,1,1,3188,389,168
74,1269,223,4,1,3189,1116,234
75,1270,279,3,2,3190,32,207
67,1271,226,2,2,3191,1209,314
76,2627,360,2,406,4824,1593,278
76,4707,236,2,3,18,396,150
15,9,278,1,3,75,1084,453
20,11,286,38,3,3168,954,89
96,12,296,11,4,3173,1521,90
7,2,300,1,5,3175,1113,91
52,2,303,1,6,3184,494,311
117,5,308,22,7,3647,1790,292
118,2,362,1,1,3658,2739,289
1,1,367,1,2,3659,3225,27
141,2,369,1,62,4361,2767,231
3,3,371,3,3,3724,4019,304
3,4,374,2,4,3727,91,282
39,6,360,95,5,3728,1482,426
1,4,474,2,12,3729,1428,353
2,25,229,1,2,3730,1215,89
3,2648,233,6,3,3731,2383,109
2,141,236,2,4,3732,2128,270
136,5,241,4,5,3733,255,356
94,5,313,1,5,3795,1055,494
1,1,319,3,6,4512,3129,290
2,2,243,1,12,3494,4672,76
3,3,247,2,13,4296,56,77
4,4,254,1,14,4297,1697,225
5,5,259,3,15,4371,1042,294
106,4,263,1,11,4374,3041,78
133,5,280,1,5,4390,2721,334
134,5,284,4,4,4816,726,137
135,5,285,8,3,4818,1213,211
71,6,58,6,19,4819,943,284
72,7,289,15,20,4820,1032,212
53,4,293,29,21,45,2381,66
93,1,296,1,134,2626,1564,153
94,26,298,80,22,2630,876,67
95,5,300,3,23,2638,1497,68
94,4,302,1,24,2645,1218,69
74,4,303,4,16,2657,760,163
1,2,39,1,24,4221,1807,320
513,2,46,2,25,4234,1045,187
562,3,55,11,18,4235,1569,306
563,2,60,1,26,4236,4832,192
564,1,242,1,26,86,1823,300
565,4,83,3,15,2484,185,250
566,4,434,247,19,2485,1220,470
567,2,622,6,7,4158,1332,328
105,1,624,2,71,4159,1163,187
568,1,625,1,72,4161,1576,120
569,1,624,1,26,4162,593,529
570,2,53,1,1,4165,1213,184
571,4014,489,2,80,4172,460,251
572,4017,493,3,53,4173,1179,252
573,4,384,67,3,3432,685,249
585,1,518,3,3,4637,1737,268
586,7,24,37,30,4648,2836,113
74,3,524,1,2,4676,2686,336
1,1,353,264,1,4798,297,347
2,1,265,67,2,4799,369,177
166,2,266,60,3,4800,4151,116
2,3,19,3,36,4809,565,9
3,4,46,2,74,4810,3884,136
4,5,386,1,385,4811,1629,408
4,6,362,2,1,2466,350,41
5,7,367,3,2,3406,1624,40
1,8,371,4,3,3688,981,257
31,9,372,7,4,4062,1583,428
6,10,387,22,26,4074,2615,343
7,11,103,1,72,4076,51,12
1,12,453,2,73,4623,3219,171
170,4033,315,3,74,4641,1173,311
103,4034,444,8,35,4791,228,313
1,4198,500,4,31,4795,1815,221
54,4200,504,2,32,147,336,311
172,4201,508,49,28,274,975,310
176,18,323,3,48,374,68,159
177,4372,324,57,49,770,4006,160
84,4373,325,2,50,1928,1359,161
2602,4042,164,557,35,1948,118,293
2603,4045,91,3,1,1949,567,48
74,12,271,1,560,1950,2559,53
58,1,403,4,17,4746,1633,280
4,5,306,35,16,4789,153,451
5,1,412,3,15,144,3714,225
5,4,418,2,14,236,576,156
6,1,427,10,13,2198,3850,157
7,4,435,1,12,2199,4369,238
8,5,239,1,538,2200,2624,486
61,6,445,1069,11,2201,3648,239
18,7,454,183,10,2211,206,240
163,4364,458,63,9,2212,1863,41
19,4365,466,1,8,4784,787,36
1072,14,473,1,7,4785,1664,35
1048,4,478,2,6,26,1765,32
988,2,483,1,11,729,499,158
1053,1,489,8,18,730,232,23
1058,1,110,5,6,733,343,103
1069,4727,482,495,5,1701,2228,226
983,771,179,1,213,1826,3471,436
984,5,199,10,1,1828,2716,270
985,11,8,4,2,2237,3522,34
986,1,203,1,2,3864,801,271
987,1,379,1,3,4782,927,372
988,2,204,62,4,2969,3395,175
989,10,344,3,4,2997,415,279
181,4,3,1,5,2998,4543,122
51,3,4,1,1,2999,721,33
52,2,3,4,39,3298,3657,98
53,2,380,2,39,4771,3520,255
52,2,7,10,5,4772,479,124
54,1,13,34,6,4773,1141,123
55,2,347,36,1,4778,1234,157
56,3,297,37,7,4780,406,235
1,4,292,31,1,109,3916,274
2,5,175,3,19,3254,2363,381
2,5,152,30,8,3675,1307,121
3,31,156,2,9,3676,3889,122
3,34,326,1,17,3678,1828,342
4,35,195,293,2,3680,1348,220
10,36,200,107,3,3681,3084,221
1,37,53,1,3,3682,560,116
11,38,277,1,4,4756,2937,160
60,39,188,1,5,4769,3068,133
61,40,281,1,118,54,398,162
45,4,387,1,1,256,1480,328
1,5,389,1,2,802,1440,326
2,6,394,1,36,3230,1820,571
1,7,483,22,24,4746,787,442
2,4459,331,1,25,4755,213,435
2,19,268,3,11,4760,2325,311
46,21,299,1,72,4762,516,489
15,22,441,24,40,4764,3053,302
14,23,447,2,39,4766,2033,167
15,4026,452,7,21,356,528,257
16,4027,386,2,34,394,1045,333
68,3,387,2,33,399,399,241
77,4,220,2,46,626,3627,365
1,5,338,1,9,3878,3744,265
59,6,343,37,11,4433,2792,226
60,7,349,2,17,4734,2310,266
2,8,355,3,18,4739,1267,233
50,9,357,1,19,4743,2100,161
173,8,362,19,20,4744,831,269
75,10,365,2,21,26,1870,270
1,7,369,1,22,27,376,271
1025,9,373,2,23,3129,296,268
94,5,401,1,48,3131,2500,369
179,4,509,1,38,3132,150,403
51,5,198,19,932,3627,1606,122
165,4063,285,11,12,3628,4269,105
362,4067,290,1,13,3629,812,102
363,4338,298,3,14,3630,319,411
212,1,296,1,13,3632,834,413
19,3,209,3,15,1100,787,38
1,3,321,8,16,1171,1273,464
2,4,327,1,337,1172,486,411
3,1,245,2,1,1173,2193,153
4,13,68,1,2,1174,218,29
5,9,139,7,2,1175,1918,173
28,4,10,1,3,1176,2829,29
29,4054,177,26,3,1177,1444,158
1,4057,67,1,4,1343,240,56
78,2,345,3,4,1345,1975,352
78,1,149,27,1,1093,3913,144
2,4,151,1,5,1110,2469,136
26,3,183,28,34,1111,3673,58
89,5,377,1,35,1112,702,246
141,6,407,1,1,1113,1931,299
7,7,144,1,2,1114,1129,1
1,2,551,1,1,4726,4701,300
2,1,249,1,2,4727,267,367
1008,3999,266,11,2,4728,755,195
9,4010,257,1,13,4729,4357,366
100,4042,290,2,282,115,1815,297
1,5,49,4,2,116,1427,159
384,1,115,1,1,3630,1478,175
506,2,79,761,2,3635,3680,113
507,1895,130,679,3,3638,1343,55
508,1896,209,721,1,3639,978,154
858,2,242,2,38,3644,35,155
859,1,247,1,39,4343,767,156
504,27,291,1,2,4724,264,333
1,4,251,2,30,56,161,392
2,1,296,3,30,57,4384,266
346,2,166,1,1,3157,1320,380
673,3,107,6,130,3160,3029,65
241,4,280,1,128,3162,1322,139
402,5,157,2,38,3165,3869,89
403,6,335,1,30,3629,3333,139
7,7,162,1,81,3640,1201,87
171,7,83,4,78,4721,2554,120
334,8,117,1,77,828,1294,223
335,25,50,6,69,829,2461,30
336,4311,301,5,1,2721,3562,113
498,4,307,1,2,3682,52,114
2,5,310,1,3,3692,221,115
50,1,314,2040,4,3727,1657,116
2,2,321,1302,5,3775,1831,289
2,3,307,82,293,4718,2337,432
2,3,196,650,12,4719,2272,139
2312,4,205,39,1,1393,2326,290
6,4,287,1,1,1542,2716,292
7,4,107,2,10,1543,2523,156
935,5,111,1,6,1544,2558,202
2,3,374,2,1,2586,2744,323
59,1,377,4,2,2709,318,364
234,4,297,2,19,4714,1057,116
1,1,304,1,22,4715,978,65
2,5,451,1,38,4716,733,283
3,3,89,11,405,4699,52,42
3,2,530,1,1,4700,824,426
4,1,249,1,1128,4705,772,394
5,2,587,2,321,4706,245,379
6,26,590,9,20,4707,2289,331
7,5,592,2,19,4708,370,380
7,1,594,4,403,4709,1032,417
8,41,349,13,9,4710,2558,215
1,13,355,1,10,4712,3734,148
80,5,358,3,11,195,1368,149
81,1,51,1,56,796,39,313
82,4281,423,1,1,797,31,6
82,4282,545,2,1,4607,1309,302
134,5,546,7,2,4662,1945,191
150,1,265,6,1559,4663,2410,192
1,2,266,1,87,4665,1681,266
2,5,266,7,2251,4698,4091,327
3,1,451,1,60,4699,1581,189
3,836,452,2,59,3482,218,389
4,3984,453,1,64,3483,700,388
5,3988,317,1,103,3484,872,268
5,5,152,14,102,4087,593,245
5,5,326,1,83,4090,1133,246
6,1,336,28,82,4599,1150,1
2,2,340,3,81,4600,1613,78
6,2,451,2,257,4601,575,227
7,1,145,66,2,4602,2485,224
8,1,379,1,2,41,790,184
9,5,88,1,6,154,1524,3
10,10,513,1,345,2483,2399,458
10,4,352,1,1,3245,2221,264
11,1,246,8,26,3246,256,202
11,4,169,2,6,4156,3534,191
8,1,399,4,9,4157,1392,424
1,884,404,1,248,4386,1795,289
137,888,490,2147,284,4597,1120,525
138,4,410,1,229,71,1524,290
153,1,418,3,2,3963,4234,299
2,1,325,2,174,4037,1061,189
70,2,8,1,231,4038,3347,9
70,5,250,2,1,4559,3299,260
34,4,106,1,2,4576,145,125
128,2,251,2,3,4584,3933,102
24,1,55,4,3,4591,1728,224
1,2,58,81,4,4595,810,85
2,4263,61,1,94,38,97,167
2,5,67,1,5,63,1557,86
3,5,73,51,6,189,958,32
4,5,112,2802,6,2504,545,168
5,5,88,737,7,2505,1678,110
6,1,3,3,1,2522,1378,139
6,5,215,1,36,3221,193,287
7,5,220,906,38,3227,3810,108
8,5,224,1,40,4385,2691,210
4,1,310,4,74,1390,1356,164
8,2,51,87,7,1391,4594,200
9,1,203,1,34,1409,197,425
10,2,253,86,53,1442,3023,98
10,3,254,1,94,2336,2484,184
11,4,255,1,51,2337,2815,149
12,5,75,1,58,3911,435,24
9,6,299,1,1,4555,3173,219
97,4204,333,9,2,4556,1656,195
132,4205,336,8,3,128,1517,283
133,4206,6,1,3,215,60,27
40,4207,304,1,4,1895,288,218
16,4208,89,3,5,1896,1193,246
42,4209,165,1,5,1897,1393,370
50,5,171,22,5,2225,1020,360
32,62,179,1,6,2226,1362,190
41,4145,95,3,2,3319,892,273
42,4,169,1,6,4553,2528,251
1,30,361,1,7,136,527,277
2,2941,142,5,8,2244,2648,39
1,4,365,6,9,2245,1600,150
2,4253,369,24,10,3292,335,198
3,2,339,11,10,4542,916,116
27,3,341,1,11,4543,4277,115
3,4,9,24,1,4548,910,78
28,5,58,3472,28,4550,877,67
88,6,370,1,115,4551,1048,27
1,4248,376,4,116,228,1258,26
2,2959,49,3,27,1246,646,11
2,3,386,2,112,1273,389,257
3,7,413,1,122,1281,3545,195
4,1,311,2,2,1282,2531,212
4,4,193,1,241,1639,3255,231
5,4,312,2,10,1640,1647,258
31,2,313,2,64,4538,2990,203
1,1,3,1,64,4540,2733,72
17,1,232,1,34,1255,257,267
5,1976,237,3,31,1260,3395,286
68,4,217,1,63,1261,2485,325
69,6,216,12,16,1262,2446,331
1,7,222,3,63,1263,1048,244
1,4,246,32,106,1264,1012,172
2,2,267,6,24,4521,246,238
2,1,272,3476,98,4529,2197,309
7,1,255,2,1,4536,2295,144
3,1,157,1,2,3032,1372,375
4,3,224,3,2,3039,1774,286
11,1,258,42,3,4513,3180,16
12,3,261,1,4,4514,355,17
3,1981,265,1525,5,4515,118,145
4,1,4,5,6,4516,2961,142
5,2,509,10,6,4517,81,186
6,3,510,1,7,4518,4580,187
7,2,511,1483,8,4519,3062,288
1,2,228,3,4,709,2165,144
10,7,215,6,8,1781,2240,285
7,18,231,4,9,1782,569,178
4,2,234,2,10,1783,1300,277
1,1,236,50,11,2015,2235,42
27,2,238,2,12,3314,2339,196
95,3,251,1,9,3317,568,235
1,4,207,1,55,3865,3440,421
1,4,213,3,85,3867,555,152
1,5,220,9,102,894,266,97
37,6,229,1,103,906,3365,96
2,30,237,2,60,913,595,312
3,31,213,1,40,914,3810,280
11,32,220,1,42,915,2734,12
38,33,225,1226,37,4506,1955,266
1,34,228,1,38,4507,1506,267
2,35,230,48,45,4508,3044,233
12,36,306,1,32,4510,2003,254
3,36,308,1,41,77,1770,263
1,9,309,55,42,133,391,269
1,2,194,1,38,564,1325,288
38,5,310,1,39,565,1303,259
3,6,304,105,39,571,1271,344
4,1,62,18,1,1643,4157,107
39,2,307,7,2,1675,1093,171
2,3,245,19,1,1677,1771,278
3,5,227,3,2,3168,1540,398
1,6,127,2,3,157,191,399
39,121,213,2,3,993,558,388
54,1,226,1,76,997,2119,197
2,6,369,10,5,998,2096,140
77,2,73,3,1,3632,535,181
3,8,80,1,2,3634,2273,185
1,3,366,1,2,4499,1177,247
1,1,1,7,3,4502,1430,8
4108,1,173,5,4,4503,344,69
4109,1,364,14,4,173,1096,262
69,3,89,106,5,2529,1031,58
68,1,367,111,1,3455,592,239
47,2,368,9,17,3458,1775,51
48,1,370,1,7,4171,658,264
69,1,178,11,10,4172,1353,295
2,1,365,1,56,4181,3258,295
27,2,366,1,57,4182,2002,261
1,3,367,2,53,4240,3759,260
2,1,530,1,1,885,961,143
1,3,85,1,1,902,1071,248
61,4,332,124,2,912,3238,290
2,5,177,1,2,917,521,304
3,6,179,1,3,918,1220,167
4,4,175,1,4,1203,473,270
4,6,41,1,11,4494,3236,346
5,7,336,3,12,4495,3856,215
6,2,194,5,3,4496,1963,313
1,1,180,4,4,2809,3942,141
6,3702,164,3,5,2824,706,343
7,2,116,7,6,2842,86,134
7,2,54,4,7,4485,1659,135
6,4139,4,1,1,4489,1584,103
2,4145,172,4,7,4490,620,120
3,4193,248,1,4,4491,108,178
4,1222,368,1,11,4492,4496,260
66,42,365,11,12,93,2715,259
1,7,582,1,21,3103,364,252
1,5,280,12,1,3137,3079,209
2,4,376,3,21,3601,1683,265
23,1,529,1,65,3608,640,194
2,4189,241,7,1,3609,3561,183
2,4190,367,17,1,3610,2126,148
3,4191,3,2,1,4483,3295,1
54,17,322,1,2,3096,2562,232
55,11,12,2,3,3097,1522,14
4083,2,319,4,1,3104,3837,231
1,1,15,5,2,3105,112,13
1,1,101,2,3,3120,725,16
2,3666,334,6,1,3123,984,218
3,1,116,2,1,3126,105,29
1,1,114,1,3,3600,608,25
33,43,115,36,4,3122,3305,19
5,20,2,1,2,3123,1945,4
1,17,1,15,3,3126,632,10
1,4,1,4,1,3127,879,6
65,2,73,1,42,3128,932,28
1,1,9,26,4,3129,2720,77
3,2,386,5,273,3605,975,115
4,3,4,3,2,4480,401,102
5,4,198,2,3,1561,2067,374
6,25,202,1,145,3481,223,441
7,24,417,13,71,3483,213,315
2,23,419,1,69,3492,1637,227
4,4,423,10,68,3493,495,226
6,5,197,3,24,4476,4125,227
2,6,131,61,26,4477,449,114
110,7,241,2,2,4478,3640,318
1,8,377,1,1,3708,1785,184
23,4182,378,2,2,3775,1547,185
1102,2,282,1,7,3776,775,361
1103,25,281,1,6,3777,1072,360
1367,53,127,5,1,3778,2556,5
1368,52,185,1,2,3779,1168,285
1,48,190,3,3,4473,1461,196
132,5,194,4,4,4474,151,106
1,4,104,6,4,3656,1428,346
2,1,526,1,5,3706,238,204
3,46,159,8,6,3718,1214,2
4,4,5,1,1,3719,74,89
5,1,285,1,6,3720,1022,324
29,3,297,1,7,3721,1128,132
1,4,71,1,2,3763,1612,410
4122,2,386,23,3,4471,1679,200
4121,1,387,3,4,3665,435,199
1264,1,1,1,1,3680,4180,1
23,2,518,1,1,3689,1436,184
1,5,115,1,2,3690,218,386
33,42,519,4,2,3691,536,330
18,43,63,49,2,3692,3413,68
134,44,393,3,3,4468,1363,147
1,71,233,48,3,4469,4484,50
2,3,226,10,4,2588,2981,35
3,1,90,45,58,2594,2877,48
1,1,152,1,34,2601,827,186
2,2,437,44,75,4137,3948,249
3,3,652,6,1,4146,2445,69
4,65,2,39,1,4463,1985,43
5,6,80,45,2,4464,3121,467
837,5,656,1,3,4465,1979,162
843,47,82,2,1,2581,1257,424
855,51,670,2,23,4197,1877,295
1243,4315,100,2,23,4198,2538,327
1244,4,532,1,5,4199,1601,477
1245,1,154,1,1,4236,198,73
1,2,161,7,1,4248,438,189
4029,1,243,2,1,4249,297,230
4030,2,98,11,3,4275,86,26
4031,3,108,1,4,163,952,153
4032,4,113,16,5,217,726,29
4033,5,124,2,6,781,1640,30
4028,6,132,13,7,783,1680,240
4029,7,142,15,2,785,6,36
4032,7,131,1,6,786,998,274
1,8,149,5,13,791,8,71
2,3614,233,1,4,822,297,223
499,3616,406,9,2,4090,85,137
3,1,233,2,1,4096,1686,198
4,5,337,5,13,4454,1809,182
5,76,312,1,11,4455,2894,53
495,75,313,1,3,4456,1720,143
5,5,314,1,2,4457,2025,206
6,6,116,1,41,4458,558,97
498,5,137,1,45,4459,1325,115
6,5,143,2,46,3361,617,116
1,1,103,3,1,4433,1438,109
5,3,9,1,1,4439,1942,55
5,5,122,1,2,4448,792,9
5,1,255,15,3,4449,368,209
1,1,158,24,4,4450,1112,100
7,3,162,2,5,4451,305,48
8,3,84,1,12,4452,1035,161
9,2,131,1,73,4029,2411,69
10,1,133,6,1,4031,1859,200
91,3,127,3,72,4036,253,201
44,1,6,8,73,4043,3116,1
86,4332,117,3,20,4081,1606,136
87,4,114,1,72,4106,233,243
1,1,239,3,1,4430,3085,285
88,6,396,58,10,4431,2902,301
89,3,151,57,1,91,1965,106
46,1,158,1,2,178,720,156
47,1,530,4,3,221,1373,224
48,2,44,6,1,651,1479,53
49,3,2,2,2,3329,886,12
3,29,47,3,3,3383,3012,60
50,30,76,1,4,4425,2725,25
16,1,77,3,5,4428,465,57
50,1,48,3,117,59,1131,50
51,1,51,2,109,1798,3668,23
52,9,48,6,99,1970,1596,16
53,1,77,2,98,3296,2019,49
54,2,48,6,111,4410,1671,16
41,3,48,1,88,4411,3197,24
42,1,89,1,10,4412,1213,74
13,1,90,3,11,4421,1296,104
56,5,91,1,12,101,1937,116
95,2,44,1,89,1862,2660,5
95,1,7,1,1,1865,2026,15
1,1,150,2,78,1866,2851,293
1,2,27,1,77,1873,2236,9
2,4,148,6,76,2182,1742,381
3,1,144,1,75,2198,1329,382
4,2,291,1,74,3848,18,289
82,3,51,1,90,699,54,20
83,3,157,1,79,1838,3293,278
